gppd_idnr,owner,lei
CAN0007805,Invenergy Wind Canada,549300SUGZBEC5XCCY13
CAN0002139,Ontario Power Generation (OPG),YDHER8SKF7V7YW8KZB55
CAN0002044,Northland Power,549300IT8CIDW8V5KX72
CAN0007809,Algonquin Power,549300U14HGDC7PUZF92
CAN0007815,Domtar Inc,XYSIJOU3HNVROZWNA008
CAN0007816,Domtar Inc,XYSIJOU3HNVROZWNA008
CAN0007817,Domtar Inc,XYSIJOU3HNVROZWNA008
CAN0007818,Algonquin Power,549300U14HGDC7PUZF92
CAN0007820,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0007823,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN1060255,TransAlta,GJZNVO2UY6DNFNIYH321
CAN0002141,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CHL0001017,COLBUN S.A.,5493003VQJLE2QB8IF36
CAN0007828,East Durham Wind  LP,549300DPN1O1N0UEWI55
CAN0002143,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002144,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0007843,EDF Energies Nouvelles,5299006933KAS4QKDR16
CAN0007844,Enbridge Inc,98TPTUM4IVMFCZBCUR27
CAN1060281,Macquarie Power & Infrastructure Income Fund,549300C5UPRD4YQZVB29
CAN0007848,Ernestown Windpark LP,549300GJVZN1GGGDWS32
CAN0002045,Suncor,549300OOUPU3KVYPUH34
CAN0002046,Suncor,549300OOUPU3KVYPUH34
CAN0002047,Suncor,549300OOUPU3KVYPUH34
CHL0000104,COLBUN S.A.,5493003VQJLE2QB8IF36
CAN0002145,AltaGas,549300D7A8QA85Z2MH11
CAN0008598,West Fraser Mills Ltd,549300EVSDWRVHUSS869
CAN0007869,Harvest,549300K2CNBXYV32KT86
CAN0007878,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0007891,Csi Glenarm LP,5493008LUGS0JUMBCU89
CAN0007892,Algonquin Power,549300U14HGDC7PUZF92
CAN0007893,Green Island Energy,9695004GSNY0LPLQIS42
CAN0007894,Louisiana-Pacific Canada Engineered Wood Products Ltd,549300C7E2UAO5BVRR75
CAN0007895,Goldlight LP,549300SMW3SMN4BBEJ46
CAN0007896,Goodlight LP,54930031ROXLWIZNQG48
CAN0002050,Goreway Station Partnership,549300T6V6ZHJXSB1O40
CAN0002147,Goshen Wind  LP,5493005YLE1YIPVWCV58
CAN0002149,Grand Renewable Wind LP,549300M2H3CC427SIM64
CAN0002150,Grand Renewable Solar LP,549300A4HTEKT37L8V94
CAN0007907,Grand Valley 1 LP,5493004GRNE3ZVQHXP91
CAN0007908,Grand Valley 2 LP,549300PAB3RY9JVJ8G66
CAN0007911,Hydro-Québec,6THEVG93PYJH84S4D167
CAN1060348,Hydro Quebec,6THEVG93PYJH84S4D167
CAN0002051,Greenfield Energy Centre LP,549300RSY4QE2N28UX67
CAN0007918,Grey Highlands Clean Energy Development LP,549300C0LSVNEOZM6L64
CAN0008600,Capstone Infrastructure Corp 50%,549300C5UPRD4YQZVB29
CAN0007921,Nova Scotia Power Inc,5XLQXOZXQGDQ492ZD098
CAN0007922,Gunn's Hill LP,549300OUK4XSPNBRID57
CAN0002052,Maxim Power Corp,549300JHCNCJCQET4P76
CAN0007923,Vineland Power Inc,549300XNE6U21PAXTI03
CAN0007956,Potentia Solar 14 LP,549300BRD5UV95Q35O82
CAN0002153,Capital Power,549300QRKTEXGXYVPO80
CAN0002053,TransCanada Corp,549300UGKOFV2IWJJG27
CAN0008603,WEB Windenergie AG,5299006Z443RSX9FQ858
CAN1060368,TransCanada,549300UGKOFV2IWJJG27
CAN0002154,Ontario Power Generation,YDHER8SKF7V7YW8KZB55
CAN0007930,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0007932,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0007935,Ontario Power Generation Inc,YDHER8SKF7V7YW8KZB55
CAN0007949,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0007950,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0007963,Illumination LP,549300NEP8EXTC1YKZ43
CAN0007964,Index Energy Mills Road Corp,549300THY1H0PYMXKP51
CAN0002157,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0002057,Capital Power,549300QRKTEXGXYVPO80
CAN0002158,Rio Tinto (Rt),213800YOEO5OQ72G2R82
CAN0002159,Northland Power Inc,549300IT8CIDW8V5KX72
CAN0007976,Société d'Énergie Columbus Inc,549300TYSMSR1M2RFN42
CAN0002160,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002162,Jericho Wind  LP,5493003T1JQ3HG4IRD69
CAN0002165,K2 Wind Ontario LP,549300D6RZGD3Q6XUP39
CAN1060438,Domtar,XYSIJOU3HNVROZWNA008
CAN0002059,Capital Power (50%) / TransAlta (50%),549300QRKTEXGXYVPO80
CAN0008003,Sune Westbrook LP,549300693ZSZNF1Y3I90
CAN0002170,Ontario Power Generation,YDHER8SKF7V7YW8KZB55
CAN0002172,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002173,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002174,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002175,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002176,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008018,EDF Energies Nouvelles (70%) / Energie Renouvelable de La Mitis (30%),5299006933KAS4QKDR16
CAN0002177,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008021,Ontario Power Generation Inc,YDHER8SKF7V7YW8KZB55
CAN0008025,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002179,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002180,Hydro-Québec,6THEVG93PYJH84S4D167
CAN1060487,Ontario Power Generation,YDHER8SKF7V7YW8KZB55
CAN0008038,EDF Energies Nouvelles (70%) / Energie du Granit (30%),5299006933KAS4QKDR16
CAN0008609,Transalta,GJZNVO2UY6DNFNIYH321
CAN0008041,Invenergy Wind Canada & Regie Intermunicipale de L'energie Gaspesie-Iles-de-la-Madeleine,549300SUGZBEC5XCCY13
CAN0002062,Ontario Power Generation Inc,YDHER8SKF7V7YW8KZB55
CAN0002182,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008051,TransCanada Energy Ltd,5493006YG7CTPEZTDU04
CAN0008052,TransCanada Energy Ltd,5493006YG7CTPEZTDU04
CAN0008053,TransCanada Energy Ltd,5493006YG7CTPEZTDU04
CAN0002184,Ontario Power Generation,YDHER8SKF7V7YW8KZB55
CAN0008059,Regional Power Inc,984500644F7NB6888256
CAN0008060,Algonquin Power,549300U14HGDC7PUZF92
CAN0008610,Zella Holdings Ltd,25490033ZZ8UL04IDS80
CAN0008074,Lunarlight LP,549300D638L2ELCCYG44
CAN0008075,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0002064,TransCanada,549300UGKOFV2IWJJG27
CAN0002065,Imperial Oil,549300JZNB745JT5WY51
CAN0008082,Atlantic Power Corp,2U3V7WI7HVCB625AQQ40
CAN0002188,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002189,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002190,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002193,Société en Commandite Hydroélectrique Manicouagan (Schm),2549004PXCFTIO37OA33
CHL0001020,COLBUN S.A.,5493003VQJLE2QB8IF36
CAN0008107,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0008109,Synex,724500C372R1D6KR3U84
CAN0008114,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008115,North Bay Hydro Services Inc,2138005A1NXJFMMRVZ55
CAN0008134,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0008135,TransCanada Energy Ltd,5493006YG7CTPEZTDU04
CAN0008136,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008137,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008617,EDF Energies Nouvelles 50%,5299006933KAS4QKDR16
CAN0002265,Northland Power,549300IT8CIDW8V5KX72
CAN0008145,Atlantic Power Corp,2U3V7WI7HVCB625AQQ40
CAN0008148,Algonquin Power,549300U14HGDC7PUZF92
CAN0002071,Imperial Oil,549300JZNB745JT5WY51
CAN0008155,Sune Taylor Kidd LP,549300DP4L7LF2A15878
CAN0008156,WPD Napier Wind Inc,529900XU2EWLHBQHYX02
CAN0002199,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0002072,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN1060644,Northland Power,549300IT8CIDW8V5KX72
CAN0008173,Northland Power Solar Burks Falls West LP,549300IT8CIDW8V5KX72
CAN0008174,Northland Power Solar Abitibi LP,549300IT8CIDW8V5KX72
CAN0008175,Northland Power Solar Belleville North LP,549300IT8CIDW8V5KX72
CAN0008176,Northland Power Solar Belleville South LP,549300IT8CIDW8V5KX72
CAN0008177,Northland Power Solar Burks Falls East LP,549300IT8CIDW8V5KX72
CAN0008178,Northland Power Solar Crosby LP,549300IT8CIDW8V5KX72
CAN0008179,Northland Power Solar Empire LP,549300IT8CIDW8V5KX72
CAN0008180,Northland Power Solar Glendale LP,549300IT8CIDW8V5KX72
CAN0008181,Northland Power Solar Long Lake LP,549300IT8CIDW8V5KX72
CAN0008182,Northland Power Solar Martin's Meadows LP,549300IT8CIDW8V5KX72
CAN0008183,Northland Power Solar Mccann LP,549300IT8CIDW8V5KX72
CAN0008184,Northland Power Solar North Burgess LP,549300IT8CIDW8V5KX72
CAN0008185,Northland Power Solar Rideau Lakes LP,549300IT8CIDW8V5KX72
CAN0008188,Suez Renewable Energy,549300RXVQKYLINQGP95
CAN0008192,Mainstream,549300R6DX4BRJTDYK49
CAN1060669,Enbridge,98TPTUM4IVMFCZBCUR27
CAN0002201,Ontario Power Generation (OPG),YDHER8SKF7V7YW8KZB55
CAN0002202,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002203,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002204,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002205,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008214,Daishowa-Marubeni,5493006RP13BG87BR306
CAN0008215,Brantgate Solar Farm Partnership,5493000IFMZZ0MS4UV31
CAN0008217,Hamilton Solar Farm Partnership,549300MCBETH50220K30
CAN0008218,Ridgefield Solar Farm Partnership,549300W2KIN3YG5YTJ84
CAN0008219,Roseplain Solar Farm Partnership,549300JZ485ECNGIRW89
CAN0008221,Port Hope Solar Farm Partnership,5493006YDH4D1LLYGI39
CAN0008225,Oro-Medonte Solar Farm Inc,549300E0XH813KAQBH18
CAN0008227,Société d'Énergie Columbus Inc,549300TYSMSR1M2RFN42
CAN0002078,TransAlta,GJZNVO2UY6DNFNIYH321
CAN0002079,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0002209,Kruger Energy Port Alma LP,5493007U4HAHXCK48S55
CAN0002210,Capital Power (PDN) LP,549300QRKTEXGXYVPO80
CAN0008244,Nova Scotia Power Inc,5XLQXOZXQGDQ492ZD098
CAN0008245,Boralex,5493004UT7HNQU2SVR90
CAN0002211,Hydro-Québec,6THEVG93PYJH84S4D167
CAN1060725,Hydro Quebec,6THEVG93PYJH84S4D167
CAN0002212,Brookfield Power Wind Prince LP,549300QT35JCX409WQ87
CAN0008253,Canadian Forest Products Ltd,549300UZWTSBHM6BJE80
CHL0001013,COLBUN S.A.,5493003VQJLE2QB8IF36
CAN0002207,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002213,Capital Power,549300QRKTEXGXYVPO80
CAN0002081,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0008264,Glencore,2138002658CPO9NBH955
CAN1060738,ATCO,5299005SPZ1QYL51JD25
CAN0008268,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008269,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002214,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008271,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002217,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002216,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002215,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008279,Algonquin Power,549300U14HGDC7PUZF92
CAN0008282,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0008283,Algonquin Power,549300U14HGDC7PUZF92
CAN0008284,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0002218,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008292,Suncor Energy Products Inc & Acciona Wind Energy Canada Inc,549300W70ZOQDVLCHY06
CAN0002220,EDF Energies Nouvelles,5299006933KAS4QKDR16
CAN0002221,EDF Energies Nouvelles,5299006933KAS4QKDR16
CAN0008295,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008296,Algonquin Power,549300U14HGDC7PUZF92
CAN0002223,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002226,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008625,Invenergy Wind LLC,549300SUGZBEC5XCCY13
CAN0008306,Nova Scotia Power Inc,5XLQXOZXQGDQ492ZD098
CAN0008319,Algonquin Power,549300U14HGDC7PUZF92
CAN0008320,Algonquin Power,549300U14HGDC7PUZF92
CAN0008325,PF Résolu Canada Inc,549300YE52ABNFVVWE73
CAN0008327,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008329,Algonquin Power,549300U14HGDC7PUZF92
CAN0008321,Algonquin Power,549300U14HGDC7PUZF92
CAN0008336,Enbridge,98TPTUM4IVMFCZBCUR27
CAN0008337,Enbridge,98TPTUM4IVMFCZBCUR27
CAN1060819,ATCO,5299005SPZ1QYL51JD25
CAN0008341,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0008348,Boralex Inc,5493004UT7HNQU2SVR90
CAN0008349,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002084,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0002234,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002235,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002086,Enmax,549300CBVIZGSWHLQN67
CAN0002236,Rio Tinto (Rt),213800YOEO5OQ72G2R82
CAN0008375,Capstone Infrastructure Corp,549300C5UPRD4YQZVB29
CAN0002240,Ontario Power Generation,YDHER8SKF7V7YW8KZB55
CAN0008392,Green Leaf,213800RDY79WOGEP1R73
CAN0002241,Kingston Solar LP,549300GNBSM8TV3DGB51
CAN0008395,Sune Solar Spirit LP,549300MOVWT7TU794Q50
CAN0008398,Sunderland Solar Farm LP,549300X5RSAXSGSKVW93
CAN0008399,South Dundas Windfarm LP,5493008CQLUGCYF6U667
CAN0008402,Advanced Energy Systems 1 LP,549300756XI3QLFT2U27
CAN0002243,South Kent Wind LP,549300UMJMV8PVQ8DE16
CAN0008634,Southgate Solar LP,549300CGKMGKL57TP586
CAN0008407,Sparklelight LP,549300G5EZ2MEWT8IP30
CAN0008411,WPD Springwood Wind Inc,529900I4233HEN6USK86
CAN1060891,TransAlta,GJZNVO2UY6DNFNIYH321
CAN0002087,St. Clair Power LP,549300TEE39GCWECWR78
CAN0008416,Nextera Energy Partners LP,5493008F4ZOQFNG3WN54
CAN0008419,EDF Energies Nouvelles,5299006933KAS4QKDR16
CAN0008420,EDF Energies Nouvelles,5299006933KAS4QKDR16
CAN0002246,Algonquin Power,549300U14HGDC7PUZF92
CAN0008431,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0008435,Dif Infrastructure III,724500D9KW250DLBTO68
CAN0008441,City of Summerside Electric Utility,549300QNDSNL7FQRWT50
CAN0008443,TransAlta,GJZNVO2UY6DNFNIYH321
CAN1060928,TransAlta,GJZNVO2UY6DNFNIYH321
CAN0002088,TransAlta,GJZNVO2UY6DNFNIYH321
CAN0008445,Sune South Stormont LP,549300HT0MV70DZWB850
CAN0008448,Sune Rutley LP,549300KOS3NYK4R3VR44
CAN0008449,Re Sunningdale LP,5493008UUT5UO8971M89
CAN0008453,Algonquin Power,549300U14HGDC7PUZF92
CAN0008454,Enmax Green Power Inc,5493008JQ9X6IJVW6285
CAN0008460,Tembec Inc,549300WF9251CT4Q9R56
CAN0008468,Renfrew Power Generation Inc,549300R7C1H16YWDFR66
CAN0002089,Thorold Cogen LP,5493006P7YFG1G533818
CAN0002249,Ontario Power Generation Inc,YDHER8SKF7V7YW8KZB55
CAN0008474,Nova Scotia Power Inc,5XLQXOZXQGDQ492ZD098
CAN0008475,Algonquin Power,549300U14HGDC7PUZF92
CAN0008478,Tolko Industries Ltd,549300B808DC4IISJQ58
CAN0002250,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0002251,Hydro-Québec,6THEVG93PYJH84S4D167
CAN0008636,Boralex,5493004UT7HNQU2SVR90
CAN0008637,Boralex,5493004UT7HNQU2SVR90
CHL0000057,ENDESA,549300LHK07F2CHV4X31
CAN0008506,Algonquin Power,549300U14HGDC7PUZF92
CAN0002266,Le Club Éolectric (51%),9695003L1X2VSQ4RIU85
CAN0008514,Wainfleet Wind Energy Inc,5493002Q2AHZL6V7GS37
CAN0008518,Ge Energy Financial (90%) / Fiera Axium Infrastructure (10%),549300GU1M5DNJEQ1W35
CAN0008524,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0008539,Sune Welland Ridge LP,5493002VC0I6WD1LO348
CAN0008540,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0002256,Brookfield Renewable Power Inc,549300YZR6BDBEJQB513
CAN0008542,Suez Renewable Energy,549300RXVQKYLINQGP95
CAN0008543,Suez Renewable Energy,549300RXVQKYLINQGP95
CAN0008546,West Nipissing Power Generation,5493007IEOJY0I7LC872
CAN0002093,West Windsor Power,549300NLDVV1CULNHQ71
CAN0008549,Weyerhaeuser,08IRJODWFYBI7QWRGS31
CAN0008559,WPD Whittington Wind Inc,529900XTSQ88ZDROP463
CAN0008561,TransCanada Energy Ltd,5493006YG7CTPEZTDU04
CAN0008562,Atlantic Power Corp,2U3V7WI7HVCB625AQQ40
CAN0008563,Bracebridge Generation Limited,549300SOVXJ1FQJSMM30
CAN0008643,Windsor Solar LP,549300W5R1RU0REDCX35
CAN1031080,Capital Power,549300QRKTEXGXYVPO80
CAN0008565,Waste Management of Canada Corp,549300YX8JIID70NFS41
CAN0002094,Saskatchewan Power Corp,549300EO1JU9WGN37J83
CAN0002095,York Energy Centre LP,549300KPJSV8WKZ1MP84
CHL0001001,ENDESA,549300LHK07F2CHV4X31
CHL0001002,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0002001,EMPRESA ELECTRICA DE AYSEN S.A.,9598000CQXFM04GH2U97
CHL0001005,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0000092,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001006,ENDESA,549300LHK07F2CHV4X31
CHL0001021,ENDESA,549300LHK07F2CHV4X31
CHL0001022,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0000050,ENDESA,549300LHK07F2CHV4X31
CHL0000004,ENAEX,254900160P11QBXX5398
CHL0002005,PARQUE EOLICO EL ARRAYAN SPA,4469000001BS96JA0I34
CHL0000051,SWC,549300RS30TH2GUR5392
CHL0001041,ENDESA,549300LHK07F2CHV4X31
CHL0000053,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0000054,EMPRESA NACIONAL DE ELECTRICIDAD S.A.,549300PVHXUFEIE6LY50
CHL0001051,ENDESA,549300LHK07F2CHV4X31
CHL0001052,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001053,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001055,HIDROELECTRICA LA CONFLUENCIA S.A.,254900T9AJ7MMTRQOW48
CHL0001056,HIDROELECTRICA LA HIGUERA S.A.,254900B85W5OY2PR6X15
CHL0000114,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0002011,PARQUE EOLICO LOS CURUROS LTDA.,95980020140005911551
CHL0001072,ENDESA,549300LHK07F2CHV4X31
CHL0000066,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001075,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0000116,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0003013,AES GENER,549300IF4IFG0FS0RM26
CHL0003015,COMASA S.A.,529900DD4HHKXG9Q5044
CHL0003016,COMASA S.A.,529900DD4HHKXG9Q5044
CHL0001076,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001078,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0001080,DUKE ENERGY,I1BZKREC126H0VB1BL91
CHL0000117,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001089,ENDESA,549300LHK07F2CHV4X31
CHL0001090,ENDESA,549300LHK07F2CHV4X31
CHL0001094,DUKE ENERGY,I1BZKREC126H0VB1BL91
CHL0001103,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0001105,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0000121,ENDESA,549300LHK07F2CHV4X31
CHL0001106,ENDESA,549300LHK07F2CHV4X31
CHL0001107,ENDESA,549300LHK07F2CHV4X31
CHL0001116,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001117,HIDROELECTRICA SAN ANDRES LTDA.,549300P434QK0U4XUJ08
CHL0001118,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001119,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0000132,ENDESA,549300LHK07F2CHV4X31
CHL0000122,EMPRESA NACIONAL DE ELECTRICIDAD S.A.,549300PVHXUFEIE6LY50
CHL0000069,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0000070,COLBUN S.A.,5493003VQJLE2QB8IF36
CHL0001121,ENDESA,549300LHK07F2CHV4X31
CHL0001122,ENDESA,549300LHK07F2CHV4X31
CHL0000088,NUTRECO,529900JDAR1XGJ3OQO98
CHL0002016,ENEL GREEN POWER CHILE Y P.A.,549300VLR4TEG8VILM36
CHL0000042,ENDESA,549300LHK07F2CHV4X31
CHL0000016,AES GENER,549300IF4IFG0FS0RM26
CHL0000018,CELTA,724500710LM5TFX1TE64
CHL0000126,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0001125,AES GENER S.A.,549300IF4IFG0FS0RM26
CHL0000073,DUKE ENERGY,I1BZKREC126H0VB1BL91
WRI1070561,Chongqing Energy Investment Group,30030098VQ1KJRLBL498
WRI1070617,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1075575,China Shenhua Energy Co Ltd,529900N9JOX4C108MA40
WRI1070189,Hongkong Electric Company (HKC),25490036Z1WQKYIAQM21
WRI1075582,China Resources Power Holdings  Chongqing Energy Investment Group,2549001K4QP6ZV4DRT19
WRI1070736,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070735,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070187,Castle Peak Power Company Limited (CAPCO),2549001I42I6G4P13T82
WRI1070221,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070280,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070152,Datang International Power Generation Company,213800VW156IS7SJUL96
WRI1070483,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070031,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070130,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070688,Datang International Power Generation Company,213800VW156IS7SJUL96
WRI1070751,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070053,Datang International Power Generation,213800VW156IS7SJUL96
WRI1070766,Datang International Power Generation Co Ltd,213800VW156IS7SJUL96
WRI1070006,Datang International Power Generation Co Ltd,213800VW156IS7SJUL96
WRI1070630,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070455,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070191,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070260,Datang International Power Generation Co Ltd,213800VW156IS7SJUL96
WRI1070065,China Power International Development Limited,529900MDOW3M0UV2ST42
WRI1070399,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070610,Power Construction Corporation of China (PowerChina),254900H2SU5NVNPCEW41
WRI1075606,China Power International Development  Guangzhou Development Power Group,529900MDOW3M0UV2ST42
WRI1061037,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070061,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070258,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070108,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070487,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070010,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070115,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070375,China Resources Power Holdings Co Ltd,2549001K4QP6ZV4DRT19
WRI1070581,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070472,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1072554,Huadian Power International Corporation Limited,529900207FCOKWBDRE79
WRI1070243,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070107,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070241,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070231,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070162,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070110,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070341,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070334,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070769,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070080,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070809,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070566,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070589,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070054,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070580,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070283,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070569,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070049,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070752,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070289,Huadian Power International Company Limited,529900207FCOKWBDRE79
WRI1070534,Datang International Power Generation,213800VW156IS7SJUL96
WRI1070768,Datang International Power Generation,213800VW156IS7SJUL96
WRI1070097,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070253,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070403,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070270,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070745,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070237,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070074,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1025969,Huaneng Renewables Corporation Limited,529900I1Z1Y7IZYMR729
WRI1070306,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070797,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070206,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070232,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
WRI1070755,China Huaneng Group Corporation (CHNG),254900S9905REJFRBF91
