country,name,gppd_idnr,wepp_location_id
USA,Springs Generating Station,USA0056144,
USA,Springview,USA0007771,64344
USA,Springville Hydroelectric,USA0056125,15370
USA,Spruance Genco LLC,USA0054081,16986
USA,Spruce Mountain WInd,USA0058026,64953
USA,Spruce Ridge Gas Recovery,USA0057017,
USA,Squa Pan Hydro Station,USA0001516,25442
USA,St Bonifacius,USA0006824,17631
USA,St Clair,USA0001743,18406
USA,St Croix Falls,USA0004011,28316
USA,St Francis,USA0001321,33474
USA,St Francis Energy Facility,USA0007604,38106
USA,St Francisville Mill,USA0010697,
USA,St George Red Rock,USA0007080,33477
USA,St James,USA0001929,67028
USA,St John,USA0001322,33486
USA,St Johns River Power Park,USA0000207,23468
USA,St Joseph Landfill Generating Station,USA0058024,61429
USA,St Josephs Hospital,USA0054534,38150
USA,St Louis,USA0001852,33512
USA,St Lucie,USA0006045,20281
USA,St Marys,USA0002942,33521
USA,St Marys IC,USA0006338,
USA,St Nicholas Cogen Project,USA0054634,12219
USA,St Paul Cogeneration,USA0056643,62377
USA,St Stephen,USA0006789,33011
USA,St. Albans SPEED Project,USA0059445,
USA,St. Charles Power Plant,USA0056100,
USA,St. Olaf StandBy Generators,USA0058996,
USA,St. Olaf Wind Turbine,USA0058995,
USA,St. Paul Intl Airport Red & Blue Parking,USA0059709,
USA,Stafford,USA0001325,33555
USA,Stafford Hill Solar,USA0060518,68428
USA,Stafford MS Ground Mount,USA0060880,
USA,Stagecoach Solar,USA0059604,
USA,Stahl Wind Energy,USA0056409,
USA,Stainback Solar Farm,USA0060257,
USA,Stairs,USA0003659,29544
USA,Stampede,USA0007066,35671
USA,Stanberry,USA0008110,33564
USA,Standby Generation Plant,USA0050310,
USA,Stanislaus,USA0000285,29435
USA,Stanton,USA0002824,
USA,Stanton Energy Center,USA0000564,29148
USA,Stanton Wind Energy LLC,USA0056644,57796
USA,Staples La Mirada  CA,USA0057683,61718
USA,Star Point Wind Project LLC,USA0057096,57832
USA,Star Solar,USA0058746,70347
USA,Starbucks - Evolution Fresh,USA0059804,
USA,Stark,USA0002613,27865
USA,Starrett City Cogen Facility,USA0050743,
USA,State Auto Insurance,USA0056244,
USA,State Center,USA0001187,33606
USA,State Farm,USA0007556,37731
USA,State Farm Insur Support Center Central,USA0055390,
USA,State Farm Support Center East,USA0055274,
USA,State Line Combined Cycle,USA0007296,17145
USA,State Street Solar LLC,USA0059363,
USA,Stateline Solar,USA0058646,
USA,Statesville  Highway 64,USA0056062,57031
USA,Statesville Delivery No 3,USA0056552,
USA,Station H,USA0002135,
USA,Station I,USA0002136,
USA,Steamboat 1,USA0050763,
USA,Steamboat 1A Power Plant,USA0052138,
USA,Steamboat Hills LP,USA0050654,15260
USA,Steamboat II,USA0054665,
USA,Steamboat III,USA0054666,
USA,Stebbins,USA0057055,12705
USA,Steel Bridge Solar  LLC,USA0060057,
USA,Steel Sun,USA0059705,69495
USA,Steel Winds II,USA0057078,56045
USA,Steel Winds Wind Farm,USA0056575,56045
USA,Steele Flats Wind Project LLC,USA0058594,67316
USA,Stephens Ranch Wind Energy LLC,USA0057983,65271
USA,Stephentown Spindle,USA0057710,
USA,Sterling,USA0001326,33685
USA,Sterling PV 3,USA0059198,
USA,Sterling Power Plant,USA0050744,
USA,Sterlington,USA0001404,25136
USA,Sterlington Greenworks LLC,USA0059275,
USA,Stetson Road Solar - Barre I,USA0059765,
USA,Stetson Wind I,USA0056989,56982
USA,Stetson Wind II,USA0056991,56982
USA,Stevens Community Medical Center,USA0056245,
USA,Stevens Creek,USA0000736,32992
USA,Stevens Mills Hydroelectric Project,USA0058712,
USA,Stevens Point,USA0003973,17467
USA,Stevens Point Mill,USA0055861,17459
USA,Stevenson,USA0000553,17289
USA,Stewart Mountain,USA0000150,31954
USA,Stewarts Bridge,USA0002614,27864
USA,Stikeleather Farm,USA0059595,
USA,Stiles,USA0004147,28708
USA,Stillwater B,USA0059437,13983
USA,Stillwater Energy Center,USA0059647,70834
USA,Stillwater Facility,USA0050765,17500
USA,Stillwater Hydro Electric Project,USA0054395,
USA,Stillwater Hydro Station,USA0001478,
USA,Stillwater Reservoir Hydro,USA0050513,
USA,Stillwater Water Treatment Plant,USA0055987,
USA,Stingray Facility,USA0054531,
USA,Stock Island,USA0006584,24046
USA,Stockton,USA0001327,33737
USA,Stockton Athletic Center,USA0057864,
USA,Stockton Biomass,USA0054238,
USA,Stockton Hydro,USA0002124,35593
USA,Stoltze CoGen1,USA0058523,65082
USA,Stone Creek,USA0007508,19814
USA,Stone Hill Solar,USA0060710,
USA,Stone Solar,USA0061085,70351
USA,Stoney Corners Wind Farm,USA0057131,57472
USA,Stony Brook,USA0006081,25741
USA,Stony Brook Cogen Plant,USA0054149,17199
USA,Stony Creek Wind Farm LLC,USA0056980,59623
USA,Stony Creek Wind Farm NY,USA0058088,59623
USA,Stony Gorge,USA0007151,32087
USA,Storm Lake 1,USA0054793,
USA,Storm Lake II,USA0055287,
USA,Storrie Lake Solar Project,USA0058794,
USA,Story City,USA0001188,33764
USA,Story City Wind Project,USA0058927,
USA,Stout Farm,USA0059581,
USA,Stow PV,USA0059015,
USA,Straits,USA0001718,17539
USA,Strata Roof 1,USA0060219,
USA,Strawberry Creek,USA0006393,25185
USA,Streator Cayuga Ridge South,USA0057094,57273
USA,Streator Energy Partners LLC,USA0055760,
USA,Streeter Station,USA0001131,15757
USA,Strontia Springs Hydro Plant,USA0010081,18300
USA,Stroud Solar Station,USA0057497,63178
USA,Stryker,USA0002881,34726
USA,Stryker Creek,USA0003504,34489
USA,Stuart (IA),USA0001190,33827
USA,Stuart (NE),USA0002305,33825
USA,Sturgeon,USA0002486,15853
USA,Sturgis City  Diesel Plant,USA0001855,33835
USA,Stuyvesant Falls,USA0058873,27867
USA,Sub 2 Generating Station,USA0056126,
USA,Sub 3 Generating Station,USA0056128,
USA,Subregional Water Reclamation Facility,USA0058960,
USA,Substation 20 Plant,USA0059728,
USA,Suburban Landfill Gas Recovery,USA0057170,
USA,Sudbury Landfill,USA0058839,
USA,Sudbury Solar,USA0060344,
USA,Sue Cleveland High School,USA0058588,67485
USA,Suffolk Energy Partners LP,USA0054781,
USA,Sugar Creek Power,USA0055364,47280
USA,Sugar Island,USA0002616,27869
USA,Sugar Run Solar,USA0060189,
USA,Sugarloaf Hydro Plant,USA0050435,65672
USA,Sullivan,USA0003053,30454
USA,Sullivan (IL),USA0000969,33852
USA,Sullivan Solar,USA0059465,
USA,Sullivan Solar  LLC,USA0060410,
USA,Sulphur Springs,USA0060381,
USA,Sumas Power Plant,USA0054476,
USA,Summer Falls Power Plant,USA0056695,31842
USA,Summer North Solar,USA0058757,65305
USA,Summer Solar A2,USA0058753,65305
USA,Summer Solar B2,USA0058754,65305
USA,Summer Solar C2,USA0058755,65305
USA,Summer Solar D2,USA0058756,65305
USA,Summer Solar LLC,USA0060280,65305
USA,Summit Associates,USA0057726,
USA,Summit Farms Solar,USA0060611,70910
USA,Summit Lake,USA0001206,15869
USA,Summit Street Power Plant,USA0058140,
USA,Summit Water Nexus Mt. Holly  LLC Solar,USA0060809,
USA,Sumner,USA0001191,33898
USA,Sumpter,USA0007972,48026
USA,Sumpter Energy Associates,USA0054536,
USA,Sun City Project LLC,USA0057360,
USA,Sun Devil Solar,USA0059505,102160
USA,Sun Harvest Solar NDP1,USA0059687,58273
USA,Sun Peak Generating Station,USA0054854,19039
USA,Sun River LLC,USA0055562,
USA,Sun Trust Plaza,USA0054845,48709
USA,SunE Alamosa,USA0056481,30838
USA,SunE CPS1 LLC,USA0058068,
USA,SunE CPS2 LLC,USA0058027,
USA,SunE CPS3 LLC,USA0058009,
USA,SunE EPE1 LLC,USA0057986,
USA,SunE EPE2 LLC,USA0057985,
USA,SunE Rochester,USA0060032,
USA,SunE- E Philadelphia Ontario,USA0059916,
USA,SunEdison Anheuser Busch Fairfield,USA0057010,
USA,SunEdison Ironwood State Prison,USA0057007,58435
USA,SunEdison LV Sutton Plant Site,USA0056938,
USA,SunEdison Procter & Gamble Oxnard,USA0057008,
USA,SunEdison Walgreens Moreno Valley,USA0057004,
USA,SunEdison Walmart Apple Valley DC,USA0057012,
USA,SunEnergy1-Scotland Neck  LLC,USA0059898,
USA,SunGen Sharon 1 LLC,USA0058541,65729
USA,Sunbury Generation LP,USA0003152,29954
USA,Sundance,USA0055522,47270
USA,Sunfish Farm,USA0058864,
USA,Sunflower Wind Project,USA0060088,67882
USA,Sunnyside Cogen Associates,USA0050951,28548
USA,Sunnyside Ranch Community Solar Array,USA0059742,69047
USA,Sunnyvale City of WPCP,USA0057557,16595
USA,Sunray Wind I,USA0057326,58332
USA,Sunrise Community Solar,USA0060713,
USA,Sunrise Power LLC,USA0055182,45654
USA,Sunset Breeze LLC,USA0056586,
USA,Sunset Reservoir North Basin,USA0057559,58364
USA,Sunshine Gas Producers,USA0058429,
USA,Superior,USA0001744,18408
USA,Superior Falls,USA0001757,28292
USA,Superior Landfill Gas Recovery,USA0057026,61505
USA,Surry,USA0003806,36113
USA,Sutherland,USA0001077,22827
USA,Sutter Energy Center,USA0055112,45543
USA,Sutter Greeworks LLC,USA0059274,
USA,Sutton Solar,USA0060878,
USA,Suwannee River,USA0000638,20311
USA,Suzlon Project VIII LLC,USA0057741,
USA,Swampy Acres,USA0060250,47745
USA,Swan Falls,USA0000819,22767
USA,Swan Lake,USA0000070,24034
USA,Swanmill Windfarm I,USA0054650,46556
USA,Swauk Wind LLC,USA0058441,
USA,Sweatt,USA0002048,26571
USA,Sweeny Cogen Facility,USA0055015,17885
USA,Sweetgum Solar,USA0059824,70022
USA,Sweetwater Wind  1 LLC,USA0056211,51344
USA,Sweetwater Wind 2 LLC,USA0056212,
USA,Sweetwater Wind 3 LLC,USA0056311,51344
USA,Sweetwater Wind 4 LLC,USA0056337,57925
USA,Sweetwater Wind 5,USA0056372,57925
USA,Swift 1,USA0003850,29547
USA,Swift 2,USA0006265,29545
USA,Swift Creek,USA0006394,59109
USA,Swift Creek Chemical Complex,USA0050474,46740
USA,Swinging Bridge 2,USA0002634,29083
USA,Sycamore (IA),USA0008029,26341
USA,Sycamore (WI),USA0003993,25377
USA,Sycamore Cogeneration,USA0050134,34421
USA,Sycamore Energy 1,USA0010387,
USA,Syl Laskin,USA0001891,26516
USA,Sylvan,USA0001900,26515
USA,Sylvarena,USA0007989,48671
USA,Synata Hugoton,USA0058613,22481
USA,Syncarpha Freetown,USA0061097,
USA,Syncarpha Palmer  LLC,USA0060056,
USA,Synergy Biogas,USA0058399,
USA,Syracuse # 2,USA0002256,
USA,T B Simon Power Plant,USA0010328,26238
USA,T H Wharton,USA0003469,22409
USA,T J Labbe Electric Generating,USA0056108,52757
USA,TA-Acacia  LLC,USA0059443,
USA,TA-High Desert LLC,USA0058149,67141
USA,TECO CHP-1,USA0057504,
USA,TES Filer City Station,USA0050835,16794
USA,TG Windfarm LLC,USA0056199,
USA,THUMS,USA0056051,
USA,TIA Solar,USA0059769,
USA,TNSG North Plant,USA0058278,
USA,TNSG South Plant,USA0058117,
USA,TP 4,USA0003586,21553
USA,TPC Windfarms LLC,USA0054647,46564
USA,TPW Petersburg,USA0057755,61156
USA,TS Power Plant,USA0056224,47672
USA,TSGT Mobile Generator #15,USA0057476,
USA,TVA Southaven Combined Cycle,USA0055269,
USA,TWE Chocowinity Solar  LLC,USA0060048,68757
USA,TWE New Bern Solar Project  LLC,USA0060191,67828
USA,TX Hereford Wind,USA0058773,67160
USA,TX Jumbo Road Wind,USA0059621,67907
USA,Table Rock,USA0002166,35596
USA,Tacoma,USA0006206,30859
USA,Taconite Harbor Energy Center,USA0010075,25205
USA,Taconite Ridge 1 Wind Energy Center,USA0056630,57091
USA,Taft 26C Cogen,USA0052085,
USA,Taft Cogeneration Facility,USA0055089,47184
USA,Taftville,USA0000554,17288
USA,Tahquitz High School,USA0058232,
USA,Tait Electric Generating Station,USA0055248,18114
USA,Tajiguas Plant,USA0055603,45483
USA,Talbot County Energy,USA0007916,47119
USA,Talcville,USA0007583,27868
USA,TalenEnergy HW Wallenpaupack,USA0003153,29959
USA,TalenEnergy Holtwood,USA0003145,29945
USA,TalenEnergy Ironwood LLC,USA0055337,38102
USA,TalenEnergy Martin Creek LLC Allentown,USA0003139,29938
USA,TalenEnergy Martins Creek,USA0003148,29951
USA,TalenEnergy Martins Creek LLC Fishbach,USA0003142,29941
USA,TalenEnergy Martins Creek LLC Harrisburg,USA0003143,29943
USA,TalenEnergy Martins Creek LLC Harwood,USA0003144,29942
USA,TalenEnergy Martins Creek LLC Jenkins,USA0003146,29946
USA,TalenEnergy Martins Creek LLC Lock Haven,USA0003147,29947
USA,TalenEnergy Martins Creek LLC West Shore,USA0003154,29960
USA,TalenEnergy Martins Creek LLC Williamsport,USA0003155,29962
USA,TalenEnergy Montour,USA0003149,29952
USA,TalenEnergy Susquehanna,USA0006103,29956
USA,Tallassee Hydro Project,USA0007191,
USA,Tallulah Falls,USA0000723,21001
USA,Taloga Wind LLC,USA0057261,60696
USA,Tamarack Energy Partnership,USA0050099,34412
USA,Tangier,USA0006390,12189
USA,Tanguisson 1 (PRUVIENT),WRI1029197,
USA,Tanner Street Generation,USA0054586,
USA,Tannery Island Power,USA0050416,26616
USA,Tannery Road Landfill,USA0060677,69788
USA,Tarboro Solar,USA0059648,70347
USA,Tart Farm,USA0059583,
USA,Tasley,USA0003785,18242
USA,Tatanka Wind Power LLC,USA0056669,
USA,Tate & Lyle Decatur Plant Cogen,USA0010867,
USA,Taum Sauk,USA0002108,35272
USA,Taylor,USA0056870,52173
USA,Taylor County Solar,USA0059897,
USA,Taylor Draw Hydroelectric Facility,USA0054729,31437
USA,Taylor Farms,USA0059330,68742
USA,Taylor Farms Salinas,USA0058303,68288
USA,Taylorsville Solar LLC,USA0057402,
USA,Taylorville,USA0002617,27866
USA,Tazewell Gas Recovery,USA0050721,
USA,Tech Park Solar,USA0059455,
USA,Teche,USA0001400,15877
USA,Technology Drive Solar,USA0058964,
USA,Tecumseh,USA0002308,34259
USA,Tecumseh Energy Center,USA0001252,36728
USA,Tehachapi Energy Storage Project,USA0059661,
USA,Tehachapi Wind Resource I,USA0010191,
USA,Tehachapi Wind Resource II,USA0054909,
USA,Teichert Materials-Teichert Vernalis,USA0057594,
USA,Telogia Power,USA0050774,
USA,Temescal,USA0000479,26180
USA,Temescal Canyon RV  LLC,USA0057656,63851
USA,Temple SEGF,USA0058897,
USA,Temple Solar Arrays,USA0060848,66412
USA,Templeton,USA0059731,
USA,Tenaska Central Alabama Generating Stn,USA0055440,50241
USA,Tenaska Frontier Generation Station,USA0055062,40061
USA,Tenaska Gateway Generating Station,USA0055132,45994
USA,Tenaska Georgia Generation Facility,USA0055061,46008
USA,Tenaska Lindsay Hill Generating Station,USA0055271,46230
USA,Tenaska Virginia Generating Station,USA0055439,47613
USA,Tenkiller Ferry,USA0003004,35592
USA,Tennessee Creek,USA0002749,27080
USA,Tennessee Eastman Operations,USA0050481,
USA,Tenth Street,USA0000583,28463
USA,Tequesquite Landfill Solar PV Project,USA0060035,69576
USA,Terminus Hydroelectric Project,USA0054343,
USA,Terra Francesco,USA0059541,
USA,Terra-Gen 251 Wind LLC,USA0052161,
USA,Terra-Gen Dixie Valley,USA0052015,29300
USA,Terra-Gen VG Wind LLC,USA0056570,
USA,Terror Lake,USA0000071,24237
USA,Terrora,USA0000724,21002
USA,Terry Bundy Generating Station,USA0007887,46222
USA,Tesla,USA0007233,17065
USA,Tesoro Hawaii,USA0010093,
USA,Tesoro Kenai Cogeneration Plant,USA0052184,
USA,Tesoro Mandan Cogeneration Plant,USA0052133,
USA,Tesoro SLC Cogeneration Plant,USA0056509,
USA,Tesoro Wilmington Calciner,USA0010601,13451
USA,Tessman Road,USA0056113,46293
USA,Texas City Plant Union Carbide,USA0050153,35233
USA,Texas City Power Plant,USA0052088,
USA,Texas Petrochemicals,USA0050229,
USA,Texico Wind Ranch LP,USA0057258,45993
USA,The Andersons Albion Ethanol LLC,USA0058330,
USA,The City of Vineland at North Vineland,USA0057746,63132
USA,The City of Vineland at West Vineland,USA0057745,63140
USA,The Clorox Company,USA0060461,
USA,The Dalles,USA0003895,35547
USA,The Lawrenceville School Solar Facility,USA0058356,62422
USA,The Methodist Hospital  Gas Turbine,USA0059381,
USA,The Mosaic Company  Plant City Facility,USA0050371,16017
USA,Theodore Cogen Facility,USA0007721,38581
USA,Theresa Plant,USA0010539,27863
USA,Thermal Energy Development Part LP,USA0010502,
USA,Thermal Kem,USA0056129,
USA,Thermalito,USA0000438,15335
USA,Thermalito Diverson Dam,USA0007129,15336
USA,Thermo Greeley,USA0050709,64569
USA,Thermo No 1,USA0057353,
USA,Thetford,USA0001719,17540
USA,Thief River Falls,USA0002014,34590
USA,Thiele Kaolin Reedy Creek,USA0054849,48711
USA,Thiele Kaolin Sandersville,USA0054841,48712
USA,Thomas A Smith Energy Facility,USA0055382,47599
USA,Thomas C Ferguson,USA0004937,25180
USA,Thomas Fitzhugh,USA0000201,13513
USA,Thomas Hill,USA0002168,13654
USA,Thomas M Knott Cogen Facility,USA0058190,
USA,Thompson Falls,USA0002195,26747
USA,Thomson,USA0001901,26517
USA,Thomson Reuters Campus Bldg A-D,USA0055133,
USA,Thomson Reuters Data Center Bldg ES101,USA0057207,
USA,Thomson Reuters Data Center Bldg H,USA0057208,
USA,Thornapple,USA0003988,28298
USA,Thorne Bay Plant,USA0007414,34627
USA,Thornridge High School,USA0055005,53066
USA,Thornton PV1,USA0059152,69577
USA,Thornwood High School,USA0055004,53067
USA,Thorpe,USA0002750,27081
USA,Thousand Springs,USA0000820,22771
USA,Thousand Springs Wind Park,USA0056442,54325
USA,Three Forks Water Power Project,USA0054308,26898
USA,Three Mile Island,USA0008011,21223
USA,Three Peaks Power,USA0060432,
USA,Threemile Canyon,USA0056933,62634
USA,Threemile Digester,USA0058382,
USA,Thunder Spirit Wind  LLC,USA0058965,63675
USA,Thunderegg Solar Center  LLC,USA0060334,
USA,Thundermist Hydro,USA0054688,56461
USA,Thurlow Dam,USA0000019,12596
USA,Tiber Dam Hydroelectric Plant,USA0056499,49017
USA,Tiburon Holdings,USA0059217,
USA,Ticona Polymers Inc,USA0010243,
USA,Ticonderoga Mill,USA0054099,
USA,Tieton Dam Hydro Electric Project,USA0057496,50058
USA,Tiger Bay,USA0007699,18366
USA,Tiger Creek,USA0000287,29436
USA,Tihonet Solar,USA0058749,
USA,Tillery,USA0002714,15627
USA,Tilton,USA0007760,45408
USA,Timber Creek HS,USA0060771,
USA,Timberline Trail Gas Recovery,USA0056525,55801
USA,Tims Ford,USA0003417,34372
USA,Tinton Falls Solar Farm,USA0058483,66074
USA,Tioga Solar Morris County 1 LLC,USA0058917,
USA,Tipton,USA0008106,
USA,Tisbury Landfill Solar,USA0059573,67793
USA,Titus,USA0003115,
USA,Titusville Solar,USA0057815,50990
USA,Tiverton Power Plant,USA0055048,39859
USA,Toadtown,USA0000714,29438
USA,Toca Plant,USA0054705,49171
USA,Tofteland Windfarm LLC,USA0056202,
USA,Togiak,USA0006348,12707
USA,Tok,USA0000406,12650
USA,Toketee Falls,USA0003040,29548
USA,Toksook Bay,USA0057067,12708
USA,Toledo Bend,USA0006595,21594
USA,Toledo Ref Power Recovery Train,USA0050965,
USA,Tolk,USA0006194,33312
USA,Tolna,USA0003116,26162
USA,Tolson Solar,USA0061131,
USA,Tom G Smith,USA0000673,24488
USA,Tomahawk,USA0004075,37260
USA,Tompkins Cortland Community College,USA0060431,
USA,Tooele Army Depot,USA0059817,66214
USA,Top of Iowa Windfarm,USA0055804,48025
USA,Top of Iowa Windfarm III,USA0056386,
USA,Top of the World Windpower Project,USA0057327,60517
USA,Topaz Solar Farm,USA0057695,58617
USA,Toro Negro 1,WRI1026823,30950
USA,Toro Negro 2,WRI1026824,30949
USA,Torrance Refining Company  LLC,USA0050624,
USA,Torrington Terminal,USA0000565,17294
USA,Total Energy Facilities,USA0010091,25075
USA,Towaoc,USA0007373,35673
USA,Tower,USA0001873,
USA,Town of Cary,USA0059377,
USA,Town of Chestertown- Chestertown WWTP,USA0060096,
USA,Town of East Bridgewater,USA0058586,
USA,Town of Falmouth WWTP,USA0057654,61103
USA,Town of Needham VNEM,USA0060110,
USA,Town of Norfolk MA at Medway Branch,USA0057942,
USA,Town of Uxbridge MA at Commerce Dr,USA0057941,
USA,Town of Williamson Landfill PV,USA0059613,68880
USA,Townsend Hydro,USA0010285,14232
USA,Toyon Power Station,USA0054327,
USA,Toys R Us- DE  Inc. at Mt. Olive  NJ,USA0057647,
USA,Tracy,USA0002336,32673|64318
USA,Tracy Combined Cycle Power Plant,USA0055933,
USA,Tracy Solar,USA0059498,
USA,Traer East,USA0056025,34820
USA,Traer Main,USA0001192,34820
USA,Traer South,USA0007920,34820
USA,Traer Wind Project,USA0058932,
USA,Trail Ridge Landfill Gas Recovery,USA0057123,62973
USA,Trans-Jordan Generating Station,USA0056853,
USA,TransAlta Wyoming Wind,USA0056093,51413
USA,Transalta Centralia Generation,USA0003845,29490
USA,Transamerica Pyramid,USA0058619,55868
USA,Treasure Coast Energy Center,USA0056400,54685
USA,Trego,USA0004012,28294
USA,Trent Wind Farm LP,USA0055968,
USA,Trenton Channel,USA0001745,18409
USA,Trenton Falls,USA0002619,27871
USA,Trenton North,USA0000698,34927
USA,Trenton Solar Farm,USA0057352,61097
USA,Trenton Solar Farm (MO),USA0060704,
USA,Trenton South,USA0007935,53469
USA,Trexlertown Solar Array North and South,USA0057519,
USA,Tri Center Naniwa Energy,USA0055494,47492
USA,Tri-County Solar Facility,USA0060544,69395
USA,Tri-County Water Hydropower Project,USA0058901,
USA,Trigen St. Louis,USA0056309,
USA,Trimble County,USA0006071,25151
USA,Trimont Area Wind Farm,USA0056296,51566
USA,Trinidad (CO),USA0000511,34985
USA,Trinidad (TX),USA0003507,34492
USA,Trinity,USA0000451,35672
USA,Trinity Hills,USA0057520,63010
USA,Tripple State Farm,USA0061086,
USA,Triton East and West Cogen,USA0058375,
USA,Tronox,USA0057915,
USA,Tropicana Products Bradent,USA0050971,35002
USA,Tropico Solar PV Plant,USA0059599,
USA,Troy Energy LLC,USA0055348,45931
USA,True North,USA0059390,66356
USA,Truman,USA0002015,35023
USA,Tsar Nicholas LLC,USA0055561,
USA,Tuana Gulch Wind Park,USA0056443,54328
USA,Tuana Springs,USA0057136,60479
USA,Tucannon River Wind Farm,USA0058571,
USA,Tuckasegee,USA0002751,27082
USA,Tuckertown Hydro,USA0054897,37458
USA,Tugalo,USA0000725,21003
USA,Tulare 1 and 2,USA0058642,
USA,Tulare Success Power Project,USA0010222,25183
USA,Tule River,USA0000289,
USA,Tulloch,USA0000416,48685
USA,Tullytown,USA0058250,
USA,Tulsa,USA0002965,30917
USA,Tulsa LFG  LLC,USA0057828,
USA,Tunnel,USA0000557,17291
USA,Tunnel 1 Power Project,USA0050362,
USA,Tuolumne Wind Project,USA0056702,55492
USA,Turkey Branch Solar LLC,USA0058670,
USA,Turkey Point,USA0000621,20282|20284
USA,Turkey Track Wind  Energy LLC,USA0056774,58736
USA,Turlock Lake,USA0000161,35105
USA,Turnbull Hydro,USA0057690,
USA,Turner Energy Storage Project,USA0060675,53629
USA,Turner Shoals,USA0002735,18745
USA,Turners Falls,USA0006388,36701
USA,Turnkey Landfill Gas Recovery,USA0054663,14545
USA,Tuscarora Geothermal Power Plant,USA0057451,63748
USA,Tuscola Bay Wind,USA0058351,66865
USA,Tuscola Station,USA0055245,
USA,Tuscola Wind II LLC,USA0058587,70803
USA,Tuxedo,USA0002736,
USA,Twin Branch,USA0000989,101829
USA,Twin Branch PV,USA0059861,101830
USA,Twin Bridges LFGTE,USA0054925,14546
USA,Twin Buttes Wind Project,USA0056460,55766
USA,Twin Cities Hydro LLC,USA0057069,41519
USA,Twin Falls (ID),USA0000821,22770
USA,Twin Falls (WI),USA0059836,
USA,Twin Falls Hydro,USA0050827,17445
USA,Twin Lake Hills LLC,USA0055568,
USA,Twin Reservoirs,USA0050382,
USA,Twin Ridges Wind Farm,USA0057998,64997
USA,Twin Rivers Paper Co LLC,USA0058146,
USA,Twiss Street Solar,USA0059624,68745
USA,Two Dot Wind Farm,USA0059003,64458
USA,Two Lines Farm,USA0058348,
USA,Two Mile Solar,USA0059427,67823
USA,Two Pine Landfill Gas Recovery,USA0056523,59465
USA,Two Ponds Windfarm,USA0057444,69095
USA,Ty Cooke,USA0003602,
USA,Tyee Lake Hydroelectric Facility,USA0061166,30046
USA,Tyler Bluff Wind Project  LLC,USA0060502,69714
USA,U S Alliance Coosa Pines,USA0054216,24083
USA,UA Central Utility Plant,USA0060536,
USA,UASTP I,USA0057392,
USA,UASTP II,USA0057717,
USA,UC Davis South Campus,USA0059872,
USA,UCI Facilities Management Central Plant,USA0057122,
USA,UCI Fuel Cell,USA0060120,
USA,UCLA So Campus Cogen Project,USA0052073,29728
USA,UCONN Cogen Facility,USA0058159,
USA,UCSD Fuel Cell Plant,USA0057735,
USA,UDR Glastonbury Fuel Cell,USA0060109,
USA,UI RCP Bridgeport Seaside,USA0060054,
USA,UI RCP New Haven Fuel Cell,USA0060040,
USA,UI RCP Woodbridge FC,USA0060593,
USA,UMCP CHP Plant,USA0056038,
USA,UMES (MD) - Princess Anne,USA0059749,
USA,UMM Wind Turbine,USA0057732,
USA,UMMS at Pocomoke,USA0058329,
USA,UNC-CH LFG Facility,USA0058268,
USA,UNH 7.9 MW Plant,USA0058180,
USA,US Borax,USA0050115,
USA,US Foods Solar,USA0060808,
USA,US GSA Heating and Transmission,USA0057788,
USA,US Gypsum Oakfield,USA0050203,35716
USA,US Magnesium,USA0058191,
USA,US-TOPCO (Soccer Center),USA0060086,
USA,UTS SJ1 LLC,USA0057420,
USA,UW Madison Charter Street Plant,USA0054408,57477
USA,Ubly,USA0001875,34643
USA,Uilk Wind LLC,USA0057351,61306
USA,Uintah,USA0003704,26815
USA,Unalakleet,USA0006299,25763
USA,Unalaska Power Module,USA0007503,35197
USA,Union Carbide Seadrift Cogen,USA0050150,
USA,Union City Wind Turbine,USA0057637,
USA,Union County Resource Recovery,USA0050960,
USA,Union Falls,USA0050176,27870
USA,Union HS at Casa Grande,USA0058516,
USA,Union Power Station,USA0055380,46685
USA,Union Renewable Energy Facility,USA0060241,
USA,Union Valley,USA0006612,31881
USA,Unionville,USA0006563,13655
USA,Unionville City of,USA0002164,35295
USA,Unionville Hydro Project 2499 NY,USA0050269,12386
USA,Unisea G 2,USA0054422,55224
USA,Unit 4,USA0007015,
USA,United Hospital,USA0007378,28296
USA,United Stationers Supply Solar Electric,USA0058040,
USA,Univ of Calif Santa Cruz Cogeneration,USA0050064,
USA,Univ of California San Diego Solar,USA0057856,
USA,Univ of Massachusetts Medical Center,USA0050087,
USA,Univ of NC Chapel Hill Cogen Facility,USA0054276,35420
USA,Univ of Oregon Central Power Station,USA0054950,49794
USA,Univ of San Francisco Cogen,USA0050089,
USA,University Park North,USA0055640,50022
USA,University Park South,USA0055250,46892
USA,University of Alaska Fairbanks,USA0050711,
USA,University of Arizona - Biosphere 2,USA0054594,14563
USA,University of California San Diego,USA0057584,35424
USA,University of Colorado,USA0054372,35405
USA,University of Delaware Wind Turbine,USA0057176,
USA,University of Florida,USA0007345,20312
USA,University of Illinois Abbott Power Plt,USA0054780,
USA,University of Illinois Cogen Facility,USA0054044,
USA,University of Iowa Main Power Plant,USA0054775,35453
USA,University of Michigan,USA0050431,
USA,University of Northern Iowa,USA0050088,49792
USA,University of Notre Dame,USA0050366,
USA,University of Oklahoma,USA0050307,
USA,University of Rochester,USA0058157,
USA,University of Tennessee Steam Plant,USA0055036,
USA,University of Texas at Dallas,USA0054607,35428
USA,University of Washington Power Plant,USA0054809,
