,country_code,company,name,postcode,city,street,state,block,commissioned_original,commissioned,retrofit,shutdown,status,fuel,technology,type,eeg,chp,capacity,capacity_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_estimate,efficiency_source,network_node,voltage,network_operator,name_uba,lat,lon,comment
BNA0698,DE,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,C,1973,1973.0,,,operating,lignite,ST,,no,no,292.0,312.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.33,0.3351999999999995,https://de.wikipedia.org/wiki/Kraftwerk_Neurath,Opladen,380,Amprion GmbH,Grevenbroich - Neurath  C,51.039475,6.615041000000001,
BNA0699,DE,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,D,1975,1975.0,,,operating,lignite,ST,,no,yes,607.0,644.0,4.5,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.366,0.33999999999999897,http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf,Opladen,380,Amprion GmbH,Grevenbroich - Neurath  D,51.039475,6.615041000000001,
BNA0700,DE,RWE Power AG,Neurath,41517,Grevenbroich-Neurath,,Nordrhein-Westfalen,E,1976,1976.0,,,operating,lignite,ST,,no,yes,604.0,644.0,4.5,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.366,0.3423999999999996,http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf,Rommerskirchen,380,Amprion GmbH,Grevenbroich - Neurath  E,51.039475,6.615041000000001,
BNA0701,DE,Hummel Energiesysteme Neuss I,,41460,Neuss ,,Nordrhein-Westfalen,,2008,2008.0,,,operating,biomass,ST,,yes,,12.1,,,,,0.38,,,MS,Westnetz GmbH,,51.204956,6.7085479999999995,
BNA0702,DE,Bayernoil Raffineriegesellschaft mbH,Cogeneration,93328,Neustadt,Postfach 1252,Bayern,,1996,1996.0,,,special_case,gas,ST,,no,yes,25.4,,,,,0.38060000000000027,,Umspannwerk Neustadt,110,Bayernwerk AG,,48.787890000000004,11.75617,
BNA0705,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,D,1968,1968.0,,,operating,lignite,ST,,no,no,297.0,320.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.358,0.32319999999999904,http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf,Brauweiler,220,Amprion GmbH,Niederaußem D,50.995692,6.669039,
BNA0706,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,F,1971,1971.0,,,operating,lignite,ST,,no,no,299.0,320.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.358,0.33039999999999914,http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf,Opladen,220,Amprion GmbH,Niederaußem F,50.995692,6.669039,
BNA0707,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,H,1974,1974.0,2009.0,,operating,lignite,ST,,no,no,648.0,687.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.42159999999999886,,Rommerskirchen,380,Amprion GmbH,Niederaußem H,50.995692,6.669039,
BNA0708,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,G,1974,1974.0,2008.0,,operating,lignite,ST,,no,yes,653.0,687.0,245.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.41919999999999913,,Rommerskirchen,380,Amprion GmbH,Niederaußem G,50.995692,6.669039,
BNA0709,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,K,2002,2002.0,,,operating,lignite,ST,,no,no,944.0,1012.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.43,0.40479999999999894,http://www.rwe.com/web/cms/de/60132/rwe-power-ag/energietraeger/braunkohle/standorte/kw-niederaussem/,Rommerskirchen,380,Amprion GmbH,Niederaußem K (BoA 1) ,50.995692,6.669039,
BNA0710,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,B,1963,1963.0,,,shutdown_temporary,lignite,ST,,no,no,125.0,,,,,0.3111999999999995,,Brauweiler,220,Amprion GmbH,,50.995692,6.669039,
BNA0711,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,A,1963,1963.0,,,shutdown_temporary,lignite,ST,,no,no,125.0,,,,,0.3111999999999995,,Brauweiler,220,Amprion GmbH,,50.995692,6.669039,
BNA0712,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,C,1965,1965.0,,,operating,lignite,ST,,no,no,294.0,335.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.31599999999999895,,Brauweiler,220,Amprion GmbH,Niederaußem C,50.995692,6.669039,
BNA0713,DE,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,E,1970,1970.0,,,operating,lignite,ST,,no,no,295.0,315.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.358,0.3279999999999994,http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf,Opladen,220,Amprion GmbH,Niederaußem E,50.995692,6.669039,
BNA0714,DE,RWE Power AG,Fortuna Nord,50129,Bergheim,,Nordrhein-Westfalen,Fortuna Nord,1984,1984.0,,,operating,lignite,ST,,no,yes,15.0,,,,,0.36159999999999926,,Auenheim,110,Westnetz GmbH,,50.945598,6.663575999999999,
BNA0715,DE,RWE Innogy GmbH,Lehmen,56332,Lehmen,,Rheinland-Pfalz,,1962,1962.0,,,operating,run_of_river,ROR,,no,no,20.0,,,,,,,,20,Westnetz GmbH,,50.274724,7.458957000000001,
BNA0721,DE,Vattenfall Europe Generation AG,Niederwartha,01462,Niederwartha,Am Fährhaus 4,Sachsen,PSS C,1957,1957.0,,,operating,pumped_storage,PSP,,no,no,39.8,,,,0.62,,http://www.lars-rohwer.de/inhalte/2/aktuelles/67892/das-pumpspeicherwerk-niederwartha-zeitgemaess-und-gewollt-/index.html,Niederwartha,110,ENSO Netz GmbH,,51.09153428,13.60982895,
BNA0722,DE,Vattenfall Europe Generation AG,Niederwartha,01462,Niederwartha,Am Fährhaus 4,Sachsen,PSS D,1957,1957.0,,,operating,pumped_storage,PSP,,no,no,,,,,0.62,,http://www.lars-rohwer.de/inhalte/2/aktuelles/67892/das-pumpspeicherwerk-niederwartha-zeitgemaess-und-gewollt-/index.html,Niederwartha,110,ENSO Netz GmbH,,51.09153428,13.60982895,
BNA0734,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT E,1989,1989.0,,,operating,gas,GT,,no,no,37.5,38.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.35139999999999905,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow E bis H,52.23015,13.30195,
BNA0735,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT F,1989,1989.0,,,operating,gas,GT,,no,no,37.5,38.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.35139999999999905,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow E bis H,52.23015,13.30195,
BNA0736,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT G,1989,1989.0,,,operating,gas,GT,,no,no,37.5,38.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.35139999999999905,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow E bis H,52.23015,13.30195,
BNA0737,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT H,1989,1989.0,,,operating,gas,GT,,no,no,37.5,38.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.35139999999999905,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow E bis H,52.23015,13.30195,
BNA0738,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT A,1987,1987.0,,,operating,gas,GT,,no,no,36.5,37.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3461999999999996,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow A bis D,52.23015,13.30195,
BNA0739,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT B,1987,1987.0,,,operating,gas,GT,,no,no,36.5,37.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3461999999999996,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow A bis D,52.23015,13.30195,
BNA0740,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT C,1987,1987.0,,,operating,gas,GT,,no,no,36.5,37.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3461999999999996,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow A bis D,52.23015,13.30195,
BNA0741,DE,Vattenfall Europe Generation AG,Thyrow,15806,Nunsdorf,,Brandenburg,GT D,1987,1987.0,,,operating,gas,GT,,no,no,36.5,37.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3461999999999996,,Thyrow,110,50 Hertz Transmission GmbH,Thyrow A bis D,52.23015,13.30195,
BNA0742,DE,N-ERGIE AG,HKW Sandreuth,90441,Nürnberg,Sandreuthstr. 51,Bayern,GuD 1,2005,2005.0,,,operating,gas,CC,CHP,no,yes,75.0,100.44642857142857,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.5624999999999982,,U36 Sandreuth,110,N-ERGIE Netz GmbH,Nürnberg - Sandreuth,49.438611,11.060556,
BNA0743,DE,N-ERGIE AG,HKW Sandreuth,90441,Nürnberg,Sandreuthstr. 51,Bayern,GuD 2,2005,2005.0,,,operating,gas,CC,CHP,no,yes,75.0,100.44642857142857,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.5624999999999982,,U36 Sandreuth,110,N-ERGIE Netz GmbH,Nürnberg - Sandreuth,49.438611,11.060556,
BNA0744,DE,E.ON Kraftwerke GmbH,Franken 1,90449,Nürnberg,,Bayern,1,1973,1973.0,,,operating,gas,CC,,no,no,383.0,395.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4184999999999981,,Gebersdorf,110,Bayernwerk AG,Franken I-1 (Nürnberg),49.420836,11.007736999999999,
BNA0745,DE,E.ON Kraftwerke GmbH,Franken 1,90449,Nürnberg,,Bayern,2,1976,1976.0,,,operating,gas,CC,,no,no,440.0,448.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4319999999999986,,Gebersdorf,110,Bayernwerk AG,Franken I-2 (Nürnberg),49.420836,11.007736999999999,
BNA0746,DE,N-ERGIE AG,HKW Sandreuth,90441,Nürnberg,Sandreuthstr. 51,Bayern,,1996,1996.0,,,operating,waste,CC,CHP,no,yes,18.0,24.107142857142858,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,U36 Sandreuth,110,N-ERGIE Netz GmbH,Nürnberg - Sandreuth,49.438611,11.060556,
BNA0747,DE,Innwerk AG,Nußdorf,83131,Nußdorf,Am Inn 19,Bayern,Nußdorf,1982,1982.0,,,operating,run_of_river,ROR,,no,no,36.6,,,,,,,Schaltanlage vor Ort,110,Bayernwerk AG,,47.74473,12.13573,
BNA0748,DE,Innwerk AG,Oberaudorf-Ebbs,83080,Oberaudorf,Untere Innauen 1,Bayern,Oberaudorf-Ebbs,1992,1992.0,,,operating,run_of_river,ROR,,no,no,30.0,,,,,,,Schaltanlage vor Ort,110,APG/Bayernwerk AG,,47.641329999999996,12.19903,
BNA0750,DE,GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH,GMVA Niederrhein,46049,Oberhausen,Liricher Straße 121,Nordrhein-Westfalen,Ausspeisung 10/110kV (Turbine 2),1990,1990.0,,,operating,waste,ST,,no,yes,40.4,,,,,0.33,,BBB05 Anschlusszelle,110,Oberhausener Netzgesellschaft mbH,,51.485479999999995,6.8344,
BNA0751,DE,GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH,GMVA Niederrhein,46049,Oberhausen,Liricher Straße 121,Nordrhein-Westfalen,Ausspeisung 10/25kV (Turbine 1),2006,2006.0,,,operating,waste,ST,,no,yes,21.1,,,,,0.33,,AJT01 Trafo,25,Oberhausener Netzgesellschaft mbH ,,51.485479999999995,6.8344,
BNA0752,DE,Energieversorgung Oberhausen AG,HKW 1,46045,Oberhausen,,Nordrhein-Westfalen,HKW 1,1972,1972.0,,,operating,gas,ST,,no,yes,23.1,,,,,0.35420000000000007,,,10,Oberhausener Netzgesellschaft mbH,,51.470671,6.861598,
BNA0753,DE,Energieversorgung Oberhausen AG,HKW 2,46147,Oberhausen,,Nordrhein-Westfalen,HKW 2,1995,1995.0,,,operating,gas,ST,,no,yes,24.5,,,,,0.37950000000000017,,,110,Oberhausener Netzgesellschaft mbH,,51.470671,6.861598,
BNA0755a,DE,Kraftwerk Obernburg GmbH,Obernburg,63784,Obernburg,,Bayern,2,1920,1920.0,,,operating,gas,CC,IPP,no,yes,36.0,39.6,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.17999999999999794,,UW AKZO,20,Bayernwerk AG,Obernburg,49.82935,9.14824,
BNA0755b,DE,Kraftwerk Obernburg GmbH,Obernburg,63784,Obernburg,,Bayern,1,1995,1995.0,,,operating,gas,CC,IPP,no,yes,64.0,70.4,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.5174999999999983,,UW AKZO,20,Bayernwerk AG,Obernburg,49.82935,9.14824,
BNA0756,DE,EnBW Klenk Holzenergie GmbH,,74420,Oberrot,,Baden-Württemberg,,2000,2000.0,,,operating,biomass,ST,,yes,,18.8,,,,,0.38,,,MS,Netze BW GmbH,,49.011491,9.67177,
BNA0758,DE,Energieversorgung Offenbach AG,Heizkraftwerk Offenbach,63067,Offenbach,,Hessen,,1990,1990.0,,,operating,coal,ST,,no,yes,54.0,,,,,0.40000000000000036,,Andréstraße,110,Netrion GmbH,,50.065155,8.768964,
BNA0759,DE,E.ON Kraftwerke GmbH,Itzehoe,25588,Oldendorf,,Schleswig-Holstein,,1972,1972.0,,,operating,oil,ST,,no,no,88.0,,,,,0.35420000000000007,,Itzehoe-West,110,Schleswig-Holstein Netz AG,,53.966421999999994,9.449486,
BNA0766,DE,E.ON Kraftwerke GmbH,Audorf,24783,Osterrönfeld,,Schleswig-Holstein,,1973,1973.0,,,operating,oil,ST,,no,no,87.0,,,,,0.35530000000000017,,Audorf,110,Schleswig-Holstein Netz AG,,54.290672,9.722775,
BNA0775,DE,EEV BioEnergie GmbH & Co. KG,Biomasse-HKW,26871,Papenburg,Am Nordhafen 5,Niedersachsen,,2003,2003.0,,,operating,biomass,ST,,yes,no,20.0,,,,,0.38,,Völlner Dorfstraße,20,EWE NETZ GmbH,,53.097159999999995,7.3954,
BNA0777,AT,EnBW Energie Baden-Württemberg AG,Kopswerk I ,A-6794,Partenen,,Österreich,Masch. 1 bis 3,1968,1968.0,,,operating,pumped_storage,PSP,,no,no,247.0,,,,,,,Bürs,220,Transnet BW GmbH,,46.96845,10.05986,
BNA0778,AT,EnBW Energie Baden-Württemberg AG,Kopswerk II ,A-6794,Partenen,,Österreich,Masch. 1 bis 3,2008,2008.0,,,operating,pumped_storage,PSP,,no,no,525.0,,,,,,,Bürs,220,Transnet BW GmbH,,46.96845,10.05986,
BNA0779,AT,EnBW Energie Baden-Württemberg AG,Obervermuntwerk,A-6794,Partenen,,Österreich,Masch. 1 u. 2,1968,1968.0,,,operating,reservoir,RES,,no,no,29.0,,,,,,,Bürs,220,Transnet BW GmbH,,46.96845,10.05986,
BNA0780,AT,EnBW Energie Baden-Württemberg AG,Vermuntwerk,A-6794,Partenen,,Österreich,Masch. 1 bis 5,1930,1930.0,,,operating,reservoir,RES,,no,no,158.0,,,,,,,Bürs,220,Transnet BW GmbH,,46.96845,10.05986,
BNA0782,DE,Rhein-Main-Donau AG,Kachlet,A-94034,Passau,Schleusenweg 10,Bayern,Kachlet,1927,1927.0,,,operating,run_of_river,ROR,,no,no,53.7,,,,,,,Schaltanlage vor Ort,110,Bayernwerk AG,,48.579711200000006,13.408273800000002,
BNA0784,DE,Innwerk AG,Passau-Ingling,94036,Passau,Innstraße 121,Bayern,Passau-Ingling,1965,1965.0,,,operating,run_of_river,ROR,,no,no,43.2,,,,,,,Schaltanlage vor Ort,110,APG/Bayernwerk AG,,48.5533054,13.433659099999998,
BNA0785,DE,Vattenfall Europe Generation AG,KW Jänschwalde,03185,Peitz,Kraftwerksstraße,Brandenburg,A,1981,1981.0,1996.0,,operating,lignite,ST,,no,yes,465.0,535.0,76.3,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.375,0.39039999999999964,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4,Preilack,380,50 Hertz Transmission GmbH,Jänschwalde A,51.83444099,14.45903778,
BNA0786,DE,Vattenfall Europe Generation AG,KW Jänschwalde,03185,Peitz,Kraftwerksstraße,Brandenburg,B,1982,1982.0,1996.0,,operating,lignite,ST,,no,yes,465.0,535.0,76.3,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.375,0.39039999999999964,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4,Preilack,380,50 Hertz Transmission GmbH,Jänschwalde B,51.83444099,14.45903778,
BNA0787,DE,Vattenfall Europe Generation AG,KW Jänschwalde,03185,Peitz,Kraftwerksstraße,Brandenburg,C,1984,1984.0,1996.0,,operating,lignite,ST,,no,yes,465.0,535.0,76.3,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.375,0.39039999999999964,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4,Preilack,380,50 Hertz Transmission GmbH,Jänschwalde C,51.83444099,14.45903778,
BNA0788,DE,Vattenfall Europe Generation AG,KW Jänschwalde,03185,Peitz,Kraftwerksstraße,Brandenburg,D,1985,1985.0,1996.0,,operating,lignite,ST,,no,yes,465.0,535.0,76.3,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.375,0.39039999999999964,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4,Preilack,380,50 Hertz Transmission GmbH,Jänschwalde D,51.83444099,14.45903778,
BNA0789,DE,Vattenfall Europe Generation AG,KW Jänschwalde,03185,Peitz,Kraftwerksstraße,Brandenburg,E,1987,1987.0,1996.0,,operating,lignite,ST,,no,yes,465.0,535.0,76.3,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.375,0.39039999999999964,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4,Preilack,380,50 Hertz Transmission GmbH,Jänschwalde E,51.83444099,14.45903778,
BNA0790,DE,Vattenfall Europe Generation AG,KW Jänschwalde,03185,Peitz,Kraftwerksstraße,Brandenburg,F,1989,1989.0,1996.0,,operating,lignite,ST,,no,yes,465.0,535.0,76.3,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.375,0.39039999999999964,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4,Preilack,380,50 Hertz Transmission GmbH,Jänschwalde F,51.83444099,14.45903778,
BNA0792,DE,VERBUND-Innkraftwerke GmbH,Perach,84567,Perach,Niederperach,Bayern,,1977,1977.0,,,operating,run_of_river,ROR,,no,no,19.4,,,,,,,UW Perach,110,Bayernwerk AG,,480261021.0,12.789632000000001,
BNA0793,DE,E.ON Kraftwerke GmbH,Heyden,32469,Petershagen,,Nordrhein-Westfalen,4,1987,1987.0,,,operating,coal,ST,,no,no,875.0,923.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.42,0.39250000000000007,http://www.eon.com/content/eon-com/de/about-us/structure/asset-finder/heyden.html,Ovenstädt,380,TenneT TSO GmbH ,Heyden,52.38279238,8.996004114,
BNA0795,DE,Rhein-Main-Donau AG,Geisling,93102,Pfatter,,Bayern,Geisling,1985,1985.0,,,operating,run_of_river,ROR,,no,no,25.0,,,,,,,Schaltanlage vor Ort,20,Bayernwerk AG,,48.974806,12.344002,
BNA0797,DE,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Biomasse,2004,2004.0,,,operating,biomass,ST,,yes,yes,12.3,,,,,0.38,,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,,48.89705,8.725,
BNA0799,DE,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Gaskesselanlage,1969,1969.0,,,operating,gas,ST,,no,yes,11.3,,,,,0.3509000000000002,,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,,48.88316,8.6653,
BNA0800,DE,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Kombiblock/GuD,1980,1980.0,,,operating,gas,CC,,no,yes,41.2,,,,,0.4499999999999993,,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,,48.88316,8.6653,
BNA0801,DE,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Wirbelschichtblock,1990,1990.0,,,operating,coal,ST,,no,yes,26.9,,,,,0.40000000000000036,,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,,48.88316,8.6653,
BNA0802,DE,EnBW Energie Baden-Württemberg AG,Kernkraftwerk Philippsburg 2,76661,Philippsburg,Rheinschanzinsel,Baden-Württemberg,KKP 2,1985,1985.0,,,operating,uranium,ST,,no,no,1402.0,1468.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.33,,Philippsburg,380,Transnet BW GmbH,Philippsburg 2 (KKP),49.252722,8.435436,
BNA0804a,DE,K+S AG,Hattorf,36269,Philippsthal,,Hessen,Hattorf,1962,1962.0,,,operating,gas,ST,,no,no,35.0,,,,,0.3432000000000004,,UW Phillippsthal,110,Avacon AG,,50.81257,9.97797,
BNA0804b,DE,K+S AG,Hattorf,36269,Philippsthal,,Hessen,Hattorf,2013,2013.0,,,operating,gas,ST,,no,yes,17.3,,,,,0.3993000000000002,,UW Phillippsthal,110,Avacon AG,,50.83971,9.98144,
BNA0805,DE,Daimler AG / UPM GmbH,Kraftwerk Plattling,94447,Plattling,,Bayern,,2010,2010.0,,,operating,gas,CC,IPP,no,yes,97.9,125.0,150.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5849999999999991,,DE00722594447HRA00000000PLAE00014; DE00722594447HRV00000000PLAE00014; DE00722594447HRA00000000PLAE00015; DE00722594447HRV00000000PLAE00015,110,Bayernwerk AG,Plattling,48.787420000000004,12.88246,
BNA0810,DE,Gemeinschaftskraftwerk Veltheim GmbH,Kraftwerk Veltheim,32457,Porta Westfalica,,Nordrhein-Westfalen,4 GT,1974,1974.0,,2015.0,shutdown,gas,GT,,no,no,65.0,,,,,0.31239999999999934,,UW - Veltheim,110,Netz Veltheim GmbH,,52.19004,8.93318,
BNA0811,DE,Gemeinschaftskraftwerk Veltheim GmbH,Kraftwerk Veltheim,32457,Porta Westfalica,,Nordrhein-Westfalen,4 DT,1975,1975.0,,2015.0,shutdown,gas,ST,,no,no,335.0,,,,,0.3575000000000004,,UW - Veltheim,220,Netz Veltheim GmbH,,52.18696,8.93018,
BNA0812,DE,Gemeinschaftskraftwerk Veltheim GmbH,Kraftwerk Veltheim,32457,Porta Westfalica,,Nordrhein-Westfalen,2,1965,1965.0,,2012.0,shutdown,coal,ST,,no,no,93.0,,,,,0.33750000000000036,,UW - Veltheim,110,Netz Veltheim GmbH,,52.19004,8.93318,
BNA0813,DE,Gemeinschaftskraftwerk Veltheim GmbH,Kraftwerk Veltheim,32457,Porta Westfalica,,Nordrhein-Westfalen,3,1970,1970.0,,2015.0,shutdown,coal,ST,,no,no,303.0,,,,,0.34999999999999964,,UW - Veltheim,220,Netz Veltheim GmbH,,52.19004,8.93318,
BNA0814,DE,Energie und Wasser Potsdam GmbH,HKW Potsdam-Süd,14478,Potsdam,,Brandenburg,Gesamtanlage,1996,1996.0,,,operating,gas,ST,,no,yes,81.8,,,,,0.38060000000000027,,UW Potsdam-Süd,110,Netzgesellschaft Potsdam GmbH,,52.36605,13.11251,
BNA0816,AT,TIWAG-Tiroler Wasserkraft AG,KW Kaunertal,A-6522,Prutz,,Österreich,Prutz,1964,1964.0,,,operating,reservoir,RES,,no,no,392.0,,,,,,,UW Prutz,220,TIWAG-Netz AG/APG bzw. Amprion,,47.067783,10.665211,
