PowerWatch ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language
1030919,Nam Na 3,Hydro,,,,84,2015,"Hung Hai Lai Chau Construction Co., Ltd",Operational,Nam Na,361,2016,,,,,,,22.298508333333334,103.16125555555556,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-na-3-hydropower,,,,,,,,,,Chan Nua,,Vietnam,
1030920,Ta Thang,Hydro,,,,60,2013,Lao Cai Vietracimex Electricity JSC.,Operational,Ngoi Bo,242,2016,,,,,,,22.298694444444447,104.02211666666666,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ta-thang-hydropower,,,,,,,,,,"Suoi Thau, Ban Phung, Gia Phu",,Vietnam,
1030921,Lao Chai,Hydro,,,,2.4,2013,"Hong Ngoc Co., Ltd",Operational,,,2016,,,,,,,22.310036111111113,103.85994444444444,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/lao-chai-hydropower,,,,,,,,,,Lao Chai,,Vietnam,
1030922,Tuyen Quang,Hydro,,,,342,2008,Vietnam Electricity (EVN),Operational,Gam,1295,2016,,,,,,,22.360036111111114,105.39846944444444,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/tuyen-quang-hydropower,,,,,,,,,,Na Hang,,Vietnam,
1030923,Coc San,Hydro,,,,30,2016,Colben Energy JSC.,Operational,Ngoi Duoi,120,2016,,,,,,,22.41443888888889,103.90655000000001,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/coc-san-hydropower,,,,,,,,,,"Trung Chai, Toong Sanh, Coc San",,Vietnam,
1030924,Sung Vui,Hydro,,,,18,,Nam Tien Lao Cai JSC.,Operational,,57.6,2016,,,,,,,22.434438888888888,103.82104722222222,,Open Development Vietnam,,,,,,,,,,,Phin Ngan,,Vietnam,
1030925,Ngoi Xan 1,Hydro,,,,10.5,2007,Nam Tien Lao Cai JSC.,Operational,Ngoi Xan,42,2016,,,,,,,22.47337222222222,103.87290833333333,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-xan-1-hydropower,,,,,,,,,,Phin Ngan,,Vietnam,
1030926,Ngoi Xan 2,Hydro,,,,8,2008,Nam Tien Lao Cai JSC.,Operational,Ngoi Xan,75,2016,,,,,,,22.47537222222222,103.85945833333332,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-xan-2-hydropower,,,,,,,,,,Phin Ngan,,Vietnam,
1030927,Ta Loi 3,Hydro,,,,7.5,2012,Intracom,Operational,Ngoi Phat,30,2016,,,,,,,22.487502777777777,103.66531666666667,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ta-loi-3-hydropower,,,,,,,,,,Muong Hum,,Vietnam,
1030928,Nam Na 2,Hydro,,,,66,2015,"Hung Hai Lai Chau Construction Co., Ltd",Operational,Nam Na,254,2016,,,,,,,22.49320277777778,103.23400833333334,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-na-2-hydropower,,,,,,,,,,Pin Ho,,Vietnam,
1030929,Thuong an,Hydro,,,,2.4,2008,"Bac Kan Hydropower, Petro & Gasoline JSC.",Operational,Ta Cay,9.47,2016,,,,,,,22.50411111111111,105.99361944444445,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/thuong-an-hydropower,,,,,,,,,,Thuong an,,Vietnam,
1030930,Nam Pung,Hydro,,,,9.3,2009,Intracom,Operational,Ngoi Phat,30,2016,,,,,,,22.506894444444445,103.69061944444445,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-pung-hydropower,,,,,,,,,,Nam Pung,,Vietnam,
1030931,Muong Hum,Hydro,,,,32,2011,Son Vu Energy Development JSC,Operational,Ngoi Phat,121,2016,,,,,,,22.54041666666667,103.71417222222223,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/muong-hum-hydropower,,,,,,,,,,Ban Xeo,,Vietnam,
1030932,Nam Mu,Hydro,,,,12,2004,Song Da Corporation,Operational,Nam Mu,56,2016,,,,,,,22.549630555555556,104.87674999999999,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-mu-hydropower,,,,,,,,,,Tan Thanh,,Vietnam,
1030933,Ngoi Phat,Hydro,,,,72,2014,Northern Electricity development and investment JSC. No.2,Operational,Ngoi Phat,314,2016,,,,,,,22.554575,103.74335277777777,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-phat-hydropower,,,,,,,,,,"Ban Vuoc, Ban Xeo, Den Thang",,Vietnam,
1030934,Na Tẩu,Hydro,,,,6,2014,Bac Minh Development Investment JSC.,Operational,Bac Vong,19,2016,,,,,,,22.672175000000003,106.50497222222222,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/th-y-di-n-na-t-u,,,,,,,,,,Cai Bo,,Vietnam,
1030935,Na Loa,Hydro,,,,6,2006,Cao Bang Hydropower- Metallurgic Company,Operational,Bac Vong,30,2016,,,,,,,22.684633333333334,106.59902222222222,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/th-y-di-n-na-loa,,,,,,,,,,Trieu Au,,Vietnam,
1030936,Song Chay 5,Hydro,,,,16,2012,Song Da 5 JSC.,Operational,Chay,62,2016,,,,,,,22.714755555555556,104.53495,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-chay-5-hydropower,,,,,,,,,,"Then Phang, Ngan Chien",,Vietnam,
1030937,Thoong Cot 2,Hydro,,,,3.5,2013,"Truong Minh Co., Ltd",Operational,Quay Son,12.72,2016,,,,,,,22.82967777777778,106.61889166666666,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/th-y-di-n-thoong-cot-2,,,,,,,,,,Chi Vien,,Vietnam,
1030938,Ban Ra,Hydro,,,,18,2012,"Dong Bac. EL, JSC",Operational,Quay Son,70,2016,,,,,,,22.85895,106.69976944444444,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/th-y-di-n-b-n-r,,,,,,,,,,Dam Thuy,,Vietnam,
1030939,Ea Krong Rou,Hydro,,,,28,2007,Mien Trung Power Investment and Development JSC,Operational,,140,2016,,,,,,,12.599166666666667,108.93972222222223,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-rou-hydropower,,,,,,,,,,Ninh Tay,,Vietnam,
1030940,Hoa Phu,Hydro,,,,29,2014,Tam Long Hydro Power JSC.,Operational,Srepok,132,2016,,,,,,,12.649661111111111,107.90911666666668,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/hoa-phu-hydropower,,,,,,,,,,Hoa Phu,,Vietnam,
1030941,Dak Rung 1,Hydro,,,,6,2010,Binh Minh Company Limited,Operational,Dong Nai,,2016,,,,,,,12.113888888888889,107.63361111111112,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-rung-1-hydropower,,,,,,,,,,Truong Xuan,,Vietnam,
1030942,Ia Drang 1,Hydro,,,,0.6,,Gia Lai Electricity JSC.,Operational,,,2016,,,,,,,13.735555555555555,107.8425,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-drang-1-hydropower,,,,,,,,,,Ia Boong,,Vietnam,
1030943,Dak Srong,Hydro,,,,18,2010,Dak Srong JSC.,Operational,Ba,68,2016,,,,,,,13.765866666666666,108.52359722222222,,Open Development Vietnam,,,,,,,,,,,Kong Chro,,Vietnam,
1030944,Se san 4A,Hydro,,,,63,2011,Se San 4A Hydropower JSC.,Operational,Se San,331.2,2016,,,,,,,13.930833333333332,107.46777777777778,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-4a-hydropower,,,,,,,,,,Ia O,,Vietnam,
1030945,Tra Xom,Hydro,,,,20,2013,Tra Xom Hydropower JSC,Operational,Dak Son Lang,85.64,2016,,,,,,,14.2875,108.72222222222223,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/tra-xom-hydropower,,,,,,,,,,"Vinh Son, Vinh Hao",,Vietnam,
1030946,Ca Du,Hydro,,,,2.6,2005,Ca Du Hydro Power Constructing JSC.,Operational,Ca Du,10,2016,,,,,,,15.27138888888889,108.51861111111111,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ca-du-hydropower,,,,,,,,,,Tra Xuan,,Vietnam,
1030947,Nam Chien 1,Hydro,,,,200,2013,Nam Chien Hydro Power JSC.,Operational,Chien,791,2016,,,,,,,21.593544444444444,104.14444166666668,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-chien-1-hydropower,,,,,,,,,,"Chieng Muon, Ngoc Chien",,Vietnam,
1030948,Nho Que 3,Hydro,,,,110,2012,Nho Que Bitexco JSC.,Operational,Nho Que,507,2016,,,,,,,23.143266666666666,105.51541944444445,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/th-y-di-n-nho-qu-3,,,,,,,,,,"Khau Vai, Lung Pu, Son Vi, Can Chu Phin, Pa Vi",,Vietnam,
1030949,Ayun Pa sugar-cane,Biomass,,,,20,,,Operational,,,,,,,,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,,,,,,,,,,,,,
1030950,Cam Ranh baggasse,Biomass,,,,11,,,Operational,,,,,,,,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,,,,,,,,,,,,,
1030951,Ninh Hoa baggasse,Biomass,,,,8,,,Operational,,,,,,,,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,,,,,,,,,,,,,
1030952,Soc Trang baggasse,Biomass,,,,6,,,Operational,,,,,,,,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,,,,,,,,,,,,,
1030953,Bauxit aluminum factory,Oil,,,,30,,,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030954,Dung Quat oil refinery,Oil,,,,104,,,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030955,Phu My fertilizer,Oil,,,,18,,,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030956,Vedan,Oil,,,,72,,,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030957,Krong H'nang,Hydro,,,,64,2010,Song Ba Ha JSC.,Operational,Ba,250,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-hnang-hydropower,,,,,,,,,,"Ea So, Cu Prao, Ea Ly",,Vietnam,
1030958,Dak Srong 2A,Hydro,,,,18,2011,Hoang Anh Gia Lai JSC.,Operational,,60,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-srong-2a-hydropower,,,,,,,,,,,,Vietnam,
1030959,H'Mun,Hydro,,,,16.3,,Gia Lai Hydropower JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/hmun-hydropower,,,,,,,,,,B'ngoong,,Vietnam,
1030960,H'Chan,Hydro,,,,12,,Gia Lai Hydropower JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/h-chan-hydropower,,,,,,,,,,De Ar,,Vietnam,
1030961,Ayun Thuong 1A,Hydro,,,,12,,Ayun Thuong JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ayun-thuong-1a-hydropower,,,,,,,,,,Kon Dỡng,,Vietnam,
1030962,Ha Nang,Hydro,,,,11,2011,Thien Tan Ivestment - Construction JSC.,Operational,Ca Du,70,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ha-nang-hydropower,,,,,,,,,,Tra Thuy,,Vietnam,
1030963,Tien Thuan,Hydro,,,,10,2014,Tien Thuan JSC.,Operational,,40,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/tien-thuan-hydropower,,,,,,,,,,Tay Thuan,,Vietnam,
1030964,Dak Psi 5,Hydro,,,,10,2014,Dak Psi 5 Hydropower One Member Limited Liability Company,Operational,,40,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-psi-5-hydropower,,,,,,,,,,Dak Psi,,Vietnam,
1030965,Dak Pi Hao 4,Hydro,,,,9,,Gia Lai Electricity JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-pi-hao-4-hydropower,,,,,,,,,,Cho Long,,Vietnam,
1030966,Ry Ninh 2,Hydro,,,,8.1,,Ry Ninh 2 Hydropower JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ry-ninh-2-hydropower,,,,,,,,,,Ia Ly,,Vietnam,
1030967,Dak Rung,Hydro,,,,8,,Viet Nguyen Construction JSC.,Operational,Dong Nai,31.81,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-rung-hydropower,,,,,,,,,,,,Vietnam,
1030968,Ia Puch 3,Hydro,,,,6.6,,Gia Lai Electricity JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-puch-3-hydropower,,,,,,,,,,Ia O,,Vietnam,
1030969,Ea Drang,Hydro,,,,6.4,2009,Dak Lak Electricity,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ea-drang-hydropower,,,,,,,,,,Ea Vi,,Vietnam,
1030970,Van Phong,Hydro,,,,6,2015,Van Phong Hydro Power JSC,Operational,,22.8,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/van-phong-hydropower,,,,,,,,,,"Binh Tuong, Tay Giang",,Vietnam,
1030971,Krong Hin,Hydro,,,,5,2005,Me Kong Construction JSC.,Operational,Ea Krong Hin,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-hin-hydropower,,,,,,,,,,Ea MDoal,,Vietnam,
1030972,Ea MDoal 2,Hydro,,,,5,2010,Nguon Sang JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ea-mdoal-2-hydropower,,,,,,,,,,Ea MDoal,,Vietnam,
1030973,Ia H'rung,Hydro,,,,4.5,,Phan Vu Investment JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-hrung-hydropower,,,,,,,,,,Ia To,,Vietnam,
1030974,Song Rieng,Hydro,,,,3.75,2012,HP JSC.,Operational,Rieng,15,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-rieng-hydropower,,,,,,,,,,Tra Phong,,Vietnam,
1030975,Dak Ter 1,Hydro,,,,3.6,2015,Phu Thinh Kon Tum JSC,Operational,,,2016,,,,,,,,,,Open Development Vietnam,,,,,,,,,,,Dak Ha,,Vietnam,
1030976,Dak Gret,Hydro,,,,3.6,2015,Trung Viet Limited Liability Company,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-gret-hydropower,,,,,,,,,,Dak Koi,,Vietnam,
1030977,Dak U,Hydro,,,,2.4,2009,Phu Tan Energy Investment and Development JSC,Operational,Be,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-u-hydropower,,,,,,,,,,"Dak o, Phu Nghia",,Vietnam,
1030978,Dak Hnol,Hydro,,,,2.1,,Nhat Minh Limited Liability Company,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-hnol-hydropower,,,,,,,,,,Trang,,Vietnam,
1030979,Huy Mang,Hydro,,,,1.8,2015,Huy Mang Hydro Power JSC.,Operational,Huy Mang,6.81,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/huy-mang-hydropower,,,,,,,,,,Son Dung,,Vietnam,
1030980,Ia Mo 3,Hydro,,,,1.8,,Gia Lai Electricity JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-mo-3-hydropower,,,,,,,,,,Ia Boong,,Vietnam,
1030981,Dak Nong 1,Hydro,,,,1.8,,Viet Nguyen Construction JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-nong-1-hydropower,,,,,,,,,,,,Vietnam,
1030982,Ia Drang 3,Hydro,,,,1.6,,Gia Lai Electricity JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-drang-3-hydropower,,,,,,,,,,Ia O,,Vietnam,
1030983,Kenh Bac,Hydro,,,,0.94,,Kenh Bac - Ayun Ha Hydropower JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/kenh-bac-hydropower,,,,,,,,,,Ia Sol,,Vietnam,
1030984,Quang Hiep,Hydro,,,,0.5,2002,Infrastructure Investment and Construction 5 JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/quang-hiep-hydropower,,,,,,,,,,Hiep Thanh,,Vietnam,
1030985,Ia Krel,Hydro,,,,0.4,,Multi-battalion 15,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-krel-hydro-power,,,,,,,,,,Ia Krel,,Vietnam,
1030986,Thac Ba,Hydro,,,,0.3,,Gia Lai Electricity JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/thac,,,,,,,,,,H'Neng,,Vietnam,
1030987,Ia Lop,Hydro,,,,0.25,,Gia Lai Electricity JSC.,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-lop-hydropower,,,,,,,,,,Ia Lau,,Vietnam,
1030988,Bien Ho,Hydro,,,,0.225,,Division 320-QD3,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/bien-ho-hydropower,,,,,,,,,,Bien Ho,,Vietnam,
1030989,Bau Can,Hydro,,,,0.215,,Bau Can Tea Agricultural and Industriral Business,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/bau-can-hydropower,,,,,,,,,,Bau Can,,Vietnam,
1030990,E40,Hydro,,,,0.2,,Brigade E40 - Region3,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/e40-hydropower,,,,,,,,,,K'Dang,,Vietnam,
1030991,Kanak,Hydro,,,,0.18,,K'Bang Clean Water Management Station,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/kanak-hydropower,,,,,,,,,,Lo Cu,,Vietnam,
1030992,Yang Trung,Hydro,,,,0.11,,Gia Lai Province's Public Security,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/yang-trung-hydropower,,,,,,,,,,Ayun,,Vietnam,
1030993,Ia Rung,Hydro,,,,0.11,,Dong Phu Private Enterprise,Operational,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-rung-hydropower,,,,,,,,,,Nghia Hung,,Vietnam,
1030994,Nam Ho,Hydro,,,,7.5,,South East Asia Corporation,Suspension,Nam Ho,100,2016,,,,,,,22.564247222222225,103.68048888888889,,Open Development Vietnam,,,,,,,,,,,Den Thang,,Vietnam,
1030995,Trung Son,Hydro,,,,260,2016,Trung Son Hydropower One Member Limited Liability Company,Under Development,Ma,1055,2016,,,,,,,20.61010277777778,104.83745833333333,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/trung-son-hydropower,,,,,,,,,,Trung Son,,Vietnam,
1030996,Hoi Xuan,Hydro,,,,102,2016,Hoi Xuan Electricity Investment and Construction JSC,Under Development,Ma,432,2016,,,,,,,20.443875,105.05384166666667,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/hoi-xuan-hydropower,,,,,,,,,,"Hoi Xuan, Thanh Xuan",,Vietnam,
1030997,Ba Thuoc 1,Hydro,,,,60,2016,Hoang Anh Hydropower JSC,Under Development,Ma,216,2016,,,,,,,20.319325,105.17301111111112,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ba-thuoc-1-hydropower,,,,,,,,,,Thiet Ke,,Vietnam,
1030998,Son Tra 1,Hydro,,,,42,2018,30-4 Quang Ngai JSC.,Under Development,Dak Se lo,181.9,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/son-tra-1-hydropower,,,,,,,,,,"Son Ky, Son Lap",,Vietnam,
1030999,Chi Khe,Hydro,,,,41,2016,Agrita JSC.,Under Development,Ca,200,2016,,,,,,,19.088324999999998,104.80223333333333,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/chi-khe-hydropower,,,,,,,,,,Con Cuong,,Vietnam,
1031000,Bao Lam 1,Hydro,,,,30,2016,Power Construction JSC.No.1,Under Development,Gam,115.7,2016,,,,,,,22.941661111111113,105.54870555555556,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/bao-lam-1-hydropower,,,,,,,,,,Ly Bon,,Vietnam,
1031001,Krong No 2,Hydro,,,,30,2016,Trung Nam Power,Under Development,Dak Krong No,109,2016,,,,,,,12.253908333333333,108.35573333333333,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-no-2-hydropower,,,,,,,,,,"Dung K'No, Krong Bang",,Vietnam,
1031002,Trung Thu,Hydro,,,,29.6,2016,Trung Thu Hydropower JSC.,Under Development,Nam Muc,134,2016,,,,,,,21.937197222222224,103.254475,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/trung-thu-hydropower,,,,,,,,,,"Trung Thu, Sinh Phinh, Muong Bang, Pa Ham",,Vietnam,
1031003,Chau Thon,Hydro,,,,27,2016,Son Vu Energy Development JSC,Under Development,Nam Tot,112,2016,,,,,,,19.582963888888887,104.80002777777777,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/chau-thon-hydropower,,,,,,,,,,Chau Thon,,Vietnam,
1031004,Dak Ruoi,Hydro,,,,24,,,Under Development,Dak Ruoi,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-ruoi-hydropower,,,,,,,,,,,,Vietnam,
1031005,Da Dang - Da Chomo,Hydro,,,,23,2016,Long Hoi Electricity Investment and Engineering Construction Joint Stock Corporation,Under Development,Da Dang,111,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/da-dang-da-chomo-hydropower,,,,,,,,,,"Lat, Phi To",,Vietnam,
1031006,Ayun Trung,Hydro,,,,16.5,,Quoc Cuong Hydropower Investment Construction JSC.,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ayun-trung-hydropower,,,,,,,,,,De Ar,,Vietnam,
1031007,Hang Dong A,Hydro,,,,16,2015,Xuan Thien Trading Construction Investment and Development Company,Under Development,Sap,,2016,,,,,,,21.312947222222224,104.47660277777779,,Open Development Vietnam,,,,,,,,,,,Hang Dong,,Vietnam,
1031008,Dak Po Ko,Hydro,,,,15,,Duc Long Gia Lai Power Investment and Development JSC,Under Development,,66,2016,,,,,,,,,,Open Development Vietnam,,,,,,,,,,,"Po Ko, Tan Canh",,Vietnam,
1031009,Song Quang,Hydro,,,,12,2016,Son Vu Energy Development JSC,Under Development,Hieu,48,2016,,,,,,,19.5681,104.76826944444444,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-quang-hydropower,,,,,,,,,,Chau Thon,,Vietnam,
1031010,Ha Tay,Hydro,,,,9,,Song Da Tay Nguyen Hydropower JSC.,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ha-tay-hydropower,,,,,,,,,,Ha Tay,,Vietnam,
1031011,Ia Hiao,Hydro,,,,9,,Ia Hiao JSC.,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-hiao-hydropower,,,,,,,,,,"Chu Bah, Ayun Pa, Ia Hiao",,Vietnam,
1031012,Dak Po Kei,Hydro,,,,9,,Bao Long Industries and Hydropower JSC,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-po-kei-hydropower,,,,,,,,,,Ha Tay,,Vietnam,
1031013,Ia Tchom 1,Hydro,,,,8,,Bao Long Industries and Hydropower JSC,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-tchom-1-hydropower,,,,,,,,,,Ia Grang,,Vietnam,
1031014,Dak Mek 3,Hydro,,,,7.5,,Hong Phat Hydro Power JSC,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-mek-3-hydropower,,,,,,,,,,Dak Choong,,Vietnam,
1031015,Hoa Tham,Hydro,,,,5.8,,DONG BAC Power Investment & Development Co.Ltd.,Under Development,Hien,,2016,,,,,,,22.61872222222222,106.1013,,Open Development Vietnam,,,,,,,,,,,Hoa Tham,,Vietnam,
1031016,Krong Pa 2,Hydro,,,,5.8,,Gia Lam JSC.,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-pa-2-hydropower,,,,,,,,,,Dak Roong,,Vietnam,
1031017,Dan Sach 2-3,Hydro,,,,5.5,,Cat Nam Binh Thuan JSC.,Under Development,,25,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dan-sach-2-3-hydropower,,,,,,,,,,Dong Tien,,Vietnam,
1031018,Ia Krel 2,Hydro,,,,5.5,,Bao Long Industries and Hydropower JSC,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-krel-2-hydropower,,,,,,,,,,Ia Kla,,Vietnam,
1031019,Ia Grang 1,Hydro,,,,5,,Bao Long Industries and Hydropower JSC,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grang-1-hydropower,,,,,,,,,,Ia Hrung,,Vietnam,
1031020,Dak Ble,Hydro,,,,5,,,Under Development,,,2016,,,,,,,,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-ble-hydropower,,,,,,,,,,K'Roong,,Vietnam,
