eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
48WSTN00000COWEA,48W0000000COWE21,"Fossil Oil",2017,2240,0.669,0.008,1.76512e+06
16WCRESTUM-----6,16WCRESTU1-----5,"Hydro Run-of-river and poundage",2017,58846,0.172,1.000,0
16WCRESTUM-----6,16WCRESTU2-----Z,"Hydro Run-of-river and poundage",2017,42113,0.123,1.000,0
16WCRESTUM-----6,16WCRESTU3-----S,"Hydro Run-of-river and poundage",2017,73862,0.216,1.000,0
48WSTN0000CRGHWF,48W00000CRGHW-1X,"Wind Onshore",2017,130563,0.353,0.917,0
17W100P100P0340L,17W100P100P00123,"Fossil Gas",2017,2064174,0.573,0.995,7.74753e+08
48WSTN00000CRUAC,48W000000CRUA-16,"Hydro Run-of-river and poundage",2017,93307,0.649,0.137,0
48WSTN00000CRUAC,48W000000CRUA-24,"Hydro Run-of-river and poundage",2017,94685,0.491,0.183,0
48WSTN00000CRUAC,48W000000CRUA-32,"Hydro Run-of-river and poundage",2017,29971,0.678,0.051,0
48WSTN00000CRUAC,48W000000CRUA-40,"Hydro Run-of-river and poundage",2017,36723,0.433,0.097,0
17W100P100P0199X,17W100P100P0115S,Nuclear,2017,3970922,0.497,0.998,0
17W100P100P02000,17W100P100P0116Q,Nuclear,2017,6635686,0.830,0.998,0
17W100P100P0201Z,17W100P100P0118M,Nuclear,2017,6159063,0.770,0.998,0
17W100P100P0202X,17W100P100P0119K,Nuclear,2017,6361806,0.796,0.998,0
48WSTN0000CRYRBT,48W00000CRYRW-2L,"Wind Onshore",2017,377184,0.236,0.912,0
15WCSEPEL----PPI,15WCSEPELG1--GTH,"Fossil Gas",2017,117257,0.094,1.000,5.14809e+07
15WCSEPEL----PPI,15WCSEPELG2--GTB,"Fossil Gas",2017,261053,0.210,1.000,1.14614e+08
15WCSEPEL----PPI,15WCSEPELG3--ST6,"Fossil Gas",2017,147104,0.142,1.000,6.45851e+07
18WCCO3-12345-0C,18WCCO3-12345-DN,"Fossil Hard coal",2017,1084901,0.383,1.000,1.09003e+09
30W-CET-BORZ---J,30WTE--BORZ7---3,"Fossil Gas",2017,0,0.000,0.983,0
30W-CET-TURC---M,30WTURCTURC1---Y,"Fossil Brown coal/Lignite",2017,0,0.000,0.983,0
30W-CET-TURC---M,30WTURCTURC3---O,"Fossil Brown coal/Lignite",2017,479027,0.169,0.983,4.88772e+08
30W-CET-TURC---M,30WTURCTURC4---J,"Fossil Brown coal/Lignite",2017,1519567,0.564,0.983,1.55048e+09
30W-CET-TURC---M,30WTURCTURC5---E,"Fossil Brown coal/Lignite",2017,1787910,0.663,0.983,1.82428e+09
30W-CET-TURC---M,30WTURCTURC6---9,"Fossil Brown coal/Lignite",2017,0,0.000,0.983,0
30W-CET-TURC---M,30WTURCTURC7---4,"Fossil Brown coal/Lignite",2017,739600,0.271,0.983,7.54646e+08
30W-CET-ROVI---Q,30WROVIROVI3---K,"Fossil Brown coal/Lignite",2017,1888885,0.721,0.983,1.92731e+09
30W-CET-ROVI---Q,30WROVIROVI4---F,"Fossil Brown coal/Lignite",2017,1934600,0.681,0.983,1.91912e+09
30W-CET-ROVI---Q,30WROVIROVI5---A,"Fossil Brown coal/Lignite",2017,0,0.000,0.983,0
30W-CET-ROVI---Q,30WROVIROVI6---5,"Fossil Brown coal/Lignite",2017,2005093,0.766,0.983,1.98905e+09
18WCTJON3--1234S,18WCTJON3-1234-E,"Fossil Gas",2017,875788,0.239,1.000,3.39536e+08
18WCTN3-12345-04,18WCTN3TG1-12-CI,"Fossil Gas",2017,45094,0.021,1.000,1.74826e+07
18WCTN3-12345-04,18WCTN3TG2-12-CB,"Fossil Gas",2017,52119,0.024,1.000,2.02061e+07
18WCTN3-12345-04,18WCTN3TV-123-C2,"Fossil Gas",2017,61427,0.025,1.000,2.38148e+07
18WCTN4-123456-C,18WCTN4TG1-123-M,"Fossil Gas",2017,351582,0.151,1.000,1.28871e+08
18WCTN4-123456-C,18WCTN4TG2-123-F,"Fossil Gas",2017,411231,0.175,1.000,1.50735e+08
18WCTN4-123456-C,18WCTN4TV-1234-3,"Fossil Gas",2017,500022,0.187,1.000,1.83281e+08
18WCTNU-12345-0U,18WCTNUTG1-12-C7,"Fossil Gas",2017,56726,0.025,1.000,2.11777e+07
18WCTNU-12345-0U,18WCTNUTG2-12-C0,"Fossil Gas",2017,56726,0.025,1.000,2.11777e+07
18WCTNU-12345-0U,18WCTNUTV-123-CS,"Fossil Gas",2017,56897,0.025,1.000,2.12415e+07
17W100P100P0351G,17W100P100P03388,"Fossil Gas",2017,1493346,0.399,0.998,5.71078e+08
17W100P100P0352E,17W100P100P03396,"Fossil Gas",2017,4493,0.008,0.998,1.93753e+06
48WSTN0000DALSW4,48W00000DALSW-1M,"Wind Onshore",2017,58381,0.252,0.880,0
48WSTN00000DAMCL,48W000000DAMC-1M,"Fossil Gas",2017,3862034,0.707,0.775,1.47015e+09
17W100P100P0203V,17W100P100P0120Z,Nuclear,2017,5907056,0.759,0.998,0
17W100P100P0204T,17W100P100P0121X,Nuclear,2017,6070415,0.780,0.998,0
17W100P100P0205R,17W100P100P0122V,Nuclear,2017,5736416,0.737,0.998,0
17W100P100P0206P,17W100P100P0123T,Nuclear,2017,6477686,0.833,0.998,0
11W0-0000-0043-Z,11W0-0000-0044-W,"Fossil Hard coal",2017,1,0.000,0.206,994.629
48WSTN00000DEEP3,48W000000DEEP-1N,"Fossil Gas",2017,694033,1.078,0.283,2.9722e+08
11WD2FARK000287K,11WD2FARG0001262,"Fossil Hard coal",2017,1460007,0.476,1.000,1.58831e+09
11WD7UCHT5XROSOK,11WD7UCHT5XROEMT,"Fossil Gas",2017,218914,0.200,1.000,8.32699e+07
11WD2WILK000286V,11WD2WILH0001255,"Fossil Hard coal",2017,2723885,0.428,1.000,2.3706e+09
11WD2ZOLL0002880,11WD2ZOL50001274,"Fossil Hard coal",2017,1755331,0.425,1.000,1.4904e+09
15WDUME------PPI,15WDUMEG14---GTI,"Fossil Gas",2017,112086,0.090,0.997,4.71602e+07
15WDUME------PPI,15WDUMEG15---GTB,"Fossil Gas",2017,44257,0.033,1.000,2.12813e+07
15WDUME------PPI,15WDUMEG7----GT5,"Fossil Gas",2017,926717,0.393,1.000,3.89916e+08
15WDUME------PPI,15WDUMEG8----GTY,"Fossil Gas",2017,454961,0.393,1.000,2.18771e+08
48WSTN000DIDCGTK,48W00000DIDC01G1,"Fossil Oil",2017,545,0.484,0.005,533123
48WSTN000DIDCGTK,48W00000DIDC02GZ,"Fossil Oil",2017,654,0.402,0.007,639747
48WSTN000DIDCGTK,48W00000DIDC03GW,"Fossil Oil",2017,545,0.545,0.005,533123
48WSTN000DIDCGTK,48W00000DIDC04GT,"Fossil Oil",2017,503,0.559,0.004,492038
48WSTN0000DIDCBC,48W000000DIDCB5C,"Fossil Gas",2017,3692596,0.822,0.658,1.40565e+09
48WSTN0000DIDCBC,48W000000DIDCB6A,"Fossil Gas",2017,2750978,0.765,0.578,1.04721e+09
49W0000000000431,49W0000000000164,"Fossil Gas",2017,361006,0.166,1.000,1.52976e+08
49W0000000000431,49W0000000000172,"Fossil Gas",2017,2269994,0.596,1.000,9.42279e+08
48WSTN10000DINOQ,48W000000DINO-1W,"Hydro Run-of-river and poundage",2017,482789,0.480,0.342,0
48WSTN10000DINOQ,48W000000DINO-2U,"Hydro Run-of-river and poundage",2017,509461,0.489,0.354,0
48WSTN10000DINOQ,48W000000DINO-3S,"Hydro Run-of-river and poundage",2017,269626,0.583,0.157,0
48WSTN10000DINOQ,48W000000DINO-4Q,"Hydro Run-of-river and poundage",2017,157938,0.442,0.121,0
48WSTN10000DINOQ,48W000000DINO-5O,"Hydro Run-of-river and poundage",2017,467187,0.479,0.332,0
48WSTN10000DINOQ,48W000000DINO-6M,"Hydro Run-of-river and poundage",2017,225672,0.460,0.167,0
17W100P100P0263D,17W100P100P0262F,"Fossil Oil",2017,13122,0.018,0.998,1.17946e+07
17W100P100P02659,17W100P100P0264B,"Fossil Oil",2017,16667,0.022,0.998,1.49809e+07
17W100P100P0350I,17W100P100P0330O,"Fossil Gas",2017,774075,0.537,0.986,3.26853e+08
17W100P100P0350I,17W100P100P0332K,"Fossil Gas",2017,565079,0.393,0.983,2.38605e+08
17W100P100P0350I,17W100P100P0331M,"Fossil Gas",2017,1380302,0.692,0.985,7.3621e+08
17W100P100P0350I,17W100P100P0333I,"Fossil Gas",2017,1214575,0.610,0.984,6.47816e+08
48WSTN00000DNGBQ,48W000000DNGB216,Nuclear,2017,2452920,0.735,0.577,0
48WSTN00000DNGBQ,48W000000DNGB224,Nuclear,2017,3433445,0.797,0.745,0
14W-PROD-DO----O,14W-GEN-DO3----F,"Fossil Gas",2017,995326,0.288,1.000,3.67607e+08
22WDOELX1000076X,22WDOELX1150076X,Nuclear,2017,3426385,0.903,1.000,0
22WDOELX2000077N,22WDOELX2150077N,Nuclear,2017,3413429,0.900,1.000,0
22WDOELX3000078D,22WDOELX3150078D,Nuclear,2017,6379077,0.724,1.000,0
22WDOELX40000793,22WDOELX41500793,Nuclear,2017,7461433,0.820,1.000,0
19W000000000043C,19W0000000000458,"Fossil Hard coal",2017,497309,0.256,1.000,4.34266e+08
19W000000000043C,19W0000000000474,"Fossil Hard coal",2017,435023,0.214,1.000,3.79875e+08
19W000000000043C,19W0000000000490,"Fossil Hard coal",2017,842141,0.433,1.000,7.35383e+08
19W000000000043C,19W000000000051D,"Fossil Hard coal",2017,923810,0.475,1.000,8.06699e+08
19W000000000043C,19W0000000000539,"Fossil Hard coal",2017,440525,0.217,1.000,3.8468e+08
19W000000000043C,19W0000000000555,"Fossil Hard coal",2017,916761,0.451,1.000,7.8053e+08
48WSTN0000DRAXXK,48W00000DRAXX-1E,Biomass,2017,3928507,0.976,0.712,4.3407e+09
48WSTN000DRAXXGK,48W000DRAXX-10G9,"Fossil Gas",2017,106,0.276,0.001,87157.4
48WSTN000DRAXXGK,48W000DRAXX-12G3,"Fossil Gas",2017,85,0.241,0.001,69890.4
48WSTN0000DRAXXK,48W00000DRAXX-2C,Biomass,2017,4063932,0.939,0.766,4.49033e+09
48WSTN0000DRAXXK,48W00000DRAXX-3A,Biomass,2017,4654868,0.936,0.880,5.14327e+09
48WSTN0000DRAXXK,48W00000DRAXX-48,"Fossil Hard coal",2017,2472122,0.881,0.497,2.5097e+09
48WSTN0000DRAXXK,48W00000DRAXX-56,"Fossil Hard coal",2017,3012197,0.848,0.629,3.05798e+09
48WSTN0000DRAXXK,48W00000DRAXX-64,"Fossil Hard coal",2017,1815016,0.859,0.374,1.8426e+09
48WSTN000DRAXXGK,48W0000DRAXX-9GR,"Fossil Gas",2017,116,0.302,0.001,95379.8
22WDROGEN0000863,22WDROGEN0000839,"Fossil Gas",2017,142464,0.108,1.000,5.96426e+07
22WDROGEN0000863,22WDROGEN0000847,"Fossil Gas",2017,155140,0.118,1.000,6.49494e+07
22WDROGEN0000863,22WDROGEN0000855,"Fossil Gas",2017,96220,0.076,0.899,4.02825e+07
19W000000000272Y,19W0000000002620,"Hydro Pumped Storage",2017,15123,0.062,1.000,0
19W000000000272Y,19W000000000263Z,"Hydro Pumped Storage",2017,14803,0.058,1.000,0
19W000000000272Y,19W000000000273W,"Hydro Pumped Storage",2017,15934,0.065,1.000,0
19W000000000169R,19W0000000001705,"Fossil Gas",2017,485334,0.555,0.989,2.00037e+08
19W0000000001098,19W000000000110N,"Fossil Gas",2017,1063781,0.527,0.997,5.11527e+08
19W000000000256W,19W000000000257U,"Fossil Gas",2017,2078781,0.489,1.000,7.63328e+08
19W000000000230D,19W000000000231B,"Fossil Gas",2017,933856,0.853,1.000,4.10003e+08
27W-PU-ECHV----Y,27W-GU-ECHVG1--C,"Fossil Brown coal/Lignite",2017,1068122,0.635,1.000,
27W-PU-ECHV----Y,27W-GU-ECHVG2--8,"Fossil Brown coal/Lignite",2017,832237,0.495,1.000,
27W-PU-ECHV----Y,27W-GU-ECHVG3--4,"Fossil Brown coal/Lignite",2017,768853,0.457,1.000,
27W-PU-ECHV----Y,27W-GU-ECHVG4--0,"Fossil Brown coal/Lignite",2017,347656,0.207,1.000,
18WECT3-123456-N,18WECT3TG1-123-X,"Fossil Gas",2017,308521,0.131,1.000,1.13087e+08
18WECT3-123456-N,18WECT3TG2-123-Q,"Fossil Gas",2017,308521,0.131,1.000,1.13087e+08
18WECT3-123456-N,18WECT3TV1-123-O,"Fossil Gas",2017,309446,0.133,1.000,1.13426e+08
27W-PU-EDAL----O,27W-GU-EDALG1--2,"Hydro Pumped Storage",2017,139417,0.135,1.000,0
27W-PU-EDAL----O,27W-GU-EDALG2--Z,"Hydro Pumped Storage",2017,120930,0.117,1.000,0
27W-PU-EDAL----O,27W-GU-EDALG3--V,"Hydro Pumped Storage",2017,122795,0.119,1.000,0
27W-PU-EDAL----O,27W-GU-EDALG4--R,"Hydro Pumped Storage",2017,120181,0.116,1.000,0
29WYISEDESSAIOUM,29WGU-YISEDESS-U,"Hydro Run-of-river and poundage",2017,27,0.000,0.986,0
27W-PU-EDET----M,27W-GU-EDETG1--0,"Fossil Hard coal",2017,0,0.000,1.000,
27W-PU-EDET----M,27W-GU-EDETG2--X,"Fossil Hard coal",2017,558222,0.343,1.000,
27W-PU-EDET----M,27W-GU-EDETG3--T,"Fossil Hard coal",2017,617365,0.375,1.000,
27W-PU-EDET----M,27W-GU-EDETG4--P,"Fossil Hard coal",2017,461379,0.282,1.000,
49W0000000000342,49W0000000000342,"Fossil Gas",2017,357794,0.365,1.000,1.37312e+08
48WSTN0000EDINWA,48W10000EDINW-1N,"Wind Onshore",2017,104217,0.310,0.915,0
27W-PU-EDST----Z,27W-GU-EDSTG1--D,"Hydro Pumped Storage",2017,461743,0.165,1.000,0
27W-PU-EDST----Z,27W-GU-EDSTG2--9,"Hydro Pumped Storage",2017,160439,0.057,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB1--4,Nuclear,2017,2643665,0.642,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB2--0,Nuclear,2017,3093373,0.751,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB3--X,Nuclear,2017,2812159,0.683,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB4--T,Nuclear,2017,2574367,0.625,1.000,0
27W-PU-EECK----8,27W-GU-EECKG4--B,"Fossil Brown coal/Lignite",2017,727413,0.666,0.997,
27W-PU-EECK----8,27W-GU-EECKG5--7,"Fossil Brown coal/Lignite",2017,620124,0.568,0.997,
27W-PU-EECK----8,27WGU-EECKG7---A,"Fossil Brown coal/Lignite",2017,735365,0.673,0.997,
48WSTN00000EECLC,48W000000EECL-15,"Fossil Gas",2017,1061894,0.754,0.394,4.11855e+08
49W000000000088G,49W000000000089E,"Fossil Gas",2017,1272381,0.405,1.000,4.97697e+08
49W000000000086K,49W000000000087I,"Fossil Gas",2017,1410166,0.448,1.000,5.51592e+08
49W000000000084O,49W000000000085M,"Fossil Gas",2017,1263981,0.400,1.000,4.94411e+08
49W000000000082S,49W000000000083Q,"Fossil Gas",2017,113305,0.036,1.000,4.43197e+07
49W000000000080W,49W000000000081U,"Fossil Gas",2017,1156008,0.367,1.000,4.52177e+08
49W000000000044-,49W0000000000180,"Fossil Gas",2017,1328688,0.323,1.000,4.91373e+08
49W000000000044-,49W000000000019Z,"Fossil Gas",2017,1509342,0.367,1.000,5.58182e+08
49W000000000044-,49W000000000020D,"Fossil Gas",2017,1504248,0.365,1.000,5.88392e+08
49W000000000066Q,49W0000000000075,"Fossil Hard coal",2017,5717994,0.826,1.000,4.87345e+09
49W000000000066Q,49W0000000000083,"Fossil Hard coal",2017,4410638,0.637,1.000,3.75919e+09
38W-MT--EEJ----3,38W-MT--EEJG1--L,"Fossil Oil shale",2017,698884,0.478,0.999,7.87763e+08
38W-MT--EEJ----3,38W-MT--EEJG2--H,"Fossil Oil shale",2017,904771,0.619,0.999,1.01983e+09
38W-MT--EEJ----3,38W-MT--EEJG3--D,"Fossil Oil shale",2017,919780,0.641,0.999,1.03675e+09
38W-MT--EEJ----3,38W-MT--EEJG4--9,"Fossil Oil shale",2017,1081308,0.754,0.999,1.21882e+09
38W-MT--EEJ----3,38W-MT--EEJG5--5,"Fossil Oil shale",2017,1077324,0.712,0.999,1.21433e+09
38W-MT--EEJ----3,38W-MT--EEJG6--1,"Fossil Oil shale",2017,1056461,0.698,0.999,1.19081e+09
38W-MT--EEJ----3,38W-MT--EEJG7--Y,"Fossil Oil shale",2017,592674,0.406,0.999,6.68046e+08
38W-MT--EEJ----3,38W-MT--EEJG8--U,"Fossil Oil shale",2017,971359,0.572,0.999,1.09489e+09
48WSTN0000EGGPS5,48W00000EGGPS-1X,"Fossil Hard coal",2017,62817,0.636,0.022,6.20004e+07
48WSTN0000EGGPS5,48W00000EGGPS-2V,"Fossil Hard coal",2017,25644,0.525,0.011,2.53106e+07
48WSTN0000EGGPS5,48W00000EGGPS-3T,"Fossil Hard coal",2017,453804,0.657,0.150,4.47905e+08
48WSTN0000EGGPS5,48W00000EGGPS-4R,"Fossil Hard coal",2017,485315,0.673,0.157,4.79006e+08
27W-PU-ELED----H,27W-GU-ELEDG6--C,"Fossil Brown coal/Lignite",2017,2295448,0.439,1.000,
29WENERGEIAKITHP,29WGU-ENERGEITH4,"Fossil Gas",2017,1446793,0.419,0.986,5.57906e+08
29WELPEDISONTHIM,29WGU-ELPEDISTHK,"Fossil Gas",2017,1245358,0.352,0.986,4.62443e+08
49W000000000048S,49W000000000049Q,"Fossil Gas",2017,1278961,0.320,1.000,5.65523e+08
11WD7GARE5XELKWD,11WD7ELVE2S-E4-9,"Fossil Hard coal",2017,205906,0.074,0.975,2.17212e+08
27W-PU-EME3----W,27W-GU-EME3G11-4,"Fossil Brown coal/Lignite",2017,1241830,0.343,0.997,
17W100P100P0343F,17W100P100P0005Z,"Fossil Hard coal",2017,2122525,0.416,0.978,2.40949e+09
17W100P100P0344D,17W100P100P00105,"Fossil Gas",2017,2384743,0.661,0.998,8.95073e+08
17W100P100P0345B,17W100P100P00113,"Fossil Gas",2017,2321661,0.740,0.867,8.71397e+08
47W000000000244L,47W000000000229H,"Fossil Oil",2017,47,0.002,0.836,35720
11WD7KKE-1K--KW5,11WD7KKE-1K-BLAZ,Nuclear,2017,10752041,0.919,1.000,0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLB0,"Fossil Gas",2017,450617,0.108,1.000,1.71405e+08
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLCZ,"Fossil Gas",2017,450621,0.108,1.000,1.71406e+08
11WD7EMSL-G-KW-T,11WD7EMSL1G-GUD9,"Fossil Gas",2017,3406037,0.447,1.000,1.29558e+09
49W000000000058P,49W000000000059N,"Fossil Gas",2017,4905084,1.327,1.000,1.84758e+09
11WD7ENSD2SKW1-4,11WD7ENSD2S--1-J,"Fossil Hard coal",2017,46566,0.050,1.000,5.78948e+07
11WD7ENSD5SKW3-E,11WD7ENSD5S--3-T,"Fossil Hard coal",2017,978075,0.395,1.000,1.03178e+09
45W000000000025Q,45W000000000043O,"Fossil Hard coal",2017,28,0.000,0.639,27129.6
27W-PU-EPC1----Y,27W-GU-EPC1G2--8,"Fossil Brown coal/Lignite",2017,1022753,0.624,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G3--4,"Fossil Brown coal/Lignite",2017,1160552,0.712,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G4--0,"Fossil Brown coal/Lignite",2017,1228953,0.750,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G5--X,"Fossil Brown coal/Lignite",2017,1082478,0.668,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G6--T,"Fossil Brown coal/Lignite",2017,955280,0.589,1.000,
27W-PU-EPC2----S,27W-GU-EPC2B21-L,"Fossil Gas",2017,1672517,0.225,1.000,
27W-PU-EPR2----Y,27W-GU-EPR2G23-X,"Fossil Brown coal/Lignite",2017,1547520,0.778,1.000,
27W-PU-EPR2----Y,27W-GU-EPR2G24-U,"Fossil Brown coal/Lignite",2017,564174,0.284,1.000,
27W-PU-EPR2----Y,27W-GU-EPR2G25-R,"Fossil Brown coal/Lignite",2017,1107315,0.557,1.000,
48WSTN00000ERROK,48W000000ERRO-1P,"Hydro Run-of-river and poundage",2017,40890,0.904,0.207,0
48WSTN00000ERROK,48W000000ERRO-2N,"Hydro Run-of-river and poundage",2017,909,0.727,0.006,0
48WSTN00000ERROK,48W000000ERRO-3L,"Hydro Run-of-river and poundage",2017,38753,0.889,0.199,0
45W000000000017P,45W000000000040U,"Fossil Hard coal",2017,817806,0.248,1.000,7.49552e+08
18WESC6-12345-07,18WESC6TG1-12-CL,"Fossil Gas",2017,83787,0.037,1.000,3.12805e+07
18WESC6-12345-07,18WESC6TG2-12-CE,"Fossil Gas",2017,141377,0.061,1.000,5.27807e+07
18WESC6-12345-07,18WESC6TV-123-C5,"Fossil Gas",2017,126754,0.050,1.000,4.64611e+07
18WESCCC1-123-0T,18WESCCC1-123-C5,"Fossil Gas",2017,5088,0.001,1.000,1.93536e+06
18WESCCC2-123-0L,18WESCCC2-123-CY,"Fossil Gas",2017,140556,0.040,1.000,5.34643e+07
18WESCCC3-123-0D,18WESCCC3-123-CQ,"Fossil Gas",2017,585996,0.169,1.000,2.229e+08
27W-PU-ETEM----A,27W-GU-ETEMG1--P,Nuclear,2017,8408986,0.933,1.000,0
27W-PU-ETEM----A,27W-GU-ETEMG2--L,Nuclear,2017,7246072,0.805,1.000,0
27W-PU-ETU2----I,27W-GU-ETU2G21-N,"Fossil Brown coal/Lignite",2017,674702,0.423,1.000,
27W-PU-ETU2----I,27W-GU-ETU2G22-K,"Fossil Brown coal/Lignite",2017,1104806,0.693,1.000,
27W-PU-ETU2----I,27W-GU-ETU2G23-H,"Fossil Brown coal/Lignite",2017,1358352,0.852,1.000,
27W-PU-ETU2----I,27W-GU-ETU2G24-E,"Fossil Brown coal/Lignite",2017,1332544,0.836,1.000,
48WSTN0000FAARW2,48W00000FAARW-13,"Wind Onshore",2017,104568,0.197,0.865,0
48WSTN0000FAARW2,48W00000FAARW-21,"Wind Onshore",2017,103390,0.195,0.866,0
48WSTN0000FALGWS,48W00000FALGW-1T,"Wind Onshore",2017,340098,0.347,0.776,0
48WSTN00000FASN8,48W000000FASN-18,"Hydro Run-of-river and poundage",2017,70551,0.763,0.480,0
48WSTN00000FASN8,48W000000FASN-42,"Hydro Run-of-river and poundage",2017,41434,0.909,0.650,0
48WSTN00000FASN8,48W0000000FASN25,"Hydro Run-of-river and poundage",2017,63592,0.788,0.400,0
48WSTN00000FASN8,48W0000000FASN33,"Hydro Run-of-river and poundage",2017,70852,0.736,0.500,0
48WSTN00000FAWNX,48W000000FAWN-1P,"Fossil Gas",2017,976217,0.832,0.893,5.90209e+08
48WSTN1000FDUNTQ,48W00000FDUNT-15,"Wind Onshore",2017,16841,0.443,0.044,0
48WSTN00000FELLH,48W000000FELL-1R,"Fossil Gas",2017,188936,0.144,0.834,9.03202e+07
17W100P100P0207N,17W100P100P0124R,Nuclear,2017,5709948,0.743,0.997,0
17W100P100P0208L,17W100P100P0125P,Nuclear,2017,0,0.000,0.997,0
48WSTN00000FFESK,48W000000FFES-1S,"Hydro Run-of-river and poundage",2017,19902,0.686,0.035,0
48WSTN00000FFESK,48W000000FFES-2Q,"Hydro Run-of-river and poundage",2017,56781,0.318,0.212,0
48WSTN00000FFESK,48W000000FFES-3O,"Hydro Run-of-river and poundage",2017,26673,0.359,0.088,0
48WSTN00000FFESK,48W000000FFES-4M,"Hydro Run-of-river and poundage",2017,56731,0.390,0.173,0
14W-WML-KW-----0,14W-WML-M1-----G,"Fossil Hard coal",2017,760648,0.434,1.000,7.95828e+08
48WSTN00000FIDLP,48W000000FIDL-16,"Fossil Hard coal",2017,44955,0.610,0.017,4.56383e+07
48WSTN00000FIDLP,48W000000FIDL-24,"Fossil Hard coal",2017,799072,0.790,0.238,8.11218e+08
48WSTN000FIDL-GA,48W00000FIDL-2GF,"Fossil Gas",2017,117,0.529,0.002,82932.8
48WSTN00000FIDLP,48W000000FIDL-32,"Fossil Hard coal",2017,663445,0.834,0.187,6.73529e+08
48WSTN000FIDL-GA,48W00000FIDL-3GC,"Fossil Gas",2017,63,0.371,0.001,44656.1
48WSTN00000FIDLP,48W000000FIDL-40,"Fossil Hard coal",2017,394614,0.714,0.125,4.00612e+08
48WSTN00000FINLW,48W000000FINL-1U,"Hydro Run-of-river and poundage",2017,70763,0.871,0.546,0
17W100P100P0209J,17W100P100P0126N,Nuclear,2017,6303083,0.542,0.998,0
17W100P100P0210Y,17W100P100P0127L,Nuclear,2017,7515510,0.647,0.998,0
46WPU0000000015W,46WGU0000000137O,Nuclear,2017,3794737,0.880,1.000,0
46WPU0000000015W,46WGU0000000138M,Nuclear,2017,3783053,0.878,1.000,0
46WPU0000000016U,46WGU0000000139K,Nuclear,2017,4009984,0.817,1.000,0
46WPU0000000016U,46WGU0000000140Z,Nuclear,2017,3995546,0.814,1.000,0
46WPU0000000017S,46WGU0000000053U,Nuclear,2017,8992692,0.880,1.000,0
44W-T-KT-000001I,44W-T-KT-100000D,"Fossil Oil",2017,618,0.000,0.999,506469
44W-T-KT-000001I,44W-T-KT-100001B,"Fossil Oil",2017,1475,0.001,0.999,1.20881e+06
48WSTN00000FOYEQ,48W000000FOYE-14,"Hydro Run-of-river and poundage",2017,148645,0.656,0.162,0
48WSTN00000FOYEQ,48W000000FOYE-22,"Hydro Run-of-river and poundage",2017,123999,0.652,0.136,0
16WFOZT--------Y,16WFOZTG1------D,"Hydro Pumped Storage",2017,53831,0.053,0.893,0
16WFOZT--------Y,16WFOZTG2------5,"Hydro Pumped Storage",2017,53693,0.053,0.893,0
17W100P100P0318E,17W100P100P00122,"Fossil Gas",2017,1314036,0.442,0.846,4.84234e+08
16WFRADE2------F,16WFRADEG3-----N,"Hydro Pumped Storage",2017,376557,0.111,0.997,0
16WFRADE2------F,16WFRADEG4-----G,"Hydro Pumped Storage",2017,478992,0.141,0.997,0
11WD2GEBE000177K,11WD2GEB1000055R,"Fossil Gas",2017,165230,0.049,1.000,9.25288e+07
11WD2GEBE000177K,11WD2GE2D000056A,"Fossil Gas",2017,269089,0.070,1.000,1.08497e+08
16W-FRATEL-----A,16WFRATEL1-----M,"Hydro Run-of-river and poundage",2017,68030,0.176,1.000,0
16W-FRATEL-----A,16WFRATEL2-----F,"Hydro Run-of-river and poundage",2017,50311,0.131,1.000,0
16W-FRATEL-----A,16WFRATEL3-----8,"Hydro Run-of-river and poundage",2017,43997,0.114,1.000,0
14W-BFR-KW-----A,14W-BFR-TU-----Q,"Hydro Run-of-river and poundage",2017,1073720,0.713,1.000,0
11WD7FRIM2B-KW-M,11WD7FRIM2B--P-G,"Fossil Brown coal/Lignite",2017,1327664,0.704,0.745,1.76845e+09
11WD7FRIM2B-KW-M,11WD7FRIM2B--Q-D,"Fossil Brown coal/Lignite",2017,1291338,0.680,0.745,1.72006e+09
45W000000000014V,45W000000000035N,"Fossil Hard coal",2017,1047077,0.321,1.000,1.04437e+09
46WPU0000000039I,46WGU00000000402,"Hydro Water Reservoir",2017,505930,0.511,1.000,0
46WPU0000000039I,46WGU00000000410,"Hydro Water Reservoir",2017,261728,0.296,1.000,0
46WPU00000000024,46WGU00000000135,"Fossil Oil",2017,954,0.001,1.000,769710
49W000000000096H,49W000000000097F,"Fossil Gas",2017,2746,0.002,1.000,1.16362e+06
14W-WGM-KW-----J,14W-WGM1-M1----5,"Fossil Gas",2017,763361,0.207,1.000,2.81935e+08
14W-WGM-KW-----J,14W-WGM2-M1----X,"Fossil Gas",2017,704468,0.193,1.000,2.60184e+08
