eic_p,eic_g,eprtr_facilityID,WRI_id,GEO_id,fresna_id
50WP00000000133G,50WG00000000320N,,WRI1003099,,
50WP000000001386,50WG00000000325D,,WRI1003103,,
50WP000000004407,50WG00000001010X,,WRI1003338,,
50WP00000000269S,50WG00000000664S,,WRI1003211,,
50WP00000000269S,50WG00000000666O,,WRI1003211,,
50WP00000000136A,50WG00000000323H,,WRI1003101,,
50WP00000000002V,50WG00000000007R,,WRI1002992,,
50WP00000000002V,50WG00000000009N,,WRI1002992,,
50WP00000000575L,50WG000000013444,79084,WRI1003453,,2042
50WP00000000575L,50WG000000013436,79084,WRI1003453,,2042
50WP00000000575L,50WG000000013428,79084,WRI1003453,,2042
50WP00000000006N,50WG00000000016Q,,WRI1002997,,0
50WP00000000006N,50WG00000000015S,,WRI1002997,,0
50WP00000000447U,50WG00000001018H,,WRI1003349,,419
50WP00000000447U,50WG00000001019F,,WRI1003349,,419
50WP00000000447U,50WG00000001017J,,WRI1003349,,419
50WP00000000447U,50WG00000001020U,,WRI1003349,,419
50WP00000000447U,50WG00000001021S,,WRI1003349,,419
50WP00000000447U,50WG00000001024M,,WRI1003349,,419
50WP00000000447U,50WG00000001022Q,,WRI1003349,,419
50WP00000000447U,50WG00000001023O,,WRI1003349,,419
50WP000000000940,50WG00000000244D,,WRI1003052,,
50WP000000000940,50WG00000000241J,,WRI1003052,,
50WP000000000940,50WG00000000240L,,WRI1003052,,
50WP00000000755J,50WG00000001924N,,WRI1003585,,170
50WP00000000755J,50WG00000001923P,,WRI1003585,,170
50WP00000000755J,50WG00000001926J,,WRI1003585,,170
50WP00000000755J,50WG00000001925L,,WRI1003585,,170
50WP00000000755J,50WG00000001922R,,WRI1003585,,170
50WP00000000755J,50WG00000001920V,,WRI1003585,,170
50WP00000000755J,50WG00000001921T,,WRI1003585,,170
50WP00000000755J,50WG00000001928F,,WRI1003585,,170
50WP00000000755J,50WG00000001927H,,WRI1003585,,170
50WP00000000755J,50WG00000001929D,,WRI1003585,,170
50WP00000000755J,50WG00000001932O,,WRI1003585,,170
50WP00000000755J,50WG00000001931Q,,WRI1003585,,170
50WP00000000755J,50WG00000001930S,,WRI1003585,,170
50WP00000000755J,50WG00000001914Q,,WRI1003585,,170
50WP00000000755J,50WG00000001919G,,WRI1003585,,170
50WP00000000755J,50WG00000001916M,,WRI1003585,,170
50WP00000000755J,50WG00000001915O,,WRI1003585,,170
50WP00000000755J,50WG00000001918I,,WRI1003585,,170
50WP00000000755J,50WG00000001917K,,WRI1003585,,170
50WP000000006221,50WG00000001485N,,WRI1003486,,
50WP000000006221,50WG00000001484P,,WRI1003486,,
50WP000000003184,50WG00000000763Q,,WRI1003199,,
50WP000000003184,50WG00000000764O,,WRI1003199,,
50WP000000000908,50WG00000000235E,,WRI1003069,,
50WP00000000096X,50WG000000002477,,WRI1003025,,
50WP00000000626U,50WG00000001492Q,,WRI1003489,,
50WP00000000626U,50WG00000001491S,,WRI1003489,,
50WP000000002714,50WG00000000670X,,WRI1003213,,
50WP000000002714,50WG00000000671V,,WRI1003213,,
50WP000000002706,50WG00000000669I,,WRI1003212,,525
50WP000000002706,50WG00000000668K,,WRI1003212,,525
50WP00000000099R,50WG00000000251G,,WRI1003070,,
50WP00000000099R,50WG00000000250I,,WRI1003070,,
50WP000000003613,50WG00000000840Y,,WRI1003284,,
50WP000000003613,50WG00000000841W,,WRI1003284,,
50WP00000000493N,50WG00000001118D,11295,WRI1003378,,315
50WP000000000576,50WG00000000125L,,WRI1003040,,
50WP000000003605,50WG00000000837N,192043,,,
50WP000000003605,50WG00000000838L,192043,,,
50WP000000003605,50WG00000000839J,192043,,,
50WP00000000189Q,50WG00000000469Q,,WRI1003142,,
50WPI00000005255,50WG00000001209A,,WRI1003400,,
50WPI00000005255,50WG00000001208C,,WRI1003400,,
50WPI00000005255,50WG00000001207E,,WRI1003400,,
50WPI00000005255,50WG00000001206G,,WRI1003400,,
50WP00000000188S,50WG00000000468S,,WRI1003141,,
50WP00000000718P,50WG00000001830W,,WRI1003516,,178
50WP00000000718P,50WG00000001831U,,WRI1003516,,178
50WP00000000718P,50WG00000001832S,,WRI1003516,,178
50WP00000000054C,50WG00000000122R,,WRI1003040,,
50WP00000000054C,50WG00000000121T,,WRI1003040,,
50WP000000000592,50WG00000000129D,,,,6339
50WP000000000592,50WG00000000128F,,,,6339
50WP000000000592,50WG00000000127H,,,,6339
50WP00000000494L,50WG00000001121O,,,,538
50WP00000000494L,50WG00000001122M,,WRI1003379,,538
50WP00000000494L,50WG00000001120Q,,WRI1003379,,538
50WP00000000494L,50WG00000001125G,,WRI1003379,,538
50WP00000000494L,50WG00000001126E,,WRI1003379,,538
50WP00000000494L,50WG00000001123K,,WRI1003379,,538
50WP00000000494L,50WG00000001124I,,WRI1003379,,538
50WP00000000494L,50WG00000001119B,,WRI1003379,,538
50WP00000000368Q,50WG00000000859D,,WRI1003289,,530
50WP00000000368Q,50WG00000000858F,,WRI1003289,,530
50WP00000000368Q,50WG00000000856J,,WRI1003289,,530
50WP00000000368Q,50WG00000000857H,,WRI1003289,,530
50WP00000000368Q,50WG00000000855L,,WRI1003289,,530
50WP00000000368Q,50WG00000000860S,,WRI1003289,,530
50WP000000002358,50WG00000000574T,,WRI1003172,,
50WP000000002358,50WG00000000575R,,WRI1003172,,
50WP000000002358,50WG00000000576P,,WRI1003172,,
50WP00000000100V,50WG00000000252E,,WRI1003593,,185
50WP00000000100V,50WG00000000254A,,WRI1003071,,185
50WP00000000100V,50WG00000000253C,,WRI1003071,,185
50WP00000000100V,50WG000000002558,,WRI1003071,,185
50WP00000000366U,50WG00000000854N,,WRI1003288,,74
50WP00000000366U,50WG00000000852R,,WRI1003288,,74
50WP00000000366U,50WG00000000853P,,WRI1003288,,74
50WP00000000366U,50WG00000000851T,,WRI1003288,,74
50WP00000000233C,50WG000000005700,,WRI1003170,,
50WP00000000233C,50WG00000000571Z,,WRI1003170,,
50WP00000000365W,50WG00000000849G,,WRI1003287,,
50WP00000000365W,50WG00000000850V,,WRI1003287,,
50WP00000000498D,50WG000000022168,,,,517
50WP00000000498D,50WG00000001135D,,,,517
50WP00000000498D,50WG00000001134F,,WRI1003381,,517
50WP00000000498D,50WG00000001133H,,WRI1003381,,517
50WP00000000498D,50WG00000001132J,,WRI1003381,,517
50WP00000000498D,50WG00000001131L,,WRI1003381,,517
50WP00000000498D,50WG00000001130N,,WRI1003381,,517
50WP00000000498D,50WG000000011298,,WRI1003381,,517
50WP00000000498D,50WG00000001128A,,WRI1003381,,517
50WP00000000106J,50WG000000002655,,WRI1003075,,
50WP00000000106J,50WG000000002639,,WRI1003075,,
50WP00000000106J,50WG000000002647,,WRI1003075,,
50WP00000000104N,50WG00000000260F,,WRI1003071,,
50WP000000005403,50WG00000001286T,,WRI1003418,,
50WP000000005403,50WG00000001285V,,WRI1003418,,
50WP000000005403,50WG00000001284X,,WRI1003418,,
50WP000000004148,50WG00000000954J,,WRI1003318,,
50WP000000004148,50WG00000000955H,,WRI1003318,,
50WP00000000411E,50WG00000000948E,,,,651
50WP00000000411E,50WG00000000949C,,,,651
50WP00000000411E,50WG00000000946I,,,,651
50WP00000000411E,50WG00000000947G,,,,651
50WP00000000411E,50WG00000000944M,,,,651
50WP00000000411E,50WG00000000945K,,,,651
50WP00000000411E,50WG00000000942Q,,,,651
50WP00000000411E,50WG00000000943O,,,,651
50WP00000000411E,50WG00000000952N,,,,651
50WP00000000411E,50WG00000000953L,,,,651
50WP00000000411E,50WG00000000950R,,,,651
50WP00000000411E,50WG00000000951P,,,,651
50WP00000000410G,50WG00000000941S,,WRI1003316,,
50WP00000000107H,50WG000000002671,,WRI1003076,,
50WP000000001912,50WG000000004712,192446,,,
50WP000000001904,50WG000000004704,,WRI1003143,,
50WP000000007201,50WG00000001834O,,WRI1003518,,
50WP000000007201,50WG00000001835M,,WRI1003518,,
50WP00000000852L,50WG000000021455,,,,401
50WP00000000852L,50WG000000021463,,WRI1003429,,401
50WP00000000852L,50WG000000021447,,WRI1003429,,401
50WPI00000007045,50WG000000018101,,WRI1003555,,
50WPI00000007045,50WG00000001807R,,WRI1003555,,
50WPI00000007045,50WG00000001806T,,WRI1003555,,
50WPI00000007045,50WG00000001809N,,WRI1003555,,
50WPI00000007045,50WG00000001808P,,WRI1003555,,
50WP00000000724U,50WG00000001840T,,WRI1003471,,404
50WP00000000724U,50WG00000001839E,,WRI1003471,,404
50WP00000000724U,50WG00000001838G,,WRI1003471,,404
50WP00000000722Y,50WG00000001836K,,WRI1003518,,
50WP00000000855F,50WG00000002150C,,WRI1002991,,
50WP000000001920,50WG000000004720,,WRI1003145,,
50WP00000000854H,50WGI00000021485,,WRI1003431,,402
50WP00000000854H,50WG00000002149Y,,WRI1003431,,402
50WP00000000854H,50WG000000021471,,WRI1003431,,402
50WP000000000665,50WG00000000170G,,WRI1003048,,
50WP00000000198P,50WG00000000488M,,WRI1003149,,
50WP00000000063B,50WG00000000132O,,,,6339
50WP00000000199N,50WG00000000489K,,WRI1003150,,
50WP000000000673,50WG00000000172C,,WRI1003049,,2016
50WP000000000673,50WG00000000173A,,WRI1003049,,2016
50WP000000000673,50WG000000001748,,WRI1003049,,2016
50WP000000000673,50WG00000000171E,,WRI1003049,,2016
50WP000000000673,50WG000000001756,,WRI1003049,,2016
50WP000000000673,50WG000000001764,,,,2016
50WP00000000729K,50WG00000001850Q,,,,780
50WP00000000729K,50WG00000001849B,,,,780
50WP00000000110S,50WG00000000270C,,WRI1003079,,
50WP000000002471,50WG00000000599D,,WRI1003190,,
50WP000000002471,50WG00000000597H,,WRI1003190,,
50WPI00000001845,50WGI00000004645,192459,,,
50WP00000000113M,50WG000000002744,,,,1409
50WP00000000113M,50WG000000002736,,,,1409
50WP000000002463,50WG00000000595L,,WRI1003189,,
50WP000000002463,50WG00000000596J,,WRI1003189,,
50WP00000000112O,50WG000000002728,,WRI1003081,,
50WP00000000680O,50WG00000001742T,,WRI1003539,,124
50WP00000000680O,50WG00000001741V,,WRI1003539,,124
50WP00000000111Q,50WG00000000271A,,WRI1003080,,
50WP00000000119A,50WGI00000002855,,WRI1003088,,156
50WP00000000119A,50WG00000000286Y,,WRI1003088,,156
50WP000000006888,50WG00000001756I,,WRI1003544,,409
50WP000000006888,50WG00000001759C,,WRI1003544,,409
50WP000000006888,50WG00000001758E,,WRI1003544,,409
50WP000000006888,50WG00000001757G,,WRI1003544,,409
50WP000000006888,50WG00000001764J,,WRI1003544,,409
50WP000000006888,50WG00000001763L,,WRI1003544,,409
50WP000000006888,50WG00000001765H,,WRI1003544,,409
50WP000000006888,50WG00000001760R,,WRI1003544,,409
50WP000000006888,50WG00000001762N,,WRI1003544,,409
50WP000000006888,50WG00000001761P,,WRI1003544,,409
50WP00000000687A,50WG00000001755K,,WRI1003543,,176
50WP00000000118C,50WG000000002841,,WRI1003087,,539
50WP00000000118C,50WG000000002833,,WRI1003087,,539
50WP00000000420D,50WG00000000981G,,WRI1003323,,
50WP00000000420D,50WG00000000983C,,WRI1003323,,
50WP00000000420D,50WG00000000982E,,WRI1003323,,
50WP00000000420D,50WG00000000984A,,WRI1003323,,
50WP00000000552X,50WG00000001305E,,WRI1003437,,166
50WP00000000552X,50WG00000001303I,,WRI1003437,,166
50WP00000000552X,50WG00000001304G,,WRI1003437,,166
50WP00000000552X,50WG00000001302K,,WRI1003437,,166
50WP00000000552X,50WG000000013096,,WRI1003437,,166
50WP00000000552X,50WG000000013088,,WRI1003437,,166
50WP00000000552X,50WG00000001307A,,WRI1003437,,166
50WP00000000552X,50WG00000001306C,,,,166
50WP00000000685E,50WG00000001752Q,,WRI1003541,,408
50WP00000000685E,50WG00000001751S,,WRI1003541,,408
50WP00000000116G,50WG000000002809,,WRI1003086,,
50WP00000000551Z,50WG00000001301M,,WRI1003436,,
50WP00000000551Z,50WG00000001300O,,WRI1003436,,
50WP00000000551Z,50WG00000001299K,,WRI1003436,,
50WP00000000115I,50WG00000000279V,,WRI1003084,,
50WP00000000115I,50WG00000000278X,,WRI1003084,,
50WP00000000684G,50WG00000001749F,,,,408
50WP00000000684G,50WG00000001750U,,,,408
50WP00000000558L,50WG000000013193,,WRI1003441,,
50WP00000000558L,50WG00000001320I,,WRI1003441,,
50WP000000004253,50WG000000009890,,WRI1003325,,
50WP000000004245,50WG000000009874,,WRI1003325,,
50WP00000000866A,50WG00000002174Z,,WRI1003006,,
50WP00000000429W,50WG000000009947,,WRI1003330,,533
50WP00000000429W,50WG000000009939,,WRI1003330,,533
50WP00000000428Y,50WG00000000992B,,WRI1003329,,
50WP00000000863G,50WG000000021625,,WRI1003002,,553
50WP00000000863G,50WG000000021617,,WRI1003002,,553
50WP00000000863G,50WG00000002169S,,WRI1003002,,553
50WP00000000863G,50WG00000002168U,,WRI1003002,,553
50WP00000000863G,50WG00000002167W,,WRI1003002,,553
50WP00000000863G,50WG00000002166Y,,WRI1003002,,553
50WP00000000863G,50WG000000021641,,WRI1003002,,553
50WP00000000863G,50WG000000021633,,WRI1003002,,553
50WP00000000863G,50WGI00000021655,,WRI1003002,,553
50WP00000000863G,50WG000000021722,,WRI1003002,,553
50WP00000000863G,50WG000000021714,,WRI1003002,,553
50WP00000000863G,50WG000000021706,,WRI1003002,,553
50WP00000000736N,50WG000000018792,,WRI1003566,,
50WP00000000736N,50WG000000018784,,WRI1003566,,
50WP000000006035,50WG000000014254,,WRI1003475,,
50WP000000008694,50WG00000002178R,,WRI1003007,,
50WP00000000071C,50WG00000000179Z,,WRI1003050,,137
50WP00000000071C,50WG000000001845,,WRI1003050,,137
50WP00000000071C,50WG00000000180D,,WRI1003050,,137
50WP00000000071C,50WG00000000181B,,WRI1003050,,137
50WP00000000071C,50WG000000001829,,WRI1003050,,137
50WP00000000071C,50WG000000001837,,WRI1003050,,137
50WP00000000733T,50WG00000001860N,79086,,,
50WP00000000733T,50WG00000001861L,79086,,,
50WP00000000733T,50WG00000001856E,79086,,,
50WP00000000733T,50WG00000001857C,79086,,,
50WP00000000733T,50WG00000001858A,79086,,,
50WP00000000733T,50WG00000001855G,79086,,,
50WP00000000733T,50WG000000018598,79086,,,
50WP000000008678,50WG00000002177T,,WRI1003005,,
50WP000000008678,50WG00000002176V,,WRI1003005,,
50WP000000008678,50WG00000002175X,,WRI1003005,,
50WP00000000607Y,50WG00000001438W,,WRI1003478,,182
50WP00000000607Y,50WG00000001439U,,WRI1003478,,182
50WP00000000607Y,50WG00000001437Y,,WRI1003478,,182
50WP00000000607Y,50WG000000014351,,WRI1003478,,182
50WP00000000607Y,50WG000000014335,,WRI1003478,,182
50WP00000000607Y,50WG000000014343,,WRI1003478,,182
50WP00000000607Y,50WG000000014319,,WRI1003478,,182
50WP00000000607Y,50WG000000014327,,WRI1003478,,182
50WP00000000607Y,50WG000000014513,,WRI1003478,,182
50WP00000000607Y,50WG000000014521,,WRI1003478,,182
50WP00000000607Y,50WG000000014505,,WRI1003478,,182
50WP00000000607Y,50WG00000001458Q,,WRI1003478,,182
50WP00000000607Y,50WG00000001459O,,WRI1003478,,182
50WP00000000607Y,50WG00000001456U,,WRI1003478,,182
50WP00000000607Y,50WG00000001457S,,WRI1003478,,182
50WP00000000607Y,50WG00000001454Y,,WRI1003478,,182
50WP00000000607Y,50WG00000001455W,,WRI1003478,,182
50WP00000000607Y,50WGI00000014365,,WRI1003478,,182
50WP00000000607Y,50WG000000014408,,WRI1003478,,182
50WP00000000607Y,50WG000000014416,,WRI1003478,,182
50WP00000000607Y,50WG000000014424,,WRI1003478,,182
50WP00000000607Y,50WG00000001448T,,WRI1003478,,182
50WP00000000607Y,50WG00000001449R,,WRI1003478,,182
50WP00000000607Y,50WG00000001446X,,WRI1003478,,182
50WP00000000607Y,50WG00000001447V,,WRI1003478,,182
50WP00000000607Y,50WG00000001445Z,,WRI1003478,,182
50WP00000000607Y,50WG000000014432,,WRI1003478,,182
50WP00000000607Y,50WG000000014440,,WRI1003478,,182
50WP00000000607Y,50WGI00000014535,,WRI1003478,,182
50WP00000000607Y,50WG00000001462Z,,WRI1003478,,182
50WP00000000607Y,50WG00000001463X,,WRI1003478,,182
50WP00000000607Y,50WG000000014610,,WRI1003478,,182
50WP00000000607Y,50WG000000014602,,WRI1003478,,182
50WP000000000770,50WG00000000204P,,WRI1003057,,
50WP000000000770,50WG00000000205N,,WRI1003057,,
50WP000000000762,50WG00000000203R,,WRI1003056,,
50WP00000000738J,50WG00000001881F,,WRI1003568,,
50WP00000000738J,50WG00000001883B,,WRI1003568,,
50WP00000000738J,50WG00000001882D,,WRI1003568,,
50WP000000000754,50WG00000000202T,,WRI1003055,,559
50WP000000000754,50WG00000000201V,,WRI1003055,,559
50WP00000000299J,50WG00000000733Z,,WRI1003243,,518
50WP00000000299J,50WG000000007320,,WRI1003243,,518
50WP00000000828I,50WG00000002085Y,,WRI1003649,,
50WP00000000828I,50WGI00000020845,,WRI1003649,,
50WP000000001653,50WG00000000413G,192417,WRI1003121,,519
50WP000000001653,50WG00000000414E,192417,WRI1003121,,519
50WPI00000003295,50WG00000000782M,,WRI1003258,,
50WP000000003419,50WG000000008009,,WRI1003265,,
50WP00000000037C,50WG00000000098Z,,WRI1003026,,
50WP00000000340B,50WG000000007995,,WRI1003264,,
50WP00000000169W,50WG00000000420J,,WRI1003125,,
50WP00000000034I,50WG000000000946,,WRI1003023,,
50WP00000000034I,50WG000000000938,,WRI1003023,,
50WP00000000034I,50WG00000000092A,,WRI1003023,,
50WPI00000005085,50WG000000011646,,WRI1003389,,470
50WPI00000005085,50WG000000011654,,WRI1003389,,470
50WPI00000005085,50WG000000011662,,WRI1003389,,470
50WPI00000005085,50WG000000011670,,WRI1003389,,470
50WPI00000005085,50WG00000001168Z,,WRI1003389,,470
50WPI00000005085,50WG00000001169X,,WRI1003389,,470
50WPI00000005085,50WGI00000011595,,WRI1003389,,470
50WPI00000005085,50WG000000011549,,WRI1003389,,470
50WPI00000005085,50WG000000011557,,WRI1003389,,470
50WPI00000005085,50WG000000011565,,WRI1003389,,470
50WPI00000005085,50WG000000011573,,WRI1003389,,470
50WPI00000005085,50WG000000011581,,WRI1003389,,470
50WPI00000005085,50WG00000001160E,,WRI1003389,,470
50WPI00000005085,50WG00000001161C,,WRI1003389,,470
50WPI00000005085,50WG000000011638,,WRI1003389,,470
50WPI00000005085,50WG00000001162A,,WRI1003389,,470
50WP00000000211M,50WG000000005166,,WRI1003159,,
50WP00000000475P,50WG00000001079Y,,WRI1003369,,
50WP000000003427,50WG000000008017,,WRI1003264,,
50WP000000000398,50WG000000001000,,WRI1003028,,
50WP00000000651V,50WG00000001553W,,,,6474
50WP00000000215E,50WGI00000005285,,WRI1003162,,
50WP00000000215E,50WG000000005263,,WRI1003162,,
50WP00000000215E,50WG000000005271,,WRI1003162,,
50WP00000000215E,50WG00000000529Y,,WRI1003162,,
50WP00000000650X,50WGI00000015515,,,,6474
50WP00000000650X,50WG00000001552Y,,,,6474
50WP00000000650X,50WG000000015501,,,,6474
50WP00000000650X,50WG000000015412,,,,6474
50WP00000000650X,50WG000000015404,,,,6474
50WP00000000650X,50WG000000015420,,,,6474
50WP00000000650X,50WG00000001548P,,,,6474
50WP00000000650X,50WG00000001547R,,,,6474
50WP00000000650X,50WG00000001549N,,,,6474
50WP00000000650X,50WG00000001544X,,,,6474
50WP00000000650X,50WG00000001543Z,,,,6474
50WP00000000650X,50WG00000001546T,,,,6474
50WP00000000650X,50WG00000001545V,,,,6474
50WP00000000213I,50WG00000000521D,192851,,,
50WP00000000213I,50WG00000000520F,192851,,,
50WP00000000213I,50WG000000005239,192851,,,
50WP00000000213I,50WG000000005247,192851,,,
50WP00000000213I,50WG00000000522B,192851,,,
50WP00000000213I,50WG000000005255,192851,,,
50WP00000000213I,50WG000000005182,192851,,,
50WP00000000213I,50WG000000005190,192851,,,
50WP00000000781I,50WG000000019861,,BRA0029858,,
50WP00000000781I,50WG000000019853,,BRA0029858,,
50WP00000000781I,50WGI00000019875,,BRA0029858,,
50WP00000000478J,50WG000000010828,,WRI1003372,,
50WP00000000478J,50WG000000010836,,WRI1003372,,
50WP00000000212K,50WG000000005174,,WRI1003161,,
50WP000000007892,50WG00000002002R,,WRI1003612,,
50WP000000007892,50WG00000002003P,,WRI1003612,,
50WP000000005225,50WG00000001201Q,,WRI1003398,,
50WP000000007884,50WG00000002000V,,WRI1003612,,
50WP000000007884,50WG00000002001T,,WRI1003612,,
50WP00000000654P,50WG00000001557O,,WRI1003515,,179
50WP000000002188,50WG00000000531A,,WRI1003163,,
50WP000000007876,50WG00000001999T,,WRI1003611,,
50WP000000007876,50WG00000001998V,,WRI1003611,,
50WP00000000653R,50WG00000001555S,,WRI1003513,,180
50WP00000000653R,50WG00000001556Q,,WRI1003513,,180
50WP00000000349U,50WG00000000815X,,WRI1003273,,
50WP00000000349U,50WG00000000816V,,WRI1003273,,
50WP00000000785A,50WG00000001997X,,,,418
50WP00000000785A,50WG00000001996Z,,,,418
50WP00000000785A,50WG000000019950,,,,418
50WP00000000785A,50WG000000019942,,,,418
50WP00000000785A,50WG000000019934,,,,418
50WP00000000785A,50WG000000019926,,,,418
50WP000000005241,50WG00000001204K,,WRI1003399,,
50WP000000005241,50WG00000001203M,,WRI1003399,,
50WP000000005241,50WG00000001205I,,WRI1003399,,
50WP000000007007,50WG000000017990,,WRI1003554,,400
50WP000000007007,50WG000000017974,,WRI1003554,,400
50WP000000007007,50WG000000017982,,WRI1003554,,400
50WP000000007007,50WG000000018004,,WRI1003554,,400
50WP000000007007,50WG000000018012,,WRI1003554,,400
50WP000000007007,50WG00000001803Z,,WRI1003554,,400
50WP000000007007,50WG00000001804X,,WRI1003554,,400
50WP000000007007,50WG000000018020,,WRI1003554,,400
50WP000000007007,50WG00000001805V,,WRI1003554,,400
50WP00000000041L,50WG00000000103V,,WRI1003030,,
50WP000000001750,50WGI00000004475,,WRI1003130,,
50WP000000001750,50WG00000000448Y,,WRI1003130,,
50WP00000000040N,50WG00000000101Z,,WRI1003029,,
50WP000000001734,50WG000000004453,,WRI1003128,,
50WP00000000835L,50WG00000002099N,,WRI1003651,,
50WP000000001718,50WG00000000424B,,WRI1003126,,
50WP000000001718,50WG00000000423D,,WRI1003126,,
50WP00000000045D,50WG00000000110Y,,WRI1003034,,
50WP00000000045D,50WG00000000108L,,WRI1003034,,
50WP00000000045D,50WG00000000109J,,WRI1003034,,
50WP00000000480W,50WG000000010852,,,,645
50WP00000000707U,50WG00000001812Y,,WRI1003557,,410
50WP00000000707U,50WG00000001813W,,WRI1003557,,410
50WP00000000042J,50WG00000000104T,,WRI1003031,,
50WP000000003532,50WG00000000824W,,WRI1003277,,
50WP000000003532,50WG00000000823Y,,WRI1003277,,
50WP000000003532,50WG00000000825U,,WRI1003277,,
50WP000000003524,50WGI00000008225,,WRI1003276,,
50WP000000003524,50WG000000008211,,WRI1003276,,
50WP00000000484O,50WG000000010941,,,,1276
50WP00000000484O,50WG000000010925,,,,1276
50WP00000000484O,50WG000000010933,,,,1276
50WP00000000484O,50WG000000010917,,,,1276
50WP00000000484O,50WG000000010909,,,,1276
50WP00000000484O,50WGI00000010955,,,,1276
50WP00000000484O,50WG00000001096Y,,,,1276
50WP000000003516,50WG000000008203,,WRI1003275,,
50WP000000003516,50WG00000000819P,,WRI1003275,,
50WP000000000487,50WG00000000116M,,WRI1003037,,
50WP000000000487,50WG00000000115O,,WRI1003037,,
50WP000000000479,50WG00000000114Q,,WRI1003036,,
50WP000000000479,50WG00000000113S,,WRI1003036,,
50WPI00000006405,50WG000000015153,,WRI1003497,,
50WPI00000006405,50WG000000015161,,WRI1003497,,
50WP00000000356X,50WG00000000833V,,WRI1003279,,
50WP00000000223F,50WG00000000537Z,,WRI1003168,,
50WP00000000488G,50WG00000001100W,,WRI1003375,,644
50WP00000000221J,50WG000000005344,,WRI1003167,,
50WP00000000221J,50WG000000005352,,WRI1003167,,
50WP00000000220L,50WG000000005336,,WRI1003167,,
50WP00000000486K,50WG00000001097W,,BRA0030768,,
50WP000000002285,50WGI00000005625,,WRI1003178,,
50WP000000002285,50WG00000000563Y,,WRI1003178,,
50WP000000002285,50WG00000000564W,,WRI1003178,,
50WP000000002285,50WG000000005603,,WRI1003178,,
50WP000000002285,50WG000000005611,,WRI1003178,,
50WP000000002285,50WG00000000559P,,WRI1003178,,
50WP000000002285,50WG00000000558R,,WRI1003178,,
50WP000000002285,50WG00000000555X,,WRI1003178,,
50WP000000002285,50WG00000000557T,,WRI1003178,,
50WP000000002285,50WG00000000556V,,WRI1003178,,
50WP000000007973,50WG000000020289,192449,,,
50WP000000007973,50WG00000002027B,192449,,,
50WP000000007973,50WG00000002026D,192449,,,
50WP000000007973,50WG00000002025F,192449,,,
50WP000000007973,50WG00000002024H,192449,,,
50WP000000007973,50WG00000002023J,192449,,,
50WP000000007973,50WG00000002022L,192449,,,
50WP00000000359R,50WG00000000836P,,WRI1003282,,
50WP000000007957,50WG00000002015I,,WRI1003622,,168
50WP000000007957,50WG00000002014K,,WRI1003622,,168
50WP000000007957,50WG00000002013M,,WRI1003622,,168
50WP000000007957,50WG00000002012O,,WRI1003622,,168
50WP000000007957,50WG00000002019A,,WRI1003622,,168
50WP000000007957,50WG00000002017E,,WRI1003622,,168
50WP000000007957,50WG00000002018C,,WRI1003622,,168
50WP000000007957,50WG00000002016G,,WRI1003622,,168
50WP000000007957,50WG00000002011Q,,WRI1003622,,168
50WP000000007957,50WG00000002021N,,WRI1003622,,168
50WP000000007957,50WG00000002020P,,WRI1003622,,168
50WP00000000358T,50WG00000000835R,,WRI1003281,,
50WP000000002269,50WG000000005522,,WRI1003176,,
50WP00000000660U,50WG00000001657K,,WRI1003524,,
50WP00000000224D,50WGI00000005455,,WRI1003173,,
50WP00000000224D,50WG000000005409,,WRI1003173,,
50WP00000000224D,50WG000000005417,,WRI1003173,,
50WP00000000224D,50WG000000005425,,WRI1003173,,
50WP00000000224D,50WG000000005441,,WRI1003173,,
50WP00000000224D,50WG000000005433,,WRI1003173,,
50WP00000000224D,50WG00000000548U,,WRI1003173,,
50WP00000000224D,50WG00000000547W,,WRI1003173,,
50WP00000000224D,50WG00000000549S,,WRI1003173,,
50WP00000000224D,50WG00000000546Y,,WRI1003173,,
50WP00000000224D,50WG000000005506,,WRI1003173,,
50WP00000000224D,50WG00000000539V,,WRI1003173,,
50WP00000000224D,50WG00000000538X,,WRI1003173,,
50WP00000000667G,50WG00000001678C,,WRI1003529,,407
50WP00000000667G,50WG00000001677E,,WRI1003529,,407
50WP000000005330,50WG00000001234B,,WRI1003409,,165
50WP00000000665K,50WG00000001674K,,WRI1003528,,406
50WP00000000665K,50WG00000001675I,,WRI1003528,,406
50WP00000000665K,50WG00000001676G,,WRI1003528,,406
50WP000000002293,50WG00000000565U,,WRI1003178,,158
50WP000000004059,50WG00000000929I,,WRI1003312,,
50WP000000004059,50WG00000000936L,,WRI1003312,,
50WP000000004059,50WG00000000935N,,WRI1003312,,
50WP000000004059,50WG00000000934P,,WRI1003312,,
50WP000000004059,50WG00000000933R,,WRI1003312,,
50WP000000004059,50WG00000000932T,,WRI1003312,,
50WP000000004059,50WG00000000931V,,WRI1003312,,
50WP000000004059,50WG00000000930X,,WRI1003312,,
50WP00000000403D,50WG00000000927M,,WRI1003310,,
50WPI00000003465,50WG000000008122,,WRI1003270,,
50WP000000001823,50WG000000004607,,WRI1003136,,2044
50WP000000001823,50WG000000004615,,WRI1003136,,2044
50WP000000001823,50WG000000004623,,WRI1003136,,2044
50WP000000001823,50WG000000004631,,WRI1003136,,2044
50WP000000001823,50WG00000000459T,,WRI1003136,,2044
50WP000000001823,50WG00000000457X,,WRI1003136,,2044
