Plant Code,Country,Plant Name,Owner,Latitude,Longitude,Primary Fuel,Total Capacity (MW),Net Generation (MWh),Operating Year,,,Total cap. (MW),Total gen. (MWh),
404,USA,Scattergood,Los Angeles Department of Water & Power,33.918151,-118.427648,Gas,823.2,1133912,1958,,,,,
406,USA,Tok,Alaska Power and Telephone Co,63.3367,-142.9856,Oil,7.6,8902,1999,,,,,
407,USA,Upper Gorge,Los Angeles Department of Water & Power,37.546036,-118.590001,Hydro,37.5,27323,1953,,,,,
408,USA,Valley (CA),Los Angeles Department of Water & Power,34.244991,-118.391327,Gas,690.5,1566552,2002,,,,,
409,USA,Exchequer,Merced Irrigation District,37.584345,-120.26859,Hydro,94.5,77225,1967,,,,,
410,USA,McSwain,Merced Irrigation District,37.522065,-120.31009,Hydro,9,11144,1967,,,,,
412,USA,Chicago Park,Nevada Irrigation District,39.177903,-120.890856,Hydro,44,59831,1965,,,,,
413,USA,Dutch Flat 2,Nevada Irrigation District,39.2184,-120.8352,Hydro,27.3,19912,1965,,,,,
414,USA,Beardsley,Oakdale&South San Joaquin Irrigation D.,38.202569,-120.076983,Hydro,10,15182,1957,,,,,
415,USA,Donnells,Oakdale&South San Joaquin Irrigation D.,38.246656,-120.034072,Hydro,72,134635,1957,,,,,
416,USA,Tulloch,Oakdale&South San Joaquin Irrigation D.,37.876111,-120.605,Hydro,24.2,91491,1958,,,,,
417,USA,Forbestown,South Feather Water and Power Agency,39.551012,-121.278784,Hydro,41.9,58149,1963,,,,,
418,USA,Kelly Ridge,South Feather Water and Power Agency,39.531784,-121.491247,Hydro,10,33070,1963,,,,,
419,USA,Woodleaf,South Feather Water and Power Agency,39.553811,-121.204077,Hydro,59,89001,1963,,,,,
420,USA,Broadway (CA),City of Pasadena - (CA),34.1254,-118.148,Gas,75,64791,1965,,,,,
421,USA,Craig (AK),Alaska Power and Telephone Co,55.4764,-133.1483,Oil,4.4,306,1984,,,,,
422,USA,Glenarm,City of Pasadena - (CA),34.126,-118.1494,Gas,178.6,33607,1976,,,,,
423,USA,Hydaburg,Alaska Power and Telephone Co,55.2081,-132.8267,Oil,1,13,1990,,,,,
424,USA,French Meadows,Placer County Water Agency,39.077971,-120.406069,Hydro,15.3,21280,1966,,,,,
425,USA,Middle Fork,Placer County Water Agency,39.024801,-120.596383,Hydro,116.1,270448,1966,,,,,
426,USA,Oxbow (CA),Placer County Water Agency,39.003372,-120.746651,Hydro,6.1,14509,1966,,,,,
427,USA,Ralston,Placer County Water Agency,39.000999,-120.725053,Hydro,79.2,200529,1966,,,,,
428,USA,Parker,Merced Irrigation District,37.477838,-120.444492,Hydro,2.7,3047,1982,,,,,
430,USA,Camino,Sacramento Municipal Util Dist,38.82881,-120.537089,Hydro,157.8,153928,1963,,,,,
431,USA,Jaybird,Sacramento Municipal Util Dist,38.83405,-120.53176,Hydro,161.6,242172,1961,,,,,
432,USA,Loon Lake,Sacramento Municipal Util Dist,38.982697,-120.324503,Hydro,74.1,55822,1971,,,,,
433,USA,Robbs Peak,Sacramento Municipal Util Dist,38.896511,-120.378292,Hydro,25.5,24230,1965,,,,,
435,USA,White Rock/Slab Creek,Sacramento Municipal Util Dist,38.765336,-120.787366,Hydro,266,216343,1968,,,,,
436,USA,Devil Canyon,California Dept. of  Water Resources,34.2056,-117.3344,Hydro,276.2,216054,1972,,,,,
437,USA,Edward C Hyatt,California Dept. of  Water Resources,39.542985,-121.492188,Hydro,644.1,652588,1968,,,,,
438,USA,Thermalito,California Dept. of  Water Resources,39.514893,-121.630077,Hydro,115.1,0,1968,,,,,
439,USA,Don Pedro,Turlock Irrigation District,37.695994,-120.420152,Hydro,170.8,155818,1971,,,,,
440,USA,La Grange,Turlock Irrigation District,37.6697,-120.4436,Hydro,4.5,7657,1924,,,,,
441,USA,Folsom,U S Bureau of Reclamation,38.70675,-121.158443,Hydro,198.6,185147,1955,,,,,
442,USA,Judge F Carr,U S Bureau of Reclamation,40.646934,-122.626973,Hydro,154.4,338338,1963,,,,,
443,USA,Keswick,U S Bureau of Reclamation,40.611858,-122.446441,Hydro,117,284273,1950,,,,,
444,USA,Nimbus,U S Bureau of Reclamation,38.63735,-121.220198,Hydro,13.4,26149,1955,,,,,
445,USA,Shasta,U S Bureau of Reclamation,40.717455,-122.422274,Hydro,714,1012933,1949,,,,,
446,USA,ONeill,U S Bureau of Reclamation,37.098671,-121.047718,Hydro,25.2,-5735,1968,,,,,
447,USA,Parker Dam,U S Bureau of Reclamation,34.295334,-114.140222,Hydro,120,448589,1942,,,,,
448,USA,W R Gianelli,California Dept. of  Water Resources,37.0692,-121.0772,Hydro,424,-142409,1968,,,,,
450,USA,Spring Creek,U S Bureau of Reclamation,40.628115,-122.467509,Hydro,180,283446,1964,,,,,
451,USA,Trinity,U S Bureau of Reclamation,40.797296,-122.762553,Hydro,140,279059,1964,,,,,
454,USA,Colgate,Yuba County Water Agency,39.330833,-121.191666,Hydro,315,538803,1969,,,,,
455,USA,Narrows 2,Yuba County Water Agency,39.238996,-121.270409,Hydro,46.7,94716,1969,,,,,
457,USA,Bear Valley,City of Escondido - (CA),33.166111,-117.016667,Hydro,1.4,562,1986,,,,,
460,USA,Pueblo,Black Hills/Colorado Elec.Util,38.2667,-104.6144,Oil,10,-316,1964,,,,,
464,USA,Alamosa,Public Service Co of Colorado,37.4594,-105.8947,Gas,53.2,1866,1973,,,,,
466,USA,Boulder Canyon Hydro,Boulder City of,40.004725,-105.332495,Hydro,5,19615,2013,,,,,
467,USA,Cabin Creek,Public Service Co of Colorado,39.6551,-105.7088,Hydro,300,-159359,1967,,,,,
469,USA,Cherokee,Public Service Co of Colorado,39.807275,-104.964548,Coal,551.3,3075374,1962,,,,,
470,USA,Comanche (CO),Public Service Co of Colorado,38.2081,-104.5747,Coal,1635.3,8289783,1973,,,,,
471,USA,Fruita,Public Service Co of Colorado,39.1364,-108.7347,Gas,26.6,129,1973,,,,,
472,USA,Georgetown Hydro,Public Service Co of Colorado,39.6919,-105.6978,Hydro,1.2,6165,1906,,,,,
473,USA,Grand Valley Project Power Plant,Orchard Mesa Irrigation District,39.101667,-108.345556,Hydro,3,13448,1932,,,,,
474,USA,Salida,Public Service Co of Colorado,38.53419,-106.182003,Hydro,1.4,2152,1929,,,,,
476,USA,Shoshone (CO),Public Service Co of Colorado,39.57013,-107.226876,Hydro,14.4,66015,1909,,,,,
477,USA,Valmont,Public Service Co of Colorado,40.0195,-105.202,Coal,251,1048991,1964,,,,,
478,USA,Zuni,Public Service Co of Colorado,39.737348,-105.016991,Gas,75,-980,1954,,,,,
479,USA,Temescal,Metropolitan Water District of S CA,33.8343,-117.4971,Hydro,2.9,16144,1983,,,,,
480,USA,Corona,Metropolitan Water District of S CA,33.85895,-117.6106,Hydro,2.9,14259,1983,,,,,
481,USA,Perris,Metropolitan Water District of S CA,33.8361,-117.1831,Hydro,7.9,0,1983,,,,,
482,USA,Rio Hondo,Metropolitan Water District of S CA,34.004722,-118.09917,Hydro,1.9,1003,1984,,,,,
483,USA,Coyote Creek,Metropolitan Water District of S CA,33.92493,-117.95517,Hydro,3.1,7784,1984,,,,,
484,USA,Red Mountain,Metropolitan Water District of S CA,33.3944,-117.1889,Hydro,5.9,11651,1985,,,,,
487,USA,Valley View,Metropolitan Water District of S CA,33.9001,-117.82905,Hydro,4.1,20471,1985,,,,,
489,USA,Upper Dawson,Turlock Irrigation District,37.6508,-120.4706,Hydro,4.4,6860,1983,,,,,
491,USA,Center,City of Center - (CO),37.755,-106.1092,Oil,1.5,0,1963,,,,,
492,USA,Martin Drake,City of Colorado Springs - (CO),38.824444,-104.833333,Coal,257,1169606,1962,,,,,
493,USA,George Birdsall,City of Colorado Springs - (CO),38.881389,-104.816944,Gas,59.6,8037,1953,,,,,
494,USA,Manitou Springs,City of Colorado Springs - (CO),38.855556,-104.933056,Hydro,6,20354,1939,,,,,
495,USA,Ruxton Park,City of Colorado Springs - (CO),38.841354,-104.973802,Hydro,1.2,1076,1925,,,,,
502,USA,Holly,Town of Holly - (CO),38.055,-102.2004,Oil,2.9,5,2000,,,,,
504,USA,Julesburg,City of Julesburg - (CO),40.9681,-102.2492,Oil,2.8,0,1951,,,,,
505,USA,Boysen,U S Bureau of Reclamation,43.417872,-108.177545,Hydro,15,69504,1952,,,,,
506,USA,La Junta,City of La Junta - (CO),37.9844,-103.5436,Oil,17.2,-1073,1939,,,,,
507,USA,Las Animas,City of Las Animas - (CO),38.0597,-103.2206,Oil,5.6,0,1941,,,,,
508,USA,Lamar Plant,City of Lamar - (CO),38.033327,-102.537915,Coal,61.7,10359,1972,,,,,
510,USA,Sonoma California Geothermal,Geysers Power Co LLC,38.7903,-122.7559,Geothermal,78,318272,1983,,,,,
511,USA,Trinidad (CO),City of Trinidad - (CO),37.178979,-104.487492,Coal,12.9,24,1950,,,,,
512,USA,Blue Mesa,U S Bureau of Reclamation,38.453191,-107.337483,Hydro,86.4,221259,1967,,,,,
513,USA,Estes,U S Bureau of Reclamation,40.376771,-105.509665,Hydro,45,95294,1950,,,,,
514,USA,Morrow Point,U S Bureau of Reclamation,38.451753,-107.539299,Hydro,173.2,295791,1970,,,,,
515,USA,Big Thompson,U S Bureau of Reclamation,40.421031,-105.223804,Hydro,4.5,2006,1959,,,,,
516,USA,Green Mountain,U S Bureau of Reclamation,39.878805,-106.332725,Hydro,26,93802,1943,,,,,
517,USA,Marys Lake,U S Bureau of Reclamation,40.34408,-105.534308,Hydro,8.1,35205,1951,,,,,
518,USA,Flatiron,U S Bureau of Reclamation,40.364996,-105.236032,Hydro,94.5,222616,1954,,,,,
519,USA,Pole Hill,U S Bureau of Reclamation,40.365056,-105.325074,Hydro,38.2,191968,1954,,,,,
520,USA,Lower Molina,U S Bureau of Reclamation,39.19366,-108.044088,Hydro,5.6,15693,1962,,,,,
521,USA,Upper Molina,U S Bureau of Reclamation,39.143808,-108.004777,Hydro,9.9,24430,1962,,,,,
525,USA,Hayden,Public Service Co of Colorado,40.4856,-107.185,Coal,465.4,3156780,1965,,,,,
527,USA,Nucla,"Tri-State G & T Assn, Inc",38.2383,-108.5069,Coal,113.8,417584,1959,,,,,
531,USA,Camp Far West,Sacramento Municipal Util Dist,39.048802,-121.316966,Hydro,7.2,5767,1985,,,,,
533,USA,McWilliams,PowerSouth Energy Cooperative,31.400255,-86.476449,Gas,654,3193339,1954,,,,,
534,USA,Jones Fork,Sacramento Municipal Util Dist,38.850283,-120.381883,Hydro,10,10648,1985,,,,,
535,USA,McClellan (CA),Sacramento Municipal Util Dist,38.652731,-121.393336,Gas,77,3722,1986,,,,,
537,USA,Camanche,East Bay Municipal Util Dist,38.2268,-121.0245,Hydro,10.8,4919,1983,,,,,
539,USA,Rocky River (CT),FirstLight Power Resources Services LLC,41.5826,-73.4349,Hydro,31,6782,1929,,,,,
540,USA,Branford,Connecticut Jet Power LLC,41.2925,-72.7942,Oil,21.8,654,1967,,,,,
541,USA,Bulls Bridge,FirstLight Power Resources Services LLC,41.659046,-73.491984,Hydro,7.2,37929,1903,,,,,
542,USA,Cos Cob,Connecticut Jet Power LLC,41.0289,-73.5989,Oil,115,4743,1969,,,,,
544,USA,Devon Station,Devon Power LLC,41.209797,-73.108976,Oil,222.6,6152,1985,,,,,
546,USA,Montville Station,NRG Montville Operations Inc,41.4281,-72.1019,Oil,495.3,49107,1967,,,,,
547,USA,Northfield Mountain,"FirstLight Power Resources, Inc. - MA",42.610683,-72.471643,Hydro,940,-309676,1973,,,,,
550,USA,Kettle Falls Generating Station,Avista Corp,48.620336,-118.111059,Waste,57.9,263443,1983,,,,,
551,USA,Scotland Dam,FirstLight Power Resources Services LLC,41.6651,-72.1221,Hydro,2,6366,1937,,,,,
552,USA,Shepaug,FirstLight Power Resources Services LLC,41.44842,-73.295321,Hydro,37.2,145192,1955,,,,,
553,USA,Stevenson,FirstLight Power Resources Services LLC,41.3833,-73.1714,Hydro,30.5,93171,1919,,,,,
554,USA,Taftville,FirstLight Power Resources Services LLC,41.5725,-72.0458,Hydro,1.6,5042,1926,,,,,
557,USA,Tunnel,FirstLight Power Resources Services LLC,41.555425,-72.041829,Oil,20.5,7727,1919,,,,,
559,USA,Rainbow (CT),Farmington River Power Company,41.915312,-72.693616,Hydro,8,32155,1925,,,,,
560,USA,Falls Village,FirstLight Power Resources Services LLC,41.957272,-73.369297,Hydro,9,45744,1914,,,,,
561,USA,Franklin Drive,Connecticut Jet Power LLC,41.798943,-73.116267,Oil,21.8,716,1968,,,,,
562,USA,Middletown,Middletown Power LLC,41.554944,-72.579075,Oil,786.4,234935,1966,,,,,
563,USA,South Meadow,NAES Corp,41.7495,-72.6524,Oil,167.2,4121,1970,,,,,
564,USA,Stanton Energy Center,Orlando Utilities Comm,28.4822,-81.1678,Coal,1262,6075239,1987,,,,,
565,USA,Torrington Terminal,Connecticut Jet Power LLC,41.776109,-73.120886,Oil,21.8,607,1967,,,,,
566,USA,Millstone,Dominion Nuclear Conn Inc,41.3107,-72.1677,Nuclear,2162.9,15840619,1975,,,,,
568,USA,Bridgeport Station,PSEG Power Connecticut LLC,41.1706,-73.1844,Coal,418.6,832889,1968,,,,,
579,USA,Central Hudson High Falls,Central Hudson Gas & Elec Corp,41.828814,-74.131877,Hydro,3.2,0,1986,,,,,
581,USA,North Main Street,City of Norwich - (CT),41.52679,-72.064935,Oil,19,575,1972,,,,,
583,USA,Tenth Street,City of Norwich - (CT),41.538955,-72.050936,Hydro,1.4,2144,1967,,,,,
584,USA,Navajo Dam,City of Farmington - (NM),36.8061,-107.6131,Hydro,30,60678,1989,,,,,
585,USA,Drop 1,Imperial Irrigation District,32.711611,-114.942666,Hydro,5.7,16396,1984,,,,,
586,USA,East Highline,Imperial Irrigation District,32.699451,-115.28245,Hydro,2.4,3368,1984,,,,,
589,USA,J C McNeil,City of Burlington Electric - (VT),44.4917,-73.208056,Waste,59.5,287186,1984,,,,,
591,USA,Christiana,Calpine Mid-Atlantic Generation LLC,39.7302,-75.5371,Oil,52,1223,1973,,,,,
592,USA,Delaware City 10,Calpine Mid-Atlantic Generation LLC,39.600408,-75.626811,Oil,18.5,963,1968,,,,,
593,USA,Edge Moor,Calpine Mid-Atlantic Generation LLC,39.73886,-75.50384,Gas,710.3,852310,1963,,,,,
594,USA,Indian River Generating Station,Indian River Operations Inc,38.5857,-75.2341,Coal,464.1,873060,1967,,,,,
597,USA,West Station (DE),Calpine Mid-Atlantic Generation LLC,39.7283,-75.6289,Oil,20,60,1964,,,,,
599,USA,McKee Run,NAES Corporation - (DE),39.176222,-75.546628,Gas,151.2,33479,1962,,,,,
602,USA,Brandon Shores,Raven Power Holdings LLC,39.18,-76.5389,Coal,1370,4758982,1984,,,,,
607,USA,Fredonia,Puget Sound Energy Inc,48.4558,-122.4358,Gas,376,67546,1984,,,,,
609,USA,Cape Canaveral,Florida Power & Light Co,28.4698,-80.7644,Gas,1295,6845355,2013,,,,,
612,USA,Fort Myers,Florida Power & Light Co,26.6967,-81.7831,Gas,2827.5,8843734,1974,,,,,
613,USA,Lauderdale,Florida Power & Light Co,26.0686,-80.1984,Gas,1863.2,4559518,1970,,,,,
617,USA,Port Everglades,Florida Power & Light Co,26.0856,-80.1253,Gas,410.4,8545,1971,,,,,
619,USA,Riviera,Florida Power & Light Co,26.7653,-80.0525,Gas,1295,4826933,2014,,,,,
620,USA,Sanford,Florida Power & Light Co,28.8419,-81.3256,Gas,2377.8,9206252,1969,,,,,
621,USA,Turkey Point,Florida Power & Light Co,25.4356,-80.3308,Nuclear,3665.2,18371296,1972,,,,,
622,USA,South Fork Tolt,City of Seattle - (WA),47.699167,-121.783333,Hydro,16.8,63313,1995,,,,,
624,USA,Avon Park,"Duke Energy Florida, Inc",27.579444,-81.492778,Gas,67.4,2500,1968,,,,,
625,USA,Upper Mechanicville,New York State Elec & Gas Corp,42.9126,-73.6805,Hydro,16.4,85688,1983,,,,,
626,USA,Oak Flat,Pacific Gas & Electric Co,40.07531,-121.16143,Hydro,1.4,5795,1985,,,,,
627,USA,Bayboro,"Duke Energy Florida, Inc",27.758056,-82.635278,Oil,226.8,6281,1973,,,,,
628,USA,Crystal River,"Duke Energy Florida, Inc",28.9656,-82.6977,Coal,2442.7,11760275,1966,,,,,
629,USA,G E Turner,"Duke Energy Florida, Inc",28.869577,-81.273957,Oil,180.8,8843,1970,,,,,
630,USA,Higgins,"Duke Energy Florida, Inc",28.003262,-82.661507,Gas,153.2,6034,1969,,,,,
632,USA,Newcastle,Pacific Gas & Electric Co,38.835182,-121.092982,Hydro,12.7,7369,1986,,,,,
634,USA,P L Bartow,"Duke Energy Florida, Inc",27.859535,-82.601759,Gas,1475.8,6807183,2009,,,,,
637,USA,Rio Pinar,"Duke Energy Florida, Inc",28.541515,-81.254067,Oil,19.2,84,1970,,,,,
638,USA,Suwannee River,"Duke Energy Florida, Inc",30.376389,-83.180556,Gas,330.6,524963,1953,,,,,
641,USA,Crist,Gulf Power Co,30.5661,-87.2244,Coal,1135.1,3469284,1959,,,,,
642,USA,Scholz,Gulf Power Co,30.6692,-84.8869,Coal,98,31637,1953,,,,,
643,USA,Lansing Smith,Gulf Power Co,30.2686,-85.7003,Gas,1001.5,4506287,1965,,,,,
645,USA,Big Bend,Tampa Electric Co,27.7944,-82.4036,Coal,1884.5,10127150,2009,,,,,
649,USA,Vogtle,Georgia Power Co,33.1427,-81.7625,Nuclear,2320,18060190,1987,,,,,
663,USA,Deerhaven Generating Station,Gainesville Regional Utilities,29.7592,-82.3878,Coal,471,887465,1972,,,,,
664,USA,John R Kelly,Gainesville Regional Utilities,29.6461,-82.3208,Gas,146.1,242833,1965,,,,,
665,USA,G W Ivey,City of Homestead - (FL),25.4756,-80.47,Gas,35.6,14227,1972,,,,,
666,USA,J D Kennedy,JEA,30.364818,-81.625967,Gas,370,37302,2000,,,,,
667,USA,Northside Generating Station,JEA,30.4172,-81.5525,Gas,1407.1,3709209,1966,,,,,
673,USA,Tom G Smith,City of Lake Worth - (FL),26.612767,-80.0677,Oil,98.7,13649,1976,,,,,
674,USA,Pilot Butte,U S Bureau of Reclamation,43.219017,-108.787681,Hydro,1.6,0,1925,,,,,
675,USA,Larsen Memorial,City of Lakeland - (FL),28.0797,-81.9228,Gas,133.6,5040,1962,,,,,
676,USA,C D McIntosh Jr,City of Lakeland - (FL),28.0801,-81.9229,Coal,993.9,2201582,1982,,,,,
678,USA,W K Sanders,Village of Morrisville - (VT),44.625282,-72.530859,Hydro,1.8,804,1983,,,,,
682,USA,Kerckhoff 2,Pacific Gas & Electric Co,37.071846,-119.558008,Hydro,139.5,140573,1983,,,,,
683,USA,Indian River Plant,Orlando Utilities Comm,28.493232,-80.780124,Gas,342.8,13942,1989,,,,,
688,USA,Arvah B Hopkins,City of Tallahassee - (FL),30.4522,-84.4,Other,696.4,1535992,1971,,,,,
689,USA,S O Purdom,City of Tallahassee - (FL),30.162304,-84.200673,Gas,277,1255693,2000,,,,,
690,USA,J Woodruff,USCE-Mobile District,30.708571,-84.863869,Hydro,43.5,191509,2003,,,,,
692,USA,Medicine Bow,Gamesa Wind US,41.835278,-106.242778,Wind,12.2,10317,2000,,,,,
693,USA,Vero Beach Municipal Power Plant,City of Vero Beach - (FL),27.633382,-80.377551,Gas,125.4,18026,1961,,,,,
696,USA,Marathon Generating Plant,"Florida Keys El Coop Assn, Inc",24.710833,-81.0927,Oil,22,-280,1998,,,,,
698,USA,Trenton North,Trenton Municipal Utilities - (MO),40.0786,-93.635,Oil,13.5,73,1974,,,,,
702,USA,Bartletts Ferry,Georgia Power Co,32.661976,-85.091552,Hydro,173,359931,1926,,,,,
703,USA,Bowen,Georgia Power Co,34.1256,-84.9222,Coal,3498.6,15975305,1971,,,,,
704,USA,Burton Dam,Georgia Power Co,34.7939,-83.5406,Hydro,6,17313,1927,,,,,
706,USA,Flint River,Georgia Power Co,31.6028,-84.1376,Hydro,5.4,29223,1921,,,,,
707,USA,Goat Rock,Georgia Power Co,32.60965,-85.0805,Hydro,38.6,138630,1915,,,,,
708,USA,Hammond,Georgia Power Co,34.2528,-85.3456,Coal,953,1130526,1954,,,,,
709,USA,Harllee Branch,Georgia Power Co,33.195,-83.2983,Coal,1387.2,2537860,1965,,,,,
710,USA,Jack McDonough,Georgia Power Co,33.8239,-84.4758,Gas,2603.6,17021657,1971,,,,,
711,USA,Langdale,Georgia Power Co,32.813836,-85.167786,Hydro,1,0,1924,,,,,
712,USA,Lloyd Shoals,Georgia Power Co,33.320773,-83.841922,Hydro,14.4,65245,1911,,,,,
714,USA,Toadtown,Pacific Gas & Electric Co,39.893491,-121.59338,Hydro,1.8,1542,1986,,,,,
715,USA,McManus,Georgia Power Co,31.213645,-81.546165,Oil,644.3,7004,1952,,,,,
717,USA,Morgan Falls,Georgia Power Co,33.9684,-84.3827,Hydro,16.8,36850,1903,,,,,
718,USA,Nacoochee,Georgia Power Co,34.755269,-83.501073,Hydro,4.8,10614,1926,,,,,
719,USA,North Highlands,Georgia Power Co,32.498791,-84.995585,Hydro,29.6,113122,1963,,,,,
720,USA,Oliver Dam,Georgia Power Co,32.5163,-84.9969,Hydro,60,197805,1959,,,,,
722,USA,Sinclair Dam,Georgia Power Co,33.1403,-83.2028,Hydro,45,104753,1953,,,,,
723,USA,Tallulah Falls,Georgia Power Co,34.731332,-83.375475,Hydro,72,117685,1913,,,,,
724,USA,Terrora,Georgia Power Co,34.7504,-83.4063,Hydro,16,34879,1925,,,,,
725,USA,Tugalo,Georgia Power Co,34.7133,-83.3519,Hydro,44.8,87878,1923,,,,,
727,USA,Mitchell (GA),Georgia Power Co,31.444728,-84.134696,Coal,246.8,73110,1964,,,,,
728,USA,Yates,Georgia Power Co,33.4622,-84.8986,Coal,1487.3,716054,1950,,,,,
729,USA,Yonah,Georgia Power Co,34.681477,-83.342642,Hydro,22.5,40915,1925,,,,,
732,USA,Boulevard,Georgia Power Co,32.0411,-81.145,Gas,15.6,-33,1970,,,,,
733,USA,Kraft,Georgia Power Co,32.1486,-81.1458,Gas,352.4,591906,1961,,,,,
736,USA,Stevens Creek,South Carolina Electric&Gas Company,33.562644,-82.051242,Hydro,18.4,80471,1914,,,,,
745,USA,Etiwanda,Metropolitan Water District of S CA,34.10345,-117.5257,Hydro,23.9,0,1994,,,,,
748,USA,Phillips,Tampa Electric Co,27.4439,-81.3633,Oil,38.4,0,1983,,,,,
751,USA,Moccasin Low Head Hydro Project,City & County of San Francisco,37.816447,-120.312033,Hydro,2.9,0,1987,,,,,
752,USA,Lake Blackshear Project,Crisp County Power Comm,31.847697,-83.941996,Hydro,17.2,43162,1930,,,,,
753,USA,Crisp Plant,Crisp County Power Comm,31.844708,-83.940734,Coal,17.5,532,1957,,,,,
754,USA,Hartwell Lake,USCE-Savannah District,34.3564,-82.8219,Hydro,420,451360,1962,,,,,
757,USA,Blue Ridge,Tennessee Valley Authority,34.883889,-84.282222,Hydro,23.5,31844,1931,,,,,
758,USA,Nottely,Tennessee Valley Authority,34.959153,-84.08765,Hydro,15.9,27442,1956,,,,,
759,USA,Buford,USCE-Mobile District,34.162279,-84.077367,Hydro,131.2,180168,2003,,,,,
760,USA,Allatoona,USCE-Mobile District,34.1637,-84.7282,Hydro,86.6,67673,1950,,,,,
761,USA,Walter F George,USCE-Mobile District,34.61423,-84.674764,Hydro,130,408703,1963,,,,,
762,USA,Ponca,Oklahoma Municipal Power Authority,36.71979,-97.085758,Gas,48,0,1977,,,,,
765,USA,Kahe,Hawaiian Electric Co Inc,21.356395,-158.128853,Oil,609.7,2643695,1963,,,,,
766,USA,Waiau,Hawaiian Electric Co Inc,21.388997,-157.961518,Oil,474.6,1044924,1973,,,,,
768,USA,Waimea,Hawaii Electric Light Co Inc,19.6306,-155.9817,Oil,7.5,3021,1970,,,,,
769,USA,Kanoelehua,Hawaii Electric Light Co Inc,19.7052,-155.0625,Oil,21,1164,1962,,,,,
771,USA,Puueo,Hawaii Electric Light Co Inc,19.7264,-155.0908,Hydro,3.1,16746,1918,,,,,
772,USA,W H Hill,Hawaii Electric Light Co Inc,19.7041,-155.0607,Oil,37.1,170674,1965,,,,,
774,USA,Waiau Hydro,Hawaii Electric Light Co Inc,19.7203,-155.1189,Hydro,1,6795,1921,,,,,
776,USA,Sly Creek,South Feather Water and Power Agency,39.580413,-121.119479,Hydro,12.1,13202,1983,,,,,
785,USA,Kingsley,Central Nebraska Pub P&I Dist,41.2114,-101.6681,Hydro,50,39257,1984,,,,,
788,USA,East Barnet,Green Mountain Power Corp,44.326335,-72.035894,Hydro,2.2,5741,1984,,,,,
789,USA,Orca,"Cordova Electric Coop, Inc",60.555,-145.7531,Oil,10.7,7570,1984,,,,,
790,USA,Gem State,City of Idaho Falls - (ID),43.420221,-112.101852,Hydro,23.4,123525,1988,,,,,
791,USA,Canyon,Guadalupe Blanco River Authority,29.87056,-98.194733,Hydro,6,0,1989,,,,,
792,USA,Palaau Power,Maui Electric Co Ltd,21.106,-157.0647,Oil,15.1,31830,1982,,,,,
794,USA,Lewisville,City of Garland - (TX),33.068473,-96.963806,Hydro,2.8,0,1992,,,,,
805,USA,Charles E Monty,Brookfield White Pine Hydro LLC,44.099461,-70.220851,Hydro,28.4,152599,1990,,,,,
808,USA,Jarvis (Hinckley),New York Power Authority,43.3121,-75.109,Hydro,9,26453,1991,,,,,
809,USA,American Falls,Idaho Power Co,42.7778,-112.8764,Hydro,92.4,264207,1978,,,,,
810,USA,Bliss,Idaho Power Co,42.913786,-115.070986,Hydro,75,301557,1949,,,,,
