country,id,name,lat,lon,loc_type,capacity,capacity_type,area,structure
CHN,65940,Datong Yingli,40.419,113.753,exact,50.0,DC,106.3,Fixed tilt (N-S)
CHN,62328,Daying,25.8,100.46,inexact,100.0,DC,,
CHN,70012,Dengfeng A,34.317,113.213,exact,5.5,DC,18.7,Fixed tilt (N-S)
CHN,70092,Dengkou A,40.515,106.621,exact,30.0,DC,97.0,Fixed tilt (N-S) & 1-axis tilted
CHN,70289,Dengkou B,40.404,106.921,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70290,Dengkou C,40.405,106.909,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70291,Dengkou D,40.391,106.921,exact,20.0,DC,,Fixed tilt (N-S)
CHN,73746,Dengzhou A,32.847,111.932,exact,20.0,DC,39.0,Fixed tilt (N-S)
CHN,62466,DhSP} 2,37.352,97.223,exact,15.0,DC,48.0,Fixed tilt (N-S)
CHN,62467,DhSP} A,37.351,97.234,exact,15.0,DC,24.4,Fixed tilt (N-S)
CHN,72525,DhSP} AA,37.372,97.172,exact,20.0,DC,44.0,Fixed tilt (N-S)
CHN,72526,DhSP} AB,37.362,97.158,exact,20.0,DC,41.3,Fixed tilt (N-S)
CHN,72527,DhSP} AC,37.378,97.159,exact,40.0,DC,88.7,Fixed tilt (N-S)
CHN,72528,DhSP} AD,37.372,97.243,exact,100.0,DC,,Fixed tilt (N-S)
CHN,72788,DhSP} AE,37.368,97.311,exact,70.0,DC,,Fixed tilt (N-S)
CHN,73623,DhSP} AF,37.361,97.298,exact,10.0,DC,23.7,Fixed tilt (N-S)
CHN,73624,DhSP} AG,37.375,97.315,exact,15.0,DC,41.5,1-axis horizontal
CHN,73625,DhSP} AH,37.377,97.307,exact,70.0,DC,156.1,Fixed tilt (N-S)
CHN,73626,DhSP} AI,37.386,97.269,exact,75.0,DC,162.1,Fixed tilt (N-S)
CHN,62468,DhSP} B,37.361,97.224,exact,30.0,DC,76.6,Fixed tilt (N-S)
CHN,62469,DhSP} C,37.372,97.223,exact,24.0,DC,117.4,Fixed tilt (N-S)
CHN,64968,DhSP} CSP tower,37.37,97.288,exact,135.0,AC,278.9,2-axis tracker
CHN,66016,DhSP} CSP trough,37.355,97.27,exact,50.0,AC,,
CHN,73425,DhSP} CTGNE,37.37,97.26,inexact,500.0,DC,,
CHN,62471,DhSP} CWP 3,37.356,97.17,exact,20.0,DC,66.0,Fixed tilt (N-S)
CHN,62470,DhSP} D,37.37,97.198,exact,28.0,DC,110.9,Fixed tilt (N-S)
CHN,62472,DhSP} F,37.358,97.21,exact,10.0,DC,47.5,Fixed tilt (N-S)
CHN,62473,DhSP} G,37.353,97.183,exact,20.0,DC,60.0,Fixed tilt (N-S) & 2-axis tracker
CHN,62474,DhSP} H,37.352,97.21,exact,20.0,DC,76.8,Fixed tilt (N-S)
CHN,64969,DhSP} J,37.369,97.185,exact,10.0,DC,22.8,Fixed tilt (N-S)
CHN,64970,DhSP} K,37.368,97.172,exact,20.0,DC,43.8,Fixed tilt (N-S)
CHN,64971,DhSP} L,37.356,97.158,exact,20.0,DC,48.5,Fixed tilt (N-S)
CHN,64972,DhSP} M,37.356,97.185,exact,10.0,DC,25.4,Fixed tilt (N-S)
CHN,70300,DhSP} N,37.369,97.159,exact,30.0,DC,,Fixed tilt (N-S)
CHN,72523,DhSP} O,37.375,97.172,exact,15.0,DC,44.7,Fixed tilt (N-S)
CHN,72512,DhSP} P,37.356,97.238,exact,60.0,DC,123.6,Fixed tilt (N-S)
CHN,72513,DhSP} Q,37.346,97.225,exact,20.0,DC,41.2,Fixed tilt (N-S)
CHN,72514,DhSP} R,37.348,97.208,exact,20.0,DC,38.8,Fixed tilt (N-S)
CHN,72515,DhSP} S,37.367,97.209,exact,20.0,DC,39.2,1-axis horizontal
CHN,71099,DhSP} Supcon,37.367,97.293,exact,10.0,AC,39.5,2-axis tracker
CHN,72516,DhSP} T,37.377,97.199,exact,20.0,DC,41.4,Fixed tilt (N-S)
CHN,72518,DhSP} V,37.358,97.185,exact,12.0,DC,23.8,Fixed tilt (N-S)
CHN,72519,DhSP} W,37.371,97.185,exact,9.0,DC,20.3,Fixed tilt (N-S)
CHN,72520,DhSP} X,37.373,97.185,exact,20.0,DC,41.1,Fixed tilt (N-S)
CHN,72521,DhSP} Y,37.379,97.185,exact,20.0,DC,45.1,Fixed tilt (N-S)
CHN,72522,DhSP} Z,37.378,97.172,exact,12.0,DC,20.8,Fixed tilt (N-S)
CHN,69989,Dingbian B,37.552,107.68,exact,100.0,DC,211.4,Fixed tilt (N-S)
CHN,69991,Dingbian C,37.644,107.6,exact,50.0,DC,117.3,Fixed tilt (N-S)
CHN,69992,Dingbian D,37.659,107.611,exact,50.0,DC,,Fixed tilt (N-S)
CHN,69993,Dingbian E,37.723,107.599,exact,50.0,DC,,Fixed tilt (N-S)
CHN,69994,Dingbian F,37.775,107.63,exact,50.0,DC,,Fixed tilt (N-S)
CHN,69995,Dingbian G,37.772,107.646,exact,50.0,DC,,Fixed tilt (N-S)
CHN,69996,Dingbian H,37.749,107.686,exact,50.0,DC,,Fixed tilt (N-S)
CHN,73785,Dingbian I,37.626,107.506,exact,20.0,DC,46.4,Fixed tilt (N-S)
CHN,73792,Dingbian J,37.65,107.735,exact,24.0,DC,88.1,1-axis horizontal
CHN,73777,Dingyuan A,32.3422,117.611,exact,5.0,DC,9.3,Fixed tilt (N-S)
CHN,68101,Dingzhou A,38.64,114.872,exact,18.0,DC,43.7,Fixed tilt (N-S) & 2-axis tracker
CHN,61707,Dongdongtan,39.626,98.523,exact,9.9,DC,27.8,Fixed tilt (N-S)
CHN,70119,Donghai A,34.422,118.684,exact,5.0,DC,12.3,Fixed tilt (N-S)
CHN,71135,Donghao A,41.329,114.57,exact,30.0,DC,68.7,Fixed tilt (N-S)
CHN,70030,Dongmoucun A,37.557,114.489,exact,20.0,DC,55.9,Fixed tilt (N-S)
CHN,66366,Dongtai 2,32.766,120.923,exact,30.0,DC,74.1,Fixed tilt (N-S) & 1-axis tilted
CHN,73312,Dragon Tail A,34.3,113.481,exact,4.5,DC,16.0,Fixed tilt (N-S)
CHN,61791,Dulan,36.1997,97.0208,inexact,30.0,DC,,
CHN,70381,Echeng A,30.277,114.943,exact,14.0,DC,27.2,Fixed tilt (N-S)
CHN,70287,Ejin A,41.871,100.951,exact,40.0,DC,,Fixed tilt (N-S)
CHN,68052,Emin 1,46.355,84.743,exact,30.0,DC,,Fixed tilt (N-S)
CHN,68053,Emin 2,46.355,84.757,exact,30.0,DC,,Fixed tilt (N-S)
CHN,68054,Emin 3,46.362,84.758,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70272,Emin A,46.327,84.636,exact,30.0,DC,,Fixed tilt (N-S)
CHN,69495,Eqiao,31.152,118.327,exact,100.0,DC,162.8,Fixed tilt hillside & Fixed tilt (N-S)
CHN,69278,Erdos II,40.231,107.088,exact,10.0,DC,,Fixed tilt (N-S)
CHN,69279,Erdos III,40.217,107.092,exact,20.0,DC,,Fixed tilt (N-S)
CHN,65896,Erenhot,43.568,111.943,exact,48.0,DC,137.2,Fixed tilt (N-S)
CHN,68562,Erenhot A,43.621,111.882,exact,20.0,DC,52.6,Fixed tilt (N-S)
CHN,70170,Erenhot B,43.559,111.933,exact,10.0,DC,,Fixed tilt (N-S)
CHN,61706,Erlianhaote,43.601,111.983,exact,22.1,DC,62.2,Fixed tilt (N-S)
CHN,70007,Fanchang A,31.063,118.337,exact,60.0,DC,90.1,Fixed tilt (N-S) & 1-axis horizontal
CHN,73742,Fangcheng A,33.349,113.082,exact,20.0,DC,62.9,Fixed tilt (N-S)
CHN,73743,Fangcheng B,33.3615,113.1166,exact,30.0,DC,68.9,Fixed tilt (N-S)
CHN,73744,Fangcheng C,33.368,113.093,exact,10.0,DC,21.1,Fixed tilt (N-S)
CHN,66773,Fangjiaquan A,37.534,106.378,exact,30.0,DC,61.4,Fixed tilt (N-S)
CHN,70379,Feidong A,31.904,117.618,exact,35.0,DC,73.9,Fixed tilt (N-S)
CHN,70380,Feidong B,31.944,117.569,exact,45.0,DC,153.6,Fixed tilt floating
CHN,73770,Feidong C,31.952,117.444,exact,35.0,DC,93.3,Fixed tilt (N-S)
CHN,73771,Feidong D,31.94,117.514,exact,35.0,DC,68.7,Fixed tilt (N-S)
CHN,64977,Fengle A,38.115,102.345,exact,30.0,DC,76.6,Fixed tilt (N-S)
CHN,64978,Fengle B,38.083,102.325,exact,100.0,DC,237.2,Fixed tilt (N-S)
CHN,66619,Fengle C,38.092,102.35,exact,50.0,DC,136.1,Fixed tilt (N-S)
CHN,66620,Fengle D,38.115,102.334,exact,25.0,DC,57.8,Fixed tilt (N-S)
CHN,66622,Fengle F,38.108,102.296,exact,30.0,DC,73.0,Fixed tilt (N-S)
CHN,66623,Fengle G,38.086,102.284,exact,10.0,DC,21.5,Fixed tilt (N-S)
CHN,66626,Fengle H,38.09,102.268,exact,90.0,DC,217.7,Fixed tilt (N-S)
CHN,66625,Fengle J,38.103,102.26,exact,10.0,DC,28.7,Fixed tilt (N-S)
CHN,66633,Fengle K,38.1,102.313,exact,20.0,DC,44.5,Fixed tilt (N-S)
CHN,66627,Fengle L,38.102,102.233,exact,50.0,DC,119.9,Fixed tilt (N-S)
CHN,66628,Fengle M,38.11,102.246,exact,30.0,DC,68.2,Fixed tilt (N-S)
CHN,66629,Fengle N,38.114,102.252,exact,11.0,DC,24.6,Fixed tilt (N-S)
CHN,66630,Fengle P,38.11,102.272,exact,30.0,DC,72.5,Fixed tilt (N-S)
CHN,66631,Fengle Q,38.106,102.349,exact,60.0,DC,,Fixed tilt (N-S)
CHN,66632,Fengle R,38.108,102.368,exact,50.0,DC,,Fixed tilt (N-S)
CHN,68116,Fengle S,38.09,102.299,exact,12.0,DC,,
CHN,64976,Fengle Wuwei,38.1,102.293,exact,26.0,DC,78.0,Fixed tilt (N-S) & 1-axis tilted
CHN,70130,Fengxian A,34.793,116.638,exact,30.0,DC,66.0,Fixed tilt (N-S)
CHN,70131,Fengxian B,34.793,116.65,exact,40.0,DC,99.6,Fixed tilt (N-S)
CHN,70187,Fengzhen A,40.533,113.383,exact,30.0,DC,93.2,Fixed tilt (N-S)
CHN,66787,Funan,32.544,115.66,exact,100.0,DC,,Fixed tilt (N-S) & 1-axis horizontal
CHN,70160,Funing A,33.774,119.619,exact,7.0,DC,19.0,Fixed tilt (offset)
CHN,73732,Funing B,39.851,119.2,exact,20.0,DC,51.9,Fixed tilt (N-S)
CHN,63360,Funing Fishing,40.04,119.22,inexact,30.0,DC,,
CHN,65022,Fuping,38.831,114.467,exact,10.0,DC,65.2,Fixed tilt (N-S)
CHN,70301,Gangca A,37.229,99.752,exact,10.0,DC,,Fixed tilt (N-S)
CHN,70302,Gangca B,37.219,99.752,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70303,Gangca C,37.229,99.747,exact,10.0,DC,,Fixed tilt (N-S)
CHN,70304,Gangca D,37.229,99.76,exact,30.0,DC,,Fixed tilt (N-S)
CHN,70305,Gangca E,37.23,99.77,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70306,Gangca F,37.223,99.768,exact,30.0,DC,,Fixed tilt (N-S)
CHN,70307,Gangca G,37.219,99.758,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70308,Gangca H,37.229,99.779,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70309,Gangca J,37.222,99.78,exact,10.0,DC,,Fixed tilt (N-S)
CHN,69485,Gangoucun B,37.544,108.916,exact,25.0,DC,100.2,Fixed tilt (N-S)
CHN,69486,Gangoucun C,37.551,108.929,exact,10.0,DC,24.9,Fixed tilt (N-S)
CHN,66776,Ganjing Kouzi A,37.304,105.952,exact,20.0,DC,48.6,Fixed tilt (N-S)
CHN,70156,Ganyu A,34.791,119.17,exact,20.0,DC,43.7,Fixed tilt (N-S)
CHN,70158,Ganyu B,34.728,119.173,exact,40.0,DC,98.0,Fixed tilt (N-S)
CHN,62240,Ganzhou,38.845,100.206,exact,50.0,DC,122.6,Fixed tilt (N-S)
CHN,70257,Gaochang A,43.157,88.969,exact,15.0,DC,52.6,Fixed tilt (N-S)
CHN,69547,Gaorenxiang A,38.706,106.692,exact,15.0,DC,69.8,Fixed tilt (N-S)
CHN,70192,Gaorenxiang B,38.694,106.682,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70193,Gaorenxiang C,38.699,106.686,exact,25.0,DC,,Fixed tilt (N-S)
CHN,70339,Gaotai A,39.313,99.624,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70340,Gaotai B,39.283,99.527,exact,100.0,DC,,Fixed tilt (N-S)
CHN,70341,Gaotai C,39.282,99.544,exact,40.0,DC,,Fixed tilt (N-S)
CHN,70342,Gaotai D,39.274,99.56,exact,75.0,DC,,Fixed tilt (N-S)
CHN,70343,Gaotai E,39.286,99.486,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70344,Gaotai F,39.323,99.607,exact,20.0,DC,,Fixed tilt (N-S)
CHN,69970,Gaoyou A,32.979,119.624,exact,25.0,DC,45.7,Fixed tilt (N-S)
CHN,69974,Gaoyou B,32.972,119.603,exact,100.0,DC,166.6,
CHN,69975,Gaoyou C,32.972,119.641,exact,8.0,DC,18.2,
CHN,69971,Gaoyou D,32.969,119.619,exact,5.0,DC,,Fixed tilt (N-S)
CHN,69976,Gaoyou E,32.963,119.669,exact,12.0,DC,29.1,Fixed tilt (N-S)
CHN,69980,Gaozhuang A,32.25,119.298,exact,10.0,DC,18.5,Fixed tilt (N-S)
CHN,65902,Golden Sun,31.79, 120.30,inexact,10.0,DC,,
CHN,68509,Golmud 1,36.314,94.815,exact,20.0,DC,,
CHN,60130,Golmud 2,36.3183,94.8125,exact,20.0,DC,41.4,Fixed tilt (N-S)
CHN,68510,Golmud 3,36.328,94.802,exact,60.0,DC,,
CHN,68511,Golmud 4,36.337,94.809,exact,10.0,DC,,
CHN,61199,Golmud CPV,36.3324,94.8096,exact,50.0,AC,30.5,Fixed tilt (N-S) & 2-axis tracker
CHN,70114,Gonghe A,36.178,100.534,exact,30.0,DC,120.1,Fixed tilt (N-S)
CHN,63025,Gonghe CPI,36.155,100.507,exact,200.0,DC,,Multiple types
CHN,61709,Gonghe HTW,36.265,100.647,exact,20.0,DC,54.8,Fixed tilt (N-S)
CHN,63091,Gonghe Jinko,36.275,100.59,exact,10.0,DC,20.6,Fixed tilt (N-S)
CHN,61546,Gonghe Sky,36.287,100.57,exact,50.0,DC,105.7,Multiple types
CHN,67841,Gonghe UPV 100,36.205,100.58,exact,100.0,DC,244.1,Fixed tilt (N-S)
CHN,67840,Gonghe UPV 20,36.196,100.565,exact,20.0,DC,44.0,Fixed tilt (N-S)
CHN,67842,Gonghe UPV 30,36.195,100.55,exact,30.0,DC,69.7,Fixed tilt (N-S)
CHN,69552,Gonghiuzhen A,41.34,114.614,exact,20.0,DC,48.0,Fixed tilt (N-S)
CHN,71136,Gonghuizhen A,41.377,114.565,exact,50.0,DC,116.5,Fixed tilt (N-S)
CHN,62418,GoSP} 100,36.399,95.167,exact,100.2,DC,247.4,Fixed tilt (N-S)
CHN,68066,GoSP} 150,36.392,95.155,exact,150.0,DC,,
CHN,68508,GoSP} AA,36.389,95.111,exact,60.0,DC,,
CHN,68507,GoSP} AB,36.4,95.105,exact,55.0,DC,,Fixed tilt (N-S)
CHN,68514,GoSP} AD,36.383,95.167,exact,20.0,DC,,
CHN,68515,GoSP} AE,36.355,95.171,exact,45.0,DC,,
CHN,68516,GoSP} AF,36.333,95.23,exact,10.0,DC,,
CHN,68517,GoSP} AG,36.357,95.239,exact,50.0,DC,,
CHN,68518,GoSP} AH,36.366,95.235,exact,5.0,DC,,
CHN,68519,GoSP} AJ,36.4,95.246,exact,15.0,DC,,
CHN,68520,GoSP} AK,36.408,95.269,exact,25.0,DC,,
CHN,68521,GoSP} AL,36.415,95.242,exact,5.0,DC,,
CHN,68522,GoSP} AM,36.397,95.262,exact,30.0,DC,,
CHN,70293,GoSP} AN,36.367,95.129,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70294,GoSP} AO,36.367,95.115,exact,40.0,DC,,Fixed tilt (N-S)
CHN,70296,GoSP} AP,36.38,95.127,exact,60.0,DC,,Fixed tilt (N-S)
CHN,70297,GoSP} AR,36.367,95.1,exact,40.0,DC,,Fixed tilt (N-S)
CHN,70298,GoSP} AS,36.36,95.1,exact,25.0,DC,,Fixed tilt (N-S)
CHN,70299,GoSP} AT,36.364,95.158,exact,30.0,DC,,Fixed tilt (N-S)
CHN,61703,GoSP} Beikong,36.365,95.169,exact,20.0,DC,40.7,Fixed tilt (N-S)
CHN,66522,GoSP} Beikong II,36.364,95.17,exact,20.0,DC,48.7,Fixed tilt (N-S)
CHN,71012,GoSP} CSP,36.35,95.12,inexact,200.0,AC,25.0,
CHN,73424,GoSP} CTGNE,36.34,95.19,inexact,500.0,DC,,
CHN,61541,GoSP} D,36.36,95.105,exact,10.0,DC,34.3,Fixed tilt (N-S)
CHN,61542,GoSP} E,36.36,95.123,exact,40.0,DC,100.6,Fixed tilt (N-S) & 2-axis tracker
CHN,66524,GoSP} F,36.355,95.135,exact,25.0,DC,68.4,Fixed tilt (N-S)
CHN,66525,GoSP} G,36.352,95.145,exact,10.0,DC,28.3,Fixed tilt (N-S)
CHN,61687,GoSP} Geermu CTGNE,36.375,95.269,exact,11.0,DC,37.6,Multiple types
CHN,61731,GoSP} Geermu Datang,36.393,95.247,exact,20.2,DC,41.2,Fixed tilt (N-S)
CHN,66526,GoSP} H,36.417,95.247,exact,10.0,DC,22.5,Fixed tilt (N-S)
CHN,66527,GoSP} J,36.414,95.249,exact,40.0,DC,94.9,Fixed tilt (N-S)
CHN,66528,GoSP} K,36.377,95.247,exact,20.0,DC,42.3,Fixed tilt (N-S)
CHN,66529,GoSP} L,36.377,95.198,exact,20.0,DC,43.0,Fixed tilt (N-S)
CHN,66530,GoSP} M,36.388,95.193,exact,20.0,DC,49.0,Fixed tilt (N-S)
CHN,66531,GoSP} N,36.395,95.193,exact,15.0,DC,38.5,Fixed tilt (N-S) & 2-axis tracker
CHN,66532,GoSP} P,36.4,95.193,exact,15.0,DC,31.9,Fixed tilt (N-S)
CHN,66533,GoSP} Q,36.404,95.195,exact,15.0,DC,39.1,Fixed tilt (N-S)
CHN,61630,GoSP} Qinghai Geermu,36.417,95.197,exact,10.0,DC,23.7,Fixed tilt (N-S)
CHN,66535,GoSP} S,36.376,95.17,exact,25.0,DC,61.3,Fixed tilt (N-S)
CHN,66537,GoSP} U,36.4,95.265,exact,10.0,DC,36.8,Fixed tilt (N-S) & 1-axis horizontal
CHN,66538,GoSP} W,36.36,95.257,exact,11.0,DC,50.3,Fixed tilt (N-S)
CHN,66539,GoSP} Y,36.355,95.256,exact,12.0,DC,45.2,Fixed tilt (N-S)
CHN,66540,GoSP} Z,36.399,95.24,exact,20.0,DC,45.1,
CHN,73739,Guanshan A,31.823,114.823,exact,25.0,DC,71.0,Fixed tilt (N-S)
CHN,74076,Guanxian A,36.603,115.526,exact,20.0,DC,56.7,Fixed tilt (N-S)
CHN,63476,Guazhou,40.609,96.406,exact,100.0,DC,248.8,Fixed tilt (N-S)
CHN,70311,Guazhou A,40.682,95.726,exact,10.0,DC,,Fixed tilt (N-S)
CHN,73764,Guichi A,30.665,117.326,exact,35.0,DC,65.0,Fixed tilt (N-S)
CHN,68062,Guixi CPI,28.256,117.214,exact,25.0,DC,37.9,Fixed tilt (N-S)
CHN,66841,Guixi Kong,28.05, 117.21,inexact,50.0,DC,,
CHN,65247,Guixi PC,28.33, 117.26,inexact,20.0,DC,,
CHN,70154,Gulou A,34.303,117.346,exact,20.0,DC,57.0,Fixed tilt (N-S)
CHN,69500,Guoliangcun A,37.932,109.041,exact,50.0,DC,99.2,Fixed tilt (N-S)
CHN,73231,Guoxidi A,28.821,118.708,exact,15.0,DC,29.7,Horizontal
CHN,68559,Guyang,41.36, 109.89,inexact,20.0,DC,,
CHN,68075,Guyuan,41.644,115.601,exact,50.0,DC,94.2,Fixed tilt (N-S)
CHN,73783,Guzhen A,33.405,117.229,exact,20.0,DC,42.8,Fixed tilt (N-S)
CHN,66786,Ha`ermodun A,42.363,86.044,exact,20.0,DC,45.6,Fixed tilt (N-S)
CHN,68024,Hai'an,32.5128,120.4229,exact,4.0,DC,10.2,Fixed tilt (N-S)
CHN,70188,Hainan A,39.181,106.907,exact,20.0,DC,48.8,Fixed tilt (N-S)
CHN,69987,Haizhou A,34.608,119.359,exact,20.0,DC,36.9,Fixed tilt (N-S)
CHN,70157,Haizhou B,34.671,119.017,exact,110.0,DC,234.7,Fixed tilt (N-S)
CHN,66788,Haizihao,37.642,109.029,exact,50.0,DC,117.6,Fixed tilt (N-S)
CHN,66735,Hanbahu A,44.404,87.659,exact,40.0,DC,111.7,Fixed tilt (N-S)
CHN,66736,Hanbahu B,44.385,87.656,exact,10.0,DC,21.7,Fixed tilt (N-S)
CHN,65416,Handan,36.437,114.084,exact,50.0,DC,127.0,Fixed tilt (N-S)
CHN,70189,Hanggin A,40.473,108.873,exact,10.0,DC,,Fixed tilt (N-S)
CHN,70190,Hanggin B,40.478,108.893,exact,100.0,DC,,Fixed tilt (N-S)
CHN,70191,Hanggin C,40.44,108.827,exact,200.0,DC,,Fixed tilt (N-S)
CHN,69409,Hangjinhouqi,40.813,106.702,exact,50.0,DC,121.0,Fixed tilt (N-S)
CHN,70383,Hangzhou A,30.272,120.691,exact,40.0,DC,92.9,Fixed tilt (N-S)
CHN,62352,Hangzhou Station,30.2942,120.2092,exact,10.0,DC,11.1,Rooftop
CHN,70169,Hanshanzhen A,34.239,118.986,exact,15.0,DC,33.6,Fixed tilt (N-S)
CHN,69555,Haoqianzhen A,40.915,113.94,exact,50.0,DC,113.7,Fixed tilt (N-S)
CHN,66586,Hebi Qi I,35.587,114.086,exact,30.0,DC,70.1,Fixed tilt hillside
CHN,66587,Hebi Qi II,35.594,114.089,exact,70.0,DC,74.4,Fixed tilt hillside
CHN,69745,Hebi Qi Tumencun,35.792,114.154,exact,30.0,DC,173.0,Fixed tilt hillside
CHN,74006,Hebianbao A,43.988,123.841,exact,65.0,DC,182.9,Fixed tilt (N-S)
CHN,74007,Hebianbao B,43.977,123.819,exact,15.0,DC,47.0,Fixed tilt (N-S)
CHN,74008,Hebianbao C,43.981,123.819,exact,5.0,DC,11.5,Fixed tilt (N-S)
CHN,74009,Hebianbao D,43.991,123.85,exact,25.0,DC,67.9,Fixed tilt (N-S)
CHN,71677,Heiniu,41.095,120.3,inexact,18.8,DC,,
CHN,70058,Hejing A,42.366,86.274,exact,30.0,DC,71.1,Fixed tilt (N-S)
CHN,70059,Hejing B,42.361,86.227,exact,30.0,DC,80.8,Fixed tilt (N-S)
CHN,70060,Hejing C,42.347,86.158,exact,25.0,DC,,Fixed tilt (N-S)
CHN,70061,Hejing D,42.367,86.26,exact,20.0,DC,59.9,Fixed tilt (N-S)
CHN,70062,Hejing E,42.381,86.245,exact,30.0,DC,83.1,Fixed tilt (N-S)
CHN,70063,Hejing F,42.381,86.227,exact,30.0,DC,79.6,Fixed tilt (N-S)
CHN,70225,Hekou A,38.092,118.407,exact,70.0,DC,162.6,Fixed tilt (N-S)
CHN,70361,Helan A,38.675,106.312,exact,30.0,DC,72.2,Fixed tilt (N-S)
CHN,74004,Hexi A,44.4511,126.8371,exact,5.0,DC,7.1,Fixed tilt (N-S)
CHN,68534,Hexipuzhen A,38.32,102.203,exact,15.0,DC,51.9,Fixed tilt (N-S)
CHN,68535,Hexipuzhen B,38.313,102.21,exact,45.0,DC,138.9,Fixed tilt (N-S)
CHN,68536,Hexipuzhen C,38.281,102.279,exact,50.0,DC,,
CHN,68537,Hexipuzhen D,38.274,102.302,exact,15.0,DC,,
CHN,68538,Hexipuzhen E,38.268,102.297,exact,25.0,DC,,
CHN,68539,Hexipuzhen F,38.257,102.314,exact,150.0,DC,,
CHN,64593,Hohhot GCL,40.918,111.968,exact,31.0,DC,91.2,Fixed tilt (N-S)
CHN,68093,Hongdunzi A,38.397,106.532,exact,25.0,DC,62.1,Fixed tilt (N-S)
CHN,68094,Hongdunzi B,38.4,106.539,exact,25.0,DC,62.8,Fixed tilt (N-S)
CHN,68085,Hongdunzi II,38.397,106.579,exact,50.0,DC,165.7,Fixed tilt (N-S)
CHN,66771,Hongguozi A,39.19,106.648,exact,70.0,DC,211.4,Fixed tilt (N-S)
CHN,66772,Hongguozi B,39.171,106.628,exact,30.0,DC,72.2,Fixed tilt (N-S)
CHN,66195,Hongliuwan A,39.579,94.256,exact,20.0,DC,29.2,Fixed tilt (N-S)
CHN,70310,Hongliuwan B,39.603,94.238,exact,20.0,DC,52.1,Fixed tilt (N-S)
CHN,67942,Hongmu II,41.161,113.148,exact,20.0,DC,,Fixed tilt (N-S)
CHN,63337,Hongqi,44.1779,89.025,inexact,20.2,DC,,
CHN,63907,Hongshagang I,38.924,102.548,exact,300.0,DC,600.0,Fixed tilt (N-S)
CHN,66777,Hongshagang II,38.984,102.5,exact,150.0,DC,361.3,Fixed tilt (N-S)
CHN,63908,Hongshagang III,38.923,102.562,exact,250.0,DC,580.0,Fixed tilt (N-S)
CHN,74001,Hongshicun A,44.432,126.985,exact,5.0,DC,15.9,Fixed tilt (N-S)
CHN,73313,Hongshizhai A,34.258,113.435,exact,25.0,DC,63.0,Fixed tilt (N-S)
CHN,60049,Hongsibao,39.3442,106.7377,exact,20.0,DC,25.2,Fixed tilt (offset)
CHN,64064,Hongsibao p2,39.3471,106.7344,exact,30.0,DC,45.6,Fixed tilt (N-S)
CHN,72306,Hongsibu A,37.486,106.13,exact,100.0,DC,196.1,Fixed tilt (N-S)
CHN,69490,Hongsibu CS,37.438,106.098,exact,10.0,DC,20.1,Fixed tilt (N-S)
CHN,68082,Hongxing Er'chang,42.86,93.257,exact,20.0,DC,50.6,Fixed tilt (N-S)
CHN,68088,Hongxing Erchang A,42.861,93.244,exact,20.0,DC,61.5,Fixed tilt (N-S)
CHN,68089,Hongxing Erchang B,42.852,93.249,exact,50.0,DC,,Fixed tilt (N-S)
CHN,68090,Hongxing Erchang C,42.857,93.234,exact,30.0,DC,,Fixed tilt (N-S)
CHN,68091,Hongxing Erchang D,42.86,93.224,exact,30.0,DC,,Fixed tilt (N-S)
CHN,70066,Hongxing Erchang E,42.861,93.207,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70067,Hongxing Erchang F,42.854,93.198,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70260,Hongxing Erchang G,42.851,93.231,exact,20.0,DC,54.5,Fixed tilt (N-S)
CHN,70382,Hongyuan A,32.832,102.613,exact,10.0,DC,,Fixed tilt (N-S)
CHN,70165,Hongze A,33.227,119.081,exact,40.0,DC,92.4,Fixed tilt (N-S)
CHN,70162,Hongze B,33.153,118.777,exact,10.0,DC,,Fixed tilt (N-S)
CHN,67937,Horqin 20,43.009,120.8,inexact,20.0,DC,,
CHN,67936,Horqin 40,43.009,120.805,exact,40.0,DC,,Fixed tilt (N-S)
CHN,67935,Horqin 60,43.939,122.764,exact,60.0,DC,,Fixed tilt (N-S)
CHN,68086,Hotan IV,37.016,79.783,exact,20.0,DC,45.6,Fixed tilt (N-S)
CHN,70028,Hoxud A,42.328,86.807,exact,40.0,DC,,Fixed tilt (N-S)
CHN,69469,Huainan Floating 1,32.613,116.877,exact,20.0,AC,26.6,
CHN,69470,Huainan Floating 2,32.63,116.91,inexact,40.0,AC,,Fixed tilt floating
CHN,71216,Huainan Floating CTGNE,32.6,116.64,inexact,150.0,DC,,Fixed tilt floating
CHN,69501,Huanghua A,38.39,117.577,exact,50.0,DC,108.0,Fixed tilt (N-S)
