country,id,name,lat,lon,loc_type,capacity,capacity_type,area,structure
FRA,69160,Cambrai LFYG 1,50.125,3.267,exact,9.9,DC,14.4,Fixed tilt (N-S)
FRA,69161,Canadel,43.165,6.477,inexact,10.4,DC,,
FRA,70511,Cap Découverte 4,44.015,2.135,inexact,5.0,DC,,
FRA,69086,Carmaux,44.0234,2.131,exact,4.5,DC,14.6,Fixed tilt (N-S)
FRA,69125,Caudos 3,44.539,-0.979,exact,12.0,DC,19.9,Fixed tilt (N-S)
FRA,65705,Chalmoux,46.616,3.86,exact,10.0,DC,21.5,Fixed tilt (N-S)
FRA,65727,Château Solar III,43.541,5.841,exact,8.7,DC,17.8,
FRA,69124,Château-Arnoux-Saint-Auban,44.0586,5.9996,exact,9.8,DC,11.1,Fixed tilt (N-S)
FRA,69069,Châteaurenard,43.902,4.866,exact,7.0,DC,13.7,Fixed tilt (N-S)
FRA,70455,Chevalet,44.512,5.733,exact,5.5,DC,,
FRA,69085,Domérat,46.351,2.571,exact,5.0,DC,13.1,Fixed tilt (offset)
FRA,69072,En Fayole,46.5313,5.7534,exact,6.7,DC,5.8,Fixed tilt (N-S)
FRA,69133,Faux,44.782,0.623,exact,11.5,DC,,Fixed tilt (N-S)
FRA,71590,Feldkirch A,47.84,7.274,exact,5.0,DC,17.8,Carport-roof
FRA,69142,Ferme Du Plateau,49.196,-0.304,exact,10.0,DC,19.0,1-axis horizontal
FRA,69073,Fillé,47.915,0.133,exact,4.5,DC,11.1,Fixed tilt (N-S)
FRA,69591,Folelli,42.457,9.531,exact,12.0,DC,31.2,Fixed tilt (N-S)
FRA,71591,Fonroche,44.1814,0.5694,exact,4.0,DC,2.7,Rooftop & Carport-roof
FRA,65704,Fontienne,44.005,5.778,exact,10.4,DC,18.1,Fixed tilt (N-S)
FRA,69088,Fontsalive,46.0816,3.4365,exact,4.8,DC,5.8,Fixed tilt (N-S)
FRA,70591,Gétigné A,47.091,-1.197,exact,5.5,DC,11.4,Fixed tilt (N-S)
FRA,70429,Ghisonaccia,42.035,9.445,inexact,12.0,AC,,
FRA,70449,Ginestas,43.3,2.894,exact,6.8,DC,16.2,1-axis horizontal & High concentration 2-axis tracker
FRA,70432,Grabels,43.645,3.762,exact,4.4,DC,10.4,Multiple types
FRA,62549,Gremirande,43.5184,0.4347,exact,9.1,DC,13.0,Fixed tilt (N-S)
FRA,69095,Grenoble Air Parc,45.359,5.348,inexact,5.0,DC,,
FRA,70148,Gréoux-les-Bains,43.776,5.822,exact,82.0,DC,89.6,Fixed tilt (N-S)
FRA,68411,Haut de la Lande,44.481,-0.621,exact,9.0,DC,27.1,
FRA,70466,Heliovale,43.3428,3.2605,exact,4.5,DC,2.5,Carport-roof
FRA,69060,Hippodrome 1,44.081,-0.672,exact,12.0,DC,25.9,
FRA,69126,Hourtin,45.201,-1.029,exact,11.1,DC,25.3,Fixed tilt (N-S)
FRA,70463,Ker Poiré sur Vie,46.747,-1.438,exact,5.2,DC,13.2,1-axis horizontal
FRA,70452,La Carrière des Plaines,43.704,5.124,exact,8.2,DC,20.3,High concentration 2-axis tracker & Fixed tilt (N-S)
FRA,69091,La Combe,44.0874,5.0992,exact,4.5,DC,8.7,Fixed tilt (N-S)
FRA,70458,La Découverte,44.565,2.265,inexact,12.0,DC,,
FRA,64597,La Forêt Marcolès,44.756,2.393,exact,8.9,DC,20.9,Fixed tilt (N-S)
FRA,70444,La Fossette,43.467,4.896,exact,6.5,DC,14.0,High concentration 2-axis tracker & Fixed tilt (N-S)
FRA,68637,La Garbage B,44.09,-0.202,exact,11.5,DC,19.1,Fixed tilt (N-S)
FRA,61497,La Granes,43.979,4.668,exact,11.0,DC,29.2,Fixed tilt (N-S)
FRA,69150,La Mède,43.395,5.114,exact,7.6,DC,14.5,1-axis horizontal
FRA,70499,La Redoune,45.202,-1.012,exact,12.0,DC,21.0,Fixed tilt (N-S)
FRA,69093,La Roche-sur-Yon,46.7,-1.435,inexact,5.0,DC,,
FRA,69070,La Teronde,44.0987,4.0279,exact,7.1,DC,12.4,Fixed tilt (N-S)
FRA,69350,Lacuje,44.065,0.15,inexact,9.0,DC,,1-axis horizontal
FRA,69183,Lagune de Toret,44.407,-0.979,exact,22.0,DC,58.1,
FRA,69097,Lamagistere,44.128,0.837,inexact,5.0,DC,,
FRA,64595,Langelé,43.889,-0.951,exact,12.0,DC,23.9,1-axis horizontal
FRA,69079,Lauzières,43.8656,4.2698,exact,5.0,DC,7.6,Fixed tilt (N-S)
FRA,70445,Lavabreille,44.1695,4.0814,exact,8.0,DC,6.2,Fixed tilt (N-S)
FRA,70451,Lavansol M17,44.0097,6.0194,exact,6.0,DC,4.7,Fixed tilt hillside
FRA,69061,Lavernose,43.3718,1.263,exact,4.6,DC,,1-axis horizontal
FRA,63905,Le Bétout,44.901,-0.911,exact,12.0,DC,30.5,1-axis horizontal
FRA,63338,Le Bocage,43.4138,1.9585,exact,5.0,DC,1.8,Fixed tilt (N-S)
FRA,69071,Le Bosc,43.6984,3.3531,exact,9.1,DC,16.5,Fixed tilt (N-S)
FRA,70443,Le Cailar,43.7074,4.2216,exact,4.1,DC,5.8,Greenhouse roof & Rooftop
FRA,62395,Le Castellet II,43.2592,5.7602,exact,4.1,AC,7.2,Fixed tilt (N-S)
FRA,70580,Le Garric,44.0018,2.1425,exact,9.0,DC,16.3,Fixed tilt (N-S)
FRA,70500,Le Gartiou,45.201,-1.023,exact,8.7,DC,26.2,Fixed tilt (N-S)
FRA,64598,Le Mouruen,43.2815,5.7769,exact,7.0,DC,10.7,2-axis tracker & Fixed tilt (N-S)
FRA,65363,Le Soler,42.663,2.784,exact,15.0,DC,23.7,1-axis horizontal
FRA,69155,Les Brandes,46.38,2.6937,exact,8.3,DC,9.2,Fixed tilt (offset)
FRA,66380,Les Cigalettes,44.053,5.93,exact,10.0,AC,20.5,Fixed tilt (N-S)
FRA,63310,Les Mées I,44.015,6.009,exact,30.9,DC,69.3,Fixed tilt (N-S)
FRA,63311,Les Mées II,44.015,6.027,exact,12.4,AC,59.6,Fixed tilt (N-S)
FRA,65696,Les Mées III,43.996,5.993,exact,13.0,AC,40.5,Fixed tilt (N-S)
FRA,63628,Louchats,44.534,-0.596,exact,12.0,DC,29.7,Fixed tilt (N-S)
FRA,62396,Lucet,44.2096,-1.0131,exact,12.0,DC,4.5,Greenhouse roof
FRA,69157,Lugos,44.464,-0.95,exact,12.0,DC,19.9,Fixed tilt (N-S)
FRA,68635,Luxey,44.176,-0.45,exact,8.5,DC,13.4,1-axis horizontal
FRA,69074,Mazaugues,43.3602,5.9176,exact,4.5,DC,6.2,Fixed tilt (N-S)
FRA,69098,Melve,44.3389,5.9923,exact,5.0,DC,8.5,Fixed tilt (N-S)
FRA,69068,Montentoie,47.621,5.431,exact,9.5,DC,19.7,Fixed tilt (N-S)
FRA,62356,Mortella,42.054,9.396,exact,7.0,DC,10.5,Fixed tilt (N-S)
FRA,69135,Moussoulens,43.2787,2.212,exact,7.3,DC,9.8,Fixed tilt (N-S)
FRA,70446,Mûriers,44.3024,4.7007,exact,4.4,DC,,1-axis horizontal
FRA,64823,Murles,43.688,3.757,exact,12.0,DC,14.5,Fixed tilt (N-S)
FRA,70436,Olmo 1,42.0834,9.3923,exact,4.0,DC,9.2,1-axis horizontal
FRA,69067,Orgueil,43.895,1.419,exact,8.5,DC,13.4,Fixed tilt (N-S)
FRA,64169,Ozon,45.1567,4.8225,exact,4.4,DC,7.1,Fixed tilt (N-S)
FRA,64839,Perchigat,43.976,-0.915,exact,12.0,DC,33.5,Fixed tilt (N-S)
FRA,62355,Perpignan Saint-Charles,42.6828,2.8454,exact,8.8,DC,6.9,Rooftop
FRA,69134,Plateau De L'Arnet,43.504,3.429,exact,11.5,DC,14.4,1-axis tilted
FRA,62446,Puits Castan,43.3363,2.3605,exact,5.0,DC,10.0,Fixed tilt (N-S)
FRA,69047,Puits De La Brasque,43.448,6.001,exact,7.1,DC,15.5,1-axis horizontal
FRA,69163,Puy Bacot,44.904,-0.913,exact,12.0,DC,30.3,1-axis horizontal
FRA,70470,Rivesaltes,42.7969,2.8853,exact,13.5,DC,10.8,Carport-roof
FRA,64596,Roc du Doun,45.2088,2.0065,exact,12.0,DC,17.5,1-axis horizontal
FRA,62547,Roubisque,45.2488,-0.5627,exact,4.5,DC,8.8,Fixed tilt (N-S)
FRA,63340,Saint-Cyprien,42.6213,2.972,exact,4.0,DC,5.0,
FRA,69165,Sainte-Hélène,44.91,-0.915,exact,12.0,DC,31.7,Fixed tilt (N-S)
FRA,69178,Saint-Etienne-du-Grès,43.7833,4.7325,exact,4.4,DC,4.6,Carport-roof
FRA,73485,Saint-Jean de Libron A,43.362,3.277,exact,6.0,DC,12.5,Fixed tilt (N-S)
FRA,63627,Saint-Martial,45.357,0.095,inexact,8.0,DC,16.0,
FRA,74112,Saint-Martin-de-Crau A,43.6239,4.7705,exact,5.0,DC,5.1,Rooftop
FRA,69057,Saint-Paul-lez-Durance,43.675,5.751,exact,6.2,DC,12.7,Fixed tilt (N-S) & 2-axis tracker
FRA,69128,Saint-Sauveur,46.832,0.672,exact,11.2,DC,21.0,Fixed tilt (N-S)
FRA,72322,Salaunes ,44.913,-0.871,exact,73.2,DC,107.3,Fixed tilt (N-S)
FRA,69066,Santa Lucia,41.701,9.3763,exact,4.4,DC,6.0,Fixed tilt (N-S)
FRA,71320,Sochaux,46.15,0.865,inexact,9.4,DC,,
FRA,69089,Soleil Levant,46.699,-1.877,inexact,5.0,DC,18.3,
FRA,65725,Soleol III,43.532,5.781,exact,12.0,DC,22.2,Fixed tilt (N-S)
FRA,69176,Somedat,43.587,4.973,exact,4.5,DC,14.4,Carport-roof
FRA,70465,St-Georges,46.684,0.417,inexact,4.0,DC,,
FRA,69107,Talmont-St-Hilaire,46.505,-1.646,inexact,5.0,DC,21.9,
FRA,65708,Tiper 3,46.986,-0.173,exact,8.7,DC,14.1,Fixed tilt (N-S)
FRA,69108,Tréviols,43.7007,3.337,exact,5.0,DC,5.8,Fixed tilt (N-S)
FRA,69151,Tuileries,45.7366,4.0652,exact,8.0,DC,9.5,Fixed tilt (N-S)
FRA,69064,Vallérargues,44.1122,4.3715,exact,4.8,DC,8.0,1-axis horizontal
FRA,70476,Vallon du Roux,43.675,5.75,exact,4.3,DC,10.8,Fixed tilt (N-S)
FRA,69168,Verneuil 1,46.833,3.597,exact,12.0,DC,37.1,Fixed tilt (N-S)
FRA,69169,Verneuil 4,46.818,3.608,exact,12.0,DC,33.4,Fixed tilt (N-S)
FRA,72464,Viguier Parking A,43.3339,3.2651,exact,4.0,DC,4.6,Carport-roof
FRA,70454,Villeraze,43.285,2.37,exact,12.0,DC,22.6,
FRA,69182,Ychoux,44.412,-0.991,exact,9.0,DC,22.5,Fixed tilt (N-S)
FRA,69172,Ygos 1,44.0348,-0.728,exact,12.0,DC,19.6,Fixed tilt (N-S)
FRA,69109,Yzeure,46.534,3.377,exact,5.0,DC,10.8,Fixed tilt (N-S)
FRA,70593,Cap Découverte,44.015,2.135,inexact,19.7,AC,,
GBR,72667,Arreton A,50.6711,-1.276,exact,4.0,DC,9.3,Fixed tilt (N-S)
GBR,66423,Asfordby North,52.7832,-0.9359,exact,3.8,AC,7.1,Fixed tilt (N-S)
GBR,69717,Avonmouth,51.5084,-2.6649,exact,4.1,DC,6.7,Fixed tilt (N-S)
GBR,68743,Awre,51.77,-2.447,exact,5.0,DC,11.1,Fixed tilt (N-S)
GBR,68773,Ballygarvey,54.882,-6.253,exact,6.0,AC,11.5,Fixed tilt (N-S)
GBR,69688,Berry Court,51.3272,-1.1096,exact,4.3,DC,6.4,Fixed tilt (N-S)
GBR,65622,Brockhampton,51.935,-2.0884,inexact,4.2,AC,,
GBR,64636,Buckwell,51.6638,-2.8365,inexact,8.0,DC,,
GBR,69236,Bumpers 2,51.7478,-0.8948,inexact,4.1,AC,,
GBR,69640,Caegarw,51.5377,-3.7163,exact,3.9,AC,9.0,Fixed tilt (N-S)
GBR,65616,Chelveston II,52.305,-0.53,exact,22.1,AC,,
GBR,63874,Chisbon,51.8285,1.1847,inexact,10.1,AC,,
GBR,70098,Clayhill,51.99,-0.478,exact,10.0,DC,20.5,
GBR,67598,Dale,54.657,-6.719,exact,4.0,AC,10.2,Fixed tilt (N-S)
GBR,63153,Dillington,50.944,-2.893,exact,5.4,AC,11.7,Fixed tilt (N-S)
GBR,70948,Dunore,54.681,-6.231,exact,5.0,DC,11.4,Fixed tilt (N-S)
GBR,66469,Easingwold,54.1482,-1.2324,exact,5.0,DC,9.9,Fixed tilt (N-S)
GBR,65372,East Culkae,54.79, -4.445,inexact,3.9,AC,,
GBR,65122,Eggington,51.9245,-0.6115,exact,5.0,DC,8.7,Fixed tilt (N-S)
GBR,65178,Elwick,54.7005,-1.2898,inexact,13.0,DC,,
GBR,65105,Fenland Farm,52.312,0.222,exact,18.4,AC,25.5,
GBR,61062,Five Oaks,51.055,-0.441,exact,4.8,AC,11.4,Fixed tilt (N-S)
GBR,63873,Foston,52.9961,-0.5975,inexact,13.6,AC,,
GBR,61246,Four Burrows,50.29,-5.146,exact,6.3,AC,11.2,Fixed tilt (N-S)
GBR,67417,FPV00411EN Bracknell Forest,51.455,-0.695,inexact,4.7,AC,,
GBR,69220,Frome St Quintin,50.83,-2.561,inexact,4.1,AC,,
GBR,63671,Great Houndbeare,50.73,-3.348,exact,4.1,AC,12.3,Fixed tilt (N-S)
GBR,61985,Hamptworth,50.966,-1.675,exact,4.2,AC,14.0,Fixed tilt (N-S)
GBR,67578,Heathlands,54.9444,-2.9786,inexact,5.0,DC,,
GBR,66428,Heywood,53.596,-2.196,inexact,4.2,AC,,
GBR,72567,Highampton A,50.8172,-4.1164,exact,4.0,DC,7.1,Fixed tilt (N-S)
GBR,68765,Huntingfield,52.6417,0.8498,inexact,4.1,AC,,
GBR,63832,Hydes,51.938,0.398,exact,8.3,AC,17.4,Fixed tilt (N-S)
GBR,64096,Jaguar,52.6353,-2.1434,exact,5.1,AC,8.0,Rooftop
GBR,66440,Kinblethmont,56.615,-2.5987,exact,4.0,AC,8.2,Fixed tilt (N-S)
GBR,68181,Laurelhill NI,54.4019,-6.266,exact,8.5,AC,23.1,Fixed tilt (N-S)
GBR,65608,Little Neath,51.662, -5.01,inexact,5.1,AC,,
GBR,65212,Llancadle,51.4104,-3.393,exact,4.4,AC,7.5,Fixed tilt (N-S)
GBR,65220,Maghaberry,54.513,-6.177,exact,22.8,AC,38.1,Fixed tilt (N-S)
GBR,68629,Mallusk,54.676,-6.014,exact,6.5,DC,12.0,Fixed tilt (N-S)
GBR,69697,Milborne Port,50.9763,-2.4556,exact,4.1,DC,5.4,Fixed tilt (N-S)
GBR,66442,Nailstone,52.6681,-1.3638,exact,6.0,DC,8.8,Fixed tilt (N-S)
GBR,64903,Netley,50.8862,-1.3443,exact,4.0,AC,9.0,Fixed tilt (N-S)
GBR,72669,Pen-Y-Fan A,51.7008,-3.1691,exact,6.0,DC,11.8,Fixed tilt (N-S)
GBR,66698,Poles Hole,51.2854,-2.2348,exact,3.8,AC,8.6,Fixed tilt (N-S)
GBR,63796,Redbridge Road,50.694,-2.313,exact,6.4,AC,11.5,Fixed tilt (N-S)
GBR,67553,Rocester,52.9492,-1.8734,exact,4.0,AC,7.1,Fixed tilt (N-S)
GBR,72671,Scottow East2,52.755,1.363,exact,15.0,DC,28.8,Fixed tilt (N-S)
GBR,67740,Scottow W II,52.756,1.353,exact,17.2,AC,,
GBR,65411,Scottow West,52.756,1.353,exact,20.0,AC,46.5,Fixed tilt (N-S)
GBR,72673,Sesswick A,53.0318,-2.9146,exact,4.0,DC,6.2,Fixed tilt (N-S)
GBR,61949,Shroton,50.9243,-2.2124,exact,4.0,DC,8.4,Fixed tilt (N-S)
GBR,66462,South Antrim,54.6943,-6.2332,inexact,6.5,DC,,
GBR,65093,Sowerby,54.1379,-3.2402,exact,5.0,DC,8.7,Fixed tilt (N-S)
GBR,64962,Stow,53.3223,-0.6929,inexact,9.0,AC,,
GBR,68488,Teyrdan,53.268,-3.686,exact,9.3,DC,14.2,Fixed tilt (offset)
GBR,68489,Thorne Colliery,53.635, -0.935,inexact,5.0,DC,,
GBR,63782,Tullynaskeagh,54.303,-5.625,inexact,5.1,DC,10.9,
GBR,65639,Watnall,53.0164,-1.2319,inexact,17.0,DC,,
GBR,66403,West Carclaze,50.362,-4.786,exact,4.1,AC,10.5,Fixed tilt (N-S)
GBR,69235,Westhampnett,50.8468,-0.7417,inexact,7.4,DC,14.2,
GBR,65610,Winnard's Perch,50.4626,-4.926,exact,3.5,AC,6.5,Fixed tilt (N-S)
GBR,68215,Worleston,53.1088,-2.5033,exact,3.7,AC,7.5,Fixed tilt (N-S)
GBR,65374,Glebe,52.251,-0.586,exact,26.0,AC,53.2,
GBR,64687,Goose Willow,51.636,-1.355,exact,14.1,AC,33.0,
GBR,64876,Scottow,52.756,1.353,exact,40.3,AC,92.9,
GHA,66652,Gomoa Onyadze,5.29, -0.95,inexact,20.0,AC,,
GRC,62178,Aerino,39.339,22.767,exact,5.5,DC,11.7,Fixed tilt (N-S)
GRC,62181,Aitoloakarnania,38.4091,21.3853,exact,5.0,DC,7.0,Fixed tilt (N-S)
GRC,65229,Domokos,39.100083,22.33625,exact,10.4,DC,23.3,Fixed tilt (N-S)
GRC,60346,Drama,41.182,24.061,exact,5.0,DC,16.9,Fixed tilt (N-S)
GRC,73071,Helpe,40.947,24.427,inexact,8.7,DC,,
GRC,72951,Karditsa,39.303,21.924,inexact,9.0,DC,14.0,
GRC,71380,Kastoria,40.5229,21.1389,exact,6.0,DC,11.4,Fixed tilt (N-S)
GRC,73072,Mesokomo,40.56,23.35,inexact,5.0,DC,,
GRC,62172,Mithras,40.325,21.815,inexact,6.0,DC,,
GRC,61373,Palaiochora,37.9185,21.426,exact,9.0,DC,3.2,Fixed tilt (N-S)
GRC,71391,Rodopi,41.1163,25.0966,exact,4.5,DC,10.4,Fixed tilt (N-S) & 2-axis tracker
GRC,60277,Skala I,36.864,22.637,exact,6.0,DC,12.0,Fixed tilt (N-S)
GRC,67659,Skala II-IV,36.866,22.6334,exact,23.0,DC,53.9,Fixed tilt (N-S)
GRC,65680,Xirokambi,36.9545,22.4902,exact,6.0,DC,15.8,Fixed tilt (N-S)
GTM,65067,Horus II,14.037,-90.362,exact,30.0,AC,99.7,1-axis horizontal
GUF,65694,Toucan,4.893748,-52.500679,inexact,5.0,DC,,
HND,64832,Choluteca II,13.228,-87.207,exact,35.1,DC,147.4,1-axis horizontal
HND,65877,La Manzanilla y Las Lajas,13.387,-87.32,exact,15.0,DC,28.1,Fixed tilt (N-S)
HND,66599,Los Prados,13.147,-87.143,inexact,53.0,DC,,
HND,65065,Marcovia,13.277,-87.265,exact,35.0,AC,160.9,1-axis horizontal
HND,68464,Marcovia A,13.266,-87.271,exact,6.0,DC,31.7,Fixed tilt (N-S)
HND,65956,Pacific Solar (bal),13.525,-87.548,exact,25.0,DC,,
HND,65875,Pacific Solar I,13.525,-87.548,exact,25.9,DC,,
HND,65876,Pacific Solar II,13.525,-87.548,exact,25.9,DC,,
HND,65874,Pacific Solar,13.525,-87.548,exact,63.0,AC,75.2,Fixed tilt (N-S)
HUN,73281,Bukkabrany ,47.894,20.707,exact,20.0,DC,33.0,Fixed tilt (N-S)
HUN,72600,Dunai,47.333,18.906,exact,21.0,DC,40.0,Fixed tilt (N-S)
HUN,73291,Paks,46.59,18.85,inexact,20.6,AC,,
HUN,66370,Pécs,46.06,18.257,exact,7.0,DC,21.9,Fixed tilt (N-S)
HUN,66591,Visonta,47.802,20.059,exact,16.0,DC,29.5,Fixed tilt (N-S)
IND,70978,Abhijeet,26.8278,70.9197,inexact,50.0,AC,388.0,
IND,67272,Achampet,16.3893,78.6621,exact,5.5,DC,8.7,Fixed tilt (N-S)
IND,67097,Achampet Solarpack,16.389,78.676,exact,15.0,AC,39.6,1-axis horizontal
IND,67082,Achampet Suzlon,16.407,78.7,exact,15.0,AC,22.6,Fixed tilt (N-S)
IND,69517,Agaram A,10.456,77.924,exact,20.0,DC,45.4,Fixed tilt (N-S)
IND,73903,Agucha Mine,25.842,74.758,exact,22.0,AC,47.1,Fixed tilt (N-S)
IND,67087,Aitipamula,17.208,79.326,exact,15.0,AC,29.1,Fixed tilt (N-S)
IND,70816,Akkinepally,17.265,79.208,exact,10.0,AC,33.1,1-axis horizontal
IND,67090,Alampur Mytrah 1,15.925,78.01,inexact,11.0,AC,,
IND,68258,Alampur SP,15.901,78.002,exact,10.0,AC,18.2,Fixed tilt (offset)
IND,70844,Alapur,20.275,75.785,inexact,50.0,AC,,
IND,67273,Alladurg,17.947,77.925,exact,11.0,DC,19.6,Fixed tilt (N-S)
IND,66994,Allahabad Rattan,25.395, 81.79,inexact,50.0,AC,,
IND,67021,Alland,17.636,76.389,exact,20.0,AC,50.8,Fixed tilt (N-S)
IND,67000,Alote,23.815,75.525,inexact,20.0,AC,40.0,Fixed tilt (N-S)
IND,67267,Amarpur Refex,24.77, 78.445,inexact,10.0,DC,,
IND,67268,Amarpur Samavist,24.765, 78.45,inexact,10.0,DC,,
IND,68271,Amathur,9.553,77.885,exact,14.4,DC,24.4,Fixed tilt (N-S)
IND,70799,Ambosara,20.905,85.925,inexact,80.0,AC,,
IND,65939,Amla Nankar,23.929,76.121,exact,12.9,DC,30.2,Fixed tilt (N-S)
IND,67115,Ananthasagar,18.152,78.294,exact,45.0,AC,89.9,Fixed tilt (N-S)
IND,70750,Andora,18.275,76.31,inexact,20.0,AC,,
IND,67255,Andur,17.802,76.248,exact,7.0,AC,23.3,Fixed tilt (N-S)
IND,73199,Angadi Raichur A,17.074,77.557,exact,7.0,DC,21.0,Fixed tilt (N-S)
IND,73932,Apollo Chennai,12.857,79.944,exact,10.0,DC,21.7,Rooftop
IND,61173,Arasadi,8.8881,78.0644,exact,10.0,DC,6.4,Fixed tilt (N-S)
IND,67088,Arvapally Mytrah 1,17.354,79.586,exact,8.0,AC,20.2,Fixed tilt (N-S)
IND,67094,Arvapally Mytrah 2,17.355,79.591,exact,15.0,AC,21.9,1-axis horizontal
IND,70876,Assan,29.415,76.885,inexact,10.0,AC,,
IND,63976,Azhagapuri,11.1936,78.4584,exact,5.0,DC,8.8,Fixed tilt (offset)
IND,70147,Bableshwar wind-solar,16.968,76.256,exact,28.8,AC,,Fixed tilt (N-S)
IND,72794,Badal,30.068,74.671,exact,15.0,DC,32.2,Fixed tilt (N-S)
IND,70849,Badanpur,25.364,78.307,exact,50.0,AC,102.8,Fixed tilt (N-S)
IND,70869,Bagalkot,16.46,75.25,inexact,10.0,AC,,
IND,72800,Bahadaurgarh Jandian,30.1547,74.6909,exact,50.0,DC,96.3,Fixed tilt (N-S)
IND,72796,Bahadur Khera,30.115,74.346,exact,25.0,DC,47.5,Fixed tilt (N-S)
IND,70881,Bahraich,27.75,81.49,inexact,10.0,AC,,
IND,67134,Bakhora Kalan,29.857,75.807,exact,25.0,DC,60.9,1-axis horizontal
IND,67009,Balanagar,16.943,78.131,exact,50.0,AC,78.3,Fixed tilt (N-S)
IND,70826,Bandapalli,13.305,79.12,inexact,10.0,AC,,
IND,74074,Bandarupalli A,18.028,78.788,exact,15.0,DC,30.1,Fixed tilt (N-S)
IND,70837,Bansakra,21.665,81.735,inexact,50.0,AC,,
IND,67129,Banwala,30.013,74.602,exact,25.0,DC,45.9,Fixed tilt (N-S)
IND,62583,Bap PL,27.483,72.388,exact,5.0,DC,21.1,Fixed tilt (offset)
IND,69843,Baran,25.06,76.38,inexact,26.3,DC,,
IND,72802,Bareta,29.876,75.669,exact,25.0,DC,83.0,1-axis horizontal
IND,65776,Bari Seer AG,27.497,72.402,exact,20.0,AC,56.8,Fixed tilt (N-S)
IND,65775,Bari Seer AM,27.493,72.398,exact,20.0,AC,37.3,Fixed tilt (N-S)
IND,65774,Bari Seer AR,27.488,72.401,exact,20.0,AC,56.2,Fixed tilt (N-S)
IND,65778,Bari Seer Medha,27.494,72.416,exact,20.0,AC,41.6,Fixed tilt (N-S)
IND,65777,Bari Seer Ranji,27.5,72.422,exact,20.0,AC,41.1,Fixed tilt (N-S)
IND,72288,Baroo A,27.36,71.961,exact,20.0,DC,50.2,Fixed tilt (N-S)
IND,65600,Barre,29.876,75.477,exact,10.5,DC,18.8,Fixed tilt (N-S)
IND,61159,Barsinga Solaire,27.4273,72.3885,exact,5.0,AC,9.2,Fixed tilt (N-S)
IND,70832,Basavanahalli,14.022,77.044,exact,10.0,AC,29.5,Fixed tilt (N-S) & 1-axis horizontal
IND,67280,Basawaipalli,16.623,77.89,exact,4.4,DC,15.4,Fixed tilt (N-S)
IND,64521,Beas,31.5462,75.3318,exact,7.6,DC,9.2,Rooftop
IND,68266,Beechiganipalle,13.944,77.518,exact,10.0,DC,18.2,Fixed tilt (N-S)
IND,70777,Beeragondanahalli,14.175,75.725,inexact,50.0,AC,,
IND,67265,Behbalpur,30.515, 76.27,inexact,4.0,DC,,
IND,64261,Belakavadi,12.2549,77.1167,inexact,5.0,DC,20.2,
IND,70770,Bellagurai,15.775,76.85,inexact,40.0,AC,,
IND,70919,Bellampally,19.02,79.42,inexact,15.0,AC,,
IND,68273,Bellari,15.025, 76.805,inexact,30.0,DC,,
IND,67284,Bemalkheda,17.642,77.418,exact,10.0,DC,23.6,Fixed tilt (N-S)
IND,62062,Betwasiya,26.789,72.938,exact,5.0,DC,21.6,Fixed tilt (offset)
IND,62056,Bhadrada,23.678,71.563,exact,5.0,DC,18.1,Fixed tilt (N-S)
IND,67289,Bhagavathikere,14.074,76.72,exact,10.0,DC,23.2,Fixed tilt (N-S)
IND,61870,Bhagwanpura,24.688,75.13,exact,106.0,AC,227.2,Fixed tilt (N-S)
IND,67079,Bhainsa Suzlon,19.135,77.985,inexact,15.0,AC,,
IND,67024,Bhalki,18.082,77.13,exact,20.0,AC,44.1,1-axis horizontal
IND,62462,Bhambuo Ki Dhani,26.744,72.983,exact,5.0,AC,11.2,Fixed tilt (N-S)
IND,70800,Bhatakumarada,19.43,84.895,inexact,40.0,AC,,
IND,67005,Bhensarwas,24.525,77.62,inexact,51.0,AC,,
IND,70801,Bhetanai-Bhejiput,19.665,84.73,inexact,40.0,AC,,
IND,67118,Bhonigir Acme,17.595,78.82,inexact,50.0,AC,,
IND,62573,BhSP} Arjun,27.5407,71.9142,exact,5.0,DC,9.8,Fixed tilt (N-S)
IND,62576,BhSP} Energo,27.528,71.932,exact,10.0,DC,,Fixed tilt (N-S)
IND,62571,BhSP} Essel,27.519,71.931,exact,20.0,AC,46.0,Fixed tilt (N-S)
IND,62577,BhSP} Roha,27.541,71.921,exact,27.6,DC,74.3,Fixed tilt (N-S)
IND,64115,BhSP} Sidhi,27.541,71.916,exact,5.5,DC,10.3,Fixed tilt (N-S)
IND,62574,BhSP} Star,27.526,71.935,exact,5.0,DC,13.4,Fixed tilt (N-S)
IND,62575,BhSP} Sungold,27.5409,71.9114,exact,5.0,DC,10.0,
IND,66889,BhSP1} Fortum,27.484,71.957,exact,70.0,AC,131.2,Fixed tilt (N-S)
IND,66891,BhSP1} RSE1,27.492,71.948,exact,70.0,AC,130.4,Fixed tilt (N-S)
IND,66892,BhSP1} RSE2,27.489,71.958,exact,70.0,AC,129.9,Fixed tilt (N-S)
IND,66893,BhSP1} SD1,27.478,71.954,exact,70.0,AC,141.5,Fixed tilt (N-S)
IND,66894,BhSP1} SD2,27.467,71.96,exact,70.0,AC,140.2,Fixed tilt (N-S)
IND,66890,BhSP1} Yarrow,27.472,71.96,exact,70.0,AC,140.0,Fixed tilt (N-S)
IND,66866,BhSP2} Jakson,27.492,71.904,exact,65.0,AC,140.6,Fixed tilt (N-S)
